frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
305.55,-1.53,0.70,-1.51,0.70,-0.70,-0.47,-0.79,-2.23,-2.22,-2.22
308.61,-1.51,0.72,-1.51,0.73,-0.73,-0.48,-0.78,-2.23,-2.24,-2.23
311.69,-1.50,0.74,-1.50,0.75,-0.75,-0.49,-0.78,-2.25,-2.25,-2.24
314.81,-1.49,0.78,-1.50,0.77,-0.77,-0.51,-0.77,-2.26,-2.27,-2.26
317.96,-1.49,0.80,-1.49,0.80,-0.80,-0.52,-0.77,-2.28,-2.29,-2.28
321.14,-1.49,0.81,-1.48,0.82,-0.82,-0.53,-0.77,-2.31,-2.30,-2.29
324.35,-1.49,0.83,-1.47,0.85,-0.85,-0.54,-0.76,-2.33,-2.32,-2.32
327.59,-1.46,0.87,-1.45,0.87,-0.87,-0.56,-0.76,-2.33,-2.33,-2.33
330.87,-1.44,0.91,-1.44,0.90,-0.90,-0.57,-0.76,-2.33,-2.34,-2.35
334.18,-1.44,0.92,-1.43,0.92,-0.92,-0.58,-0.76,-2.36,-2.35,-2.35
337.52,-1.44,0.92,-1.41,0.94,-0.94,-0.59,-0.76,-2.37,-2.35,-2.35
340.90,-1.40,0.96,-1.40,0.95,-0.95,-0.61,-0.76,-2.35,-2.35,-2.35
344.30,-1.40,0.95,-1.39,0.95,-0.95,-0.62,-0.76,-2.35,-2.35,-2.35
347.75,-1.40,0.95,-1.38,0.95,-0.95,-0.63,-0.76,-2.35,-2.33,-2.35
351.23,-1.36,0.97,-1.37,0.94,-0.94,-0.65,-0.76,-2.30,-2.31,-2.33
354.74,-1.36,0.94,-1.37,0.92,-0.92,-0.66,-0.76,-2.28,-2.29,-2.30
358.28,-1.36,0.92,-1.36,0.89,-0.89,-0.67,-0.76,-2.25,-2.26,-2.27
361.87,-1.36,0.89,-1.36,0.85,-0.85,-0.69,-0.77,-2.21,-2.22,-2.24
365.49,-1.36,0.83,-1.37,0.80,-0.80,-0.70,-0.77,-2.15,-2.17,-2.18
369.14,-1.36,0.77,-1.38,0.74,-0.74,-0.71,-0.78,-2.09,-2.11,-2.12
372.83,-1.40,0.67,-1.39,0.67,-0.67,-0.73,-0.78,-2.06,-2.05,-2.06
376.56,-1.40,0.61,-1.40,0.59,-0.59,-0.74,-0.79,-1.99,-1.99,-2.01
380.33,-1.43,0.52,-1.42,0.51,-0.51,-0.75,-0.79,-1.94,-1.93,-1.95
384.13,-1.44,0.44,-1.44,0.43,-0.43,-0.77,-0.80,-1.86,-1.87,-1.88
387.97,-1.47,0.35,-1.46,0.35,-0.35,-0.78,-0.81,-1.81,-1.80,-1.82
391.85,-1.49,0.26,-1.48,0.27,-0.27,-0.79,-0.82,-1.75,-1.74,-1.75
395.77,-1.53,0.15,-1.50,0.19,-0.19,-0.81,-0.83,-1.71,-1.69,-1.68
399.73,-1.53,0.10,-1.53,0.12,-0.12,-0.82,-0.83,-1.65,-1.65,-1.62
403.72,-1.57,0.03,-1.56,0.06,-0.06,-0.83,-0.84,-1.63,-1.62,-1.59
407.76,-1.57,0.02,-1.59,0.02,-0.02,-0.85,-0.85,-1.58,-1.60,-1.58
411.84,-1.62,-0.03,-1.62,-0.01,0.01,-0.86,-0.86,-1.60,-1.60,-1.58
415.96,-1.63,-0.03,-1.65,-0.03,0.03,-0.87,-0.87,-1.59,-1.62,-1.59
420.12,-1.66,-0.04,-1.68,-0.03,0.03,-0.88,-0.88,-1.62,-1.65,-1.61
424.32,-1.70,-0.04,-1.72,-0.02,0.02,-0.89,-0.89,-1.68,-1.70,-1.65
428.56,-1.74,-0.02,-1.75,0.02,-0.02,-0.91,-0.90,-1.75,-1.77,-1.72
432.85,-1.77,0.04,-1.78,0.07,-0.07,-0.92,-0.91,-1.84,-1.85,-1.81
437.18,-1.83,0.09,-1.80,0.14,-0.14,-0.93,-0.92,-1.96,-1.94,-1.92
441.55,-1.83,0.20,-1.83,0.22,-0.22,-0.94,-0.93,-2.05,-2.05,-2.03
445.96,-1.88,0.26,-1.84,0.32,-0.32,-0.95,-0.94,-2.19,-2.16,-2.14
450.42,-1.88,0.39,-1.85,0.42,-0.42,-0.96,-0.95,-2.30,-2.27,-2.27
454.93,-1.88,0.51,-1.85,0.53,-0.53,-0.97,-0.96,-2.40,-2.38,-2.39
459.48,-1.88,0.63,-1.84,0.64,-0.64,-0.98,-0.96,-2.51,-2.48,-2.51
464.07,-1.84,0.78,-1.82,0.75,-0.75,-0.99,-0.97,-2.58,-2.57,-2.62
468.71,-1.83,0.87,-1.80,0.85,-0.85,-0.99,-0.98,-2.68,-2.65,-2.70
473.40,-1.78,1.00,-1.77,0.95,-0.95,-1.00,-0.98,-2.72,-2.72,-2.78
478.13,-1.73,1.09,-1.73,1.04,-1.04,-1.01,-0.99,-2.76,-2.76,-2.82
482.91,-1.68,1.17,-1.68,1.11,-1.11,-1.02,-0.99,-2.79,-2.79,-2.84
487.74,-1.62,1.24,-1.63,1.18,-1.18,-1.02,-0.99,-2.80,-2.81,-2.85
492.62,-1.55,1.28,-1.57,1.23,-1.23,-1.03,-0.99,-2.78,-2.80,-2.82
497.55,-1.51,1.28,-1.51,1.27,-1.27,-1.03,-0.99,-2.77,-2.78,-2.78
502.52,-1.47,1.28,-1.46,1.29,-1.29,-1.04,-0.99,-2.76,-2.75,-2.74
507.55,-1.40,1.30,-1.40,1.30,-1.30,-1.04,-0.99,-2.70,-2.70,-2.69
512.62,-1.34,1.30,-1.34,1.30,-1.30,-1.04,-0.98,-2.64,-2.64,-2.63
517.75,-1.29,1.28,-1.28,1.29,-1.29,-1.05,-0.98,-2.57,-2.57,-2.56
522.93,-1.23,1.27,-1.23,1.27,-1.27,-1.05,-0.97,-2.50,-2.50,-2.49
528.16,-1.16,1.27,-1.17,1.25,-1.25,-1.05,-0.96,-2.41,-2.43,-2.42
533.44,-1.12,1.23,-1.12,1.23,-1.23,-1.05,-0.96,-2.34,-2.35,-2.34
538.77,-1.06,1.21,-1.07,1.20,-1.20,-1.05,-0.95,-2.26,-2.27,-2.26
544.16,-1.03,1.16,-1.02,1.18,-1.18,-1.05,-0.94,-2.20,-2.20,-2.18
549.60,-0.98,1.14,-0.97,1.15,-1.15,-1.05,-0.93,-2.13,-2.12,-2.11
555.10,-0.93,1.11,-0.92,1.13,-1.13,-1.05,-0.92,-2.05,-2.05,-2.03
560.65,-0.88,1.10,-0.87,1.11,-1.11,-1.04,-0.90,-1.98,-1.98,-1.97
566.25,-0.84,1.07,-0.83,1.09,-1.09,-1.04,-0.89,-1.92,-1.91,-1.90
571.92,-0.80,1.05,-0.78,1.06,-1.06,-1.04,-0.88,-1.86,-1.85,-1.84
577.64,-0.75,1.05,-0.74,1.05,-1.05,-1.03,-0.86,-1.79,-1.79,-1.79
583.41,-0.70,1.04,-0.70,1.03,-1.03,-1.03,-0.85,-1.73,-1.73,-1.73
589.25,-0.67,1.02,-0.67,1.02,-1.02,-1.02,-0.84,-1.68,-1.68,-1.68
595.14,-0.62,1.02,-0.63,1.01,-1.01,-1.01,-0.82,-1.62,-1.64,-1.64
601.09,-0.58,1.02,-0.60,1.00,-1.00,-1.01,-0.81,-1.58,-1.60,-1.60
607.10,-0.55,1.01,-0.57,1.00,-1.00,-1.00,-0.80,-1.54,-1.56,-1.56
613.17,-0.53,0.99,-0.53,0.99,-0.99,-0.99,-0.78,-1.52,-1.53,-1.52
619.30,-0.49,1.01,-0.50,1.00,-1.00,-0.98,-0.77,-1.48,-1.50,-1.50
625.50,-0.49,0.97,-0.47,1.00,-1.00,-0.97,-0.76,-1.49,-1.47,-1.46
631.75,-0.45,1.01,-0.44,1.02,-1.02,-0.96,-0.74,-1.46,-1.45,-1.46
638.07,-0.43,1.02,-0.40,1.03,-1.03,-0.95,-0.73,-1.46,-1.43,-1.45
644.45,-0.38,1.06,-0.36,1.06,-1.06,-0.94,-0.72,-1.43,-1.42,-1.44
650.89,-0.34,1.07,-0.32,1.09,-1.09,-0.93,-0.71,-1.43,-1.41,-1.41
657.40,-0.29,1.10,-0.26,1.14,-1.14,-0.91,-0.69,-1.42,-1.40,-1.39
663.98,-0.23,1.13,-0.21,1.19,-1.19,-0.90,-0.68,-1.42,-1.40,-1.36
670.62,-0.17,1.19,-0.14,1.25,-1.25,-0.89,-0.67,-1.41,-1.39,-1.36
677.32,-0.12,1.24,-0.08,1.30,-1.30,-0.87,-0.66,-1.42,-1.38,-1.36
684.10,-0.04,1.33,-0.01,1.35,-1.35,-0.86,-0.65,-1.39,-1.36,-1.37
690.94,0.03,1.38,0.05,1.40,-1.40,-0.84,-0.64,-1.36,-1.34,-1.35
697.85,0.09,1.42,0.11,1.43,-1.43,-0.83,-0.63,-1.33,-1.32,-1.33
704.83,0.18,1.50,0.16,1.44,-1.44,-0.81,-0.63,-1.26,-1.28,-1.32
711.87,0.25,1.53,0.21,1.44,-1.44,-0.80,-0.62,-1.19,-1.24,-1.28
718.99,0.31,1.55,0.24,1.43,-1.43,-0.78,-0.61,-1.11,-1.18,-1.24
726.18,0.35,1.50,0.27,1.39,-1.39,-0.77,-0.60,-1.04,-1.12,-1.15
733.44,0.38,1.44,0.29,1.34,-1.34,-0.75,-0.60,-0.95,-1.04,-1.06
740.78,0.34,1.29,0.30,1.26,-1.26,-0.73,-0.59,-0.91,-0.95,-0.95
748.19,0.31,1.16,0.31,1.16,-1.16,-0.72,-0.59,-0.85,-0.85,-0.85
755.67,0.27,1.02,0.31,1.04,-1.04,-0.70,-0.58,-0.77,-0.74,-0.75
763.23,0.25,0.88,0.30,0.91,-0.91,-0.68,-0.58,-0.66,-0.61,-0.63
770.86,0.24,0.75,0.29,0.77,-0.77,-0.67,-0.57,-0.52,-0.48,-0.51
778.57,0.24,0.62,0.28,0.62,-0.62,-0.65,-0.57,-0.37,-0.34,-0.38
786.35,0.25,0.47,0.28,0.47,-0.47,-0.63,-0.57,-0.21,-0.19,-0.22
794.22,0.25,0.33,0.28,0.32,-0.32,-0.62,-0.57,-0.06,-0.04,-0.08
802.16,0.25,0.16,0.28,0.18,-0.18,-0.60,-0.56,0.08,0.10,0.09
810.18,0.25,0.02,0.29,0.05,-0.05,-0.58,-0.56,0.20,0.24,0.23
818.28,0.26,-0.10,0.31,-0.07,0.07,-0.56,-0.56,0.33,0.38,0.36
826.46,0.29,-0.20,0.33,-0.17,0.17,-0.55,-0.56,0.47,0.50,0.49
834.73,0.32,-0.29,0.34,-0.26,0.26,-0.53,-0.55,0.58,0.60,0.61
843.08,0.37,-0.34,0.35,-0.33,0.33,-0.51,-0.55,0.71,0.68,0.71
851.51,0.40,-0.40,0.36,-0.38,0.38,-0.49,-0.55,0.79,0.74,0.80
860.02,0.42,-0.41,0.36,-0.41,0.41,-0.48,-0.55,0.83,0.77,0.83
868.62,0.42,-0.43,0.35,-0.41,0.41,-0.46,-0.54,0.83,0.76,0.85
877.31,0.40,-0.42,0.34,-0.39,0.39,-0.44,-0.54,0.79,0.73,0.82
886.08,0.36,-0.40,0.33,-0.34,0.34,-0.42,-0.54,0.70,0.66,0.76
894.94,0.31,-0.36,0.31,-0.27,0.27,-0.41,-0.53,0.58,0.57,0.67
903.89,0.26,-0.28,0.28,-0.18,0.18,-0.39,-0.53,0.45,0.46,0.54
912.93,0.21,-0.16,0.25,-0.08,0.08,-0.37,-0.53,0.30,0.34,0.37
922.06,0.18,-0.01,0.22,0.02,-0.02,-0.36,-0.52,0.16,0.20,0.19
931.28,0.13,0.12,0.19,0.13,-0.13,-0.34,-0.51,0.01,0.06,0.01
940.59,0.12,0.29,0.16,0.24,-0.24,-0.32,-0.51,-0.11,-0.08,-0.17
950.00,0.07,0.41,0.13,0.34,-0.34,-0.31,-0.50,-0.27,-0.21,-0.34
959.50,0.07,0.51,0.10,0.44,-0.44,-0.29,-0.49,-0.37,-0.34,-0.44
969.09,0.07,0.63,0.08,0.53,-0.53,-0.28,-0.48,-0.45,-0.45,-0.56
978.78,0.06,0.69,0.05,0.60,-0.60,-0.26,-0.47,-0.53,-0.55,-0.63
988.57,0.03,0.71,0.02,0.65,-0.65,-0.24,-0.46,-0.61,-0.63,-0.68
998.46,0.00,0.71,-0.02,0.67,-0.67,-0.23,-0.45,-0.67,-0.69,-0.71
1008.44,-0.03,0.71,-0.07,0.68,-0.68,-0.21,-0.43,-0.70,-0.75,-0.74
1018.53,-0.08,0.69,-0.13,0.66,-0.66,-0.20,-0.42,-0.74,-0.79,-0.77
1028.71,-0.12,0.67,-0.19,0.64,-0.64,-0.18,-0.40,-0.75,-0.83,-0.79
1039.00,-0.18,0.64,-0.25,0.61,-0.61,-0.17,-0.38,-0.78,-0.86,-0.82
1049.39,-0.25,0.61,-0.32,0.58,-0.58,-0.15,-0.36,-0.82,-0.89,-0.86
1059.88,-0.38,0.51,-0.38,0.55,-0.55,-0.14,-0.35,-0.92,-0.93,-0.89
1070.48,-0.48,0.46,-0.45,0.53,-0.53,-0.12,-0.32,-1.00,-0.98,-0.94
1081.19,-0.60,0.38,-0.51,0.51,-0.51,-0.11,-0.30,-1.11,-1.03,-0.98
1092.00,-0.68,0.35,-0.57,0.51,-0.51,-0.10,-0.28,-1.19,-1.08,-1.03
1102.92,-0.73,0.38,-0.62,0.52,-0.52,-0.08,-0.26,-1.24,-1.14,-1.11
1113.95,-0.75,0.44,-0.66,0.53,-0.53,-0.07,-0.23,-1.28,-1.19,-1.19
1125.09,-0.75,0.50,-0.70,0.55,-0.55,-0.05,-0.21,-1.30,-1.25,-1.25
1136.34,-0.73,0.57,-0.73,0.57,-0.57,-0.04,-0.18,-1.29,-1.30,-1.30
1147.70,-0.71,0.63,-0.75,0.58,-0.58,-0.03,-0.15,-1.29,-1.34,-1.34
1159.18,-0.73,0.65,-0.77,0.59,-0.59,-0.01,-0.13,-1.31,-1.36,-1.38
1170.77,-0.75,0.66,-0.79,0.58,-0.58,0.00,-0.10,-1.33,-1.37,-1.41
1182.48,-0.75,0.67,-0.80,0.56,-0.56,0.01,-0.07,-1.31,-1.36,-1.42
1194.30,-0.79,0.60,-0.81,0.52,-0.52,0.03,-0.04,-1.30,-1.33,-1.39
1206.25,-0.79,0.56,-0.82,0.46,-0.46,0.04,-0.01,-1.24,-1.27,-1.35
1218.31,-0.83,0.45,-0.83,0.37,-0.37,0.05,0.02,-1.19,-1.19,-1.28
1230.49,-0.86,0.31,-0.84,0.26,-0.26,0.07,0.05,-1.11,-1.10,-1.17
1242.80,-0.91,0.15,-0.86,0.13,-0.13,0.08,0.09,-1.03,-0.98,-1.06
1255.22,-0.94,-0.03,-0.88,-0.02,0.02,0.09,0.12,-0.91,-0.86,-0.91
1267.78,-0.97,-0.21,-0.91,-0.18,0.18,0.11,0.15,-0.78,-0.73,-0.76
1280.45,-0.99,-0.39,-0.95,-0.35,0.35,0.12,0.19,-0.63,-0.60,-0.60
1293.26,-1.01,-0.54,-1.00,-0.52,0.52,0.13,0.22,-0.48,-0.48,-0.47
1306.19,-1.01,-0.70,-1.06,-0.69,0.69,0.15,0.25,-0.31,-0.37,-0.31
1319.25,-1.05,-0.86,-1.13,-0.85,0.85,0.16,0.29,-0.20,-0.28,-0.19
1332.45,-1.08,-0.97,-1.21,-0.99,0.99,0.17,0.33,-0.09,-0.22,-0.11
1345.77,-1.17,-1.10,-1.30,-1.11,1.11,0.19,0.36,-0.06,-0.19,-0.07
1359.23,-1.27,-1.21,-1.38,-1.20,1.20,0.20,0.40,-0.07,-0.19,-0.06
1372.82,-1.42,-1.33,-1.47,-1.25,1.25,0.21,0.43,-0.16,-0.22,-0.09
1386.55,-1.57,-1.39,-1.56,-1.28,1.28,0.23,0.47,-0.29,-0.28,-0.18
1400.41,-1.71,-1.43,-1.63,-1.27,1.27,0.24,0.51,-0.43,-0.36,-0.28
1414.42,-1.80,-1.37,-1.69,-1.24,1.24,0.26,0.55,-0.56,-0.45,-0.43
1428.56,-1.89,-1.32,-1.74,-1.18,1.18,0.27,0.59,-0.70,-0.56,-0.57
1442.85,-1.92,-1.21,-1.78,-1.11,1.11,0.29,0.63,-0.80,-0.67,-0.71
1457.28,-1.92,-1.07,-1.79,-1.02,1.02,0.31,0.67,-0.89,-0.77,-0.85
1471.85,-1.88,-0.91,-1.79,-0.93,0.93,0.32,0.71,-0.95,-0.86,-0.97
1486.57,-1.83,-0.78,-1.77,-0.83,0.83,0.34,0.75,-0.99,-0.93,-1.05
1501.43,-1.74,-0.62,-1.73,-0.74,0.74,0.36,0.79,-0.99,-0.98,-1.12
1516.45,-1.64,-0.51,-1.67,-0.66,0.66,0.38,0.83,-0.97,-1.01,-1.13
1531.61,-1.53,-0.45,-1.60,-0.60,0.60,0.40,0.87,-0.93,-1.01,-1.08
1546.93,-1.45,-0.43,-1.53,-0.55,0.55,0.42,0.92,-0.89,-0.98,-1.02
1562.40,-1.38,-0.43,-1.46,-0.52,0.52,0.44,0.96,-0.85,-0.93,-0.95
1578.02,-1.34,-0.47,-1.38,-0.52,0.52,0.46,1.00,-0.82,-0.87,-0.87
1593.80,-1.29,-0.52,-1.31,-0.52,0.52,0.49,1.04,-0.76,-0.79,-0.77
1609.74,-1.24,-0.58,-1.25,-0.55,0.55,0.51,1.09,-0.68,-0.70,-0.66
1625.84,-1.19,-0.64,-1.20,-0.60,0.60,0.54,1.13,-0.59,-0.60,-0.55
1642.10,-1.18,-0.75,-1.15,-0.65,0.65,0.57,1.17,-0.52,-0.50,-0.43
1658.52,-1.14,-0.79,-1.12,-0.72,0.72,0.60,1.21,-0.42,-0.40,-0.35
1675.10,-1.12,-0.85,-1.09,-0.79,0.79,0.64,1.25,-0.33,-0.31,-0.27
1691.85,-1.07,-0.88,-1.07,-0.86,0.86,0.67,1.29,-0.21,-0.22,-0.19
1708.77,-1.00,-0.87,-1.06,-0.93,0.93,0.71,1.33,-0.07,-0.13,-0.13
1725.86,-0.97,-0.91,-1.03,-0.99,0.99,0.76,1.37,0.02,-0.05,-0.06
1743.12,-0.97,-0.99,-1.00,-1.03,1.03,0.80,1.41,0.07,0.03,0.02
1760.55,-0.97,-1.06,-0.97,-1.07,1.07,0.86,1.44,0.10,0.10,0.09
1778.15,-0.97,-1.12,-0.92,-1.08,1.08,0.91,1.48,0.12,0.16,0.15
1795.94,-0.95,-1.17,-0.87,-1.09,1.09,0.97,1.51,0.15,0.22,0.22
1813.90,-0.92,-1.22,-0.82,-1.09,1.09,1.04,1.54,0.18,0.27,0.30
1832.03,-0.90,-1.26,-0.76,-1.09,1.09,1.12,1.57,0.19,0.33,0.36
1850.36,-0.79,-1.22,-0.71,-1.09,1.09,1.20,1.59,0.31,0.38,0.43
1868.86,-0.71,-1.22,-0.67,-1.11,1.11,1.29,1.61,0.40,0.44,0.51
1887.55,-0.57,-1.14,-0.64,-1.14,1.14,1.38,1.63,0.58,0.50,0.57
1906.42,-0.46,-1.06,-0.61,-1.18,1.18,1.49,1.65,0.73,0.57,0.60
1925.49,-0.38,-1.02,-0.58,-1.23,1.23,1.61,1.66,0.86,0.66,0.64
1944.74,-0.36,-1.08,-0.54,-1.30,1.30,1.74,1.67,0.94,0.76,0.72
1964.19,-0.32,-1.16,-0.49,-1.37,1.37,1.87,1.68,1.06,0.89,0.84
1983.83,-0.34,-1.33,-0.42,-1.46,1.46,2.02,1.68,1.13,1.04,0.99
2003.67,-0.36,-1.52,-0.34,-1.57,1.57,2.17,1.68,1.21,1.23,1.16
2023.71,-0.38,-1.73,-0.24,-1.68,1.68,2.33,1.67,1.31,1.45,1.35
2043.94,-0.39,-1.96,-0.12,-1.82,1.82,2.49,1.66,1.43,1.70,1.57
2064.38,-0.26,-2.13,0.02,-1.97,1.97,2.65,1.65,1.72,1.99,1.87
2085.03,-0.06,-2.26,0.18,-2.13,2.13,2.80,1.63,2.08,2.31,2.20
2105.88,0.24,-2.30,0.36,-2.30,2.30,2.93,1.61,2.55,2.66,2.54
2126.94,0.55,-2.42,0.56,-2.47,2.47,3.03,1.59,3.03,3.03,2.97
2148.20,0.86,-2.54,0.79,-2.62,2.62,3.09,1.56,3.49,3.42,3.40
2169.69,1.19,-2.63,1.05,-2.75,2.75,3.12,1.54,3.95,3.81,3.82
2191.38,1.49,-2.74,1.33,-2.86,2.86,3.10,1.50,4.35,4.19,4.23
2213.30,1.76,-2.86,1.63,-2.92,2.92,3.04,1.47,4.69,4.56,4.62
2235.43,2.03,-2.96,1.95,-2.95,2.95,2.93,1.43,4.99,4.90,4.99
2257.78,2.27,-3.06,2.28,-2.94,2.94,2.79,1.39,5.21,5.22,5.33
2280.36,2.55,-3.07,2.62,-2.89,2.89,2.62,1.35,5.44,5.50,5.62
2303.17,2.83,-3.02,2.95,-2.79,2.79,2.43,1.31,5.62,5.74,5.85
2326.20,3.17,-2.88,3.27,-2.66,2.66,2.23,1.27,5.83,5.93,6.05
2349.46,3.50,-2.70,3.59,-2.49,2.49,2.02,1.22,5.99,6.08,6.20
2372.95,3.86,-2.43,3.91,-2.29,2.29,1.81,1.17,6.15,6.19,6.29
2396.68,4.21,-2.12,4.21,-2.06,2.06,1.60,1.13,6.27,6.27,6.33
2420.65,4.57,-1.78,4.50,-1.81,1.81,1.39,1.08,6.38,6.31,6.35
2444.86,4.93,-1.41,4.80,-1.53,1.53,1.18,1.03,6.47,6.33,6.34
2469.31,5.25,-1.07,5.10,-1.24,1.24,0.98,0.98,6.49,6.34,6.32
2494.00,5.56,-0.72,5.41,-0.93,0.93,0.78,0.93,6.49,6.34,6.28
2518.94,5.83,-0.45,5.71,-0.61,0.61,0.57,0.88,6.45,6.33,6.28
2544.13,6.02,-0.24,6.02,-0.31,0.31,0.36,0.83,6.34,6.33,6.26
2569.57,6.19,-0.09,6.32,-0.03,0.03,0.15,0.78,6.22,6.35,6.28
2595.27,6.43,0.11,6.62,0.23,-0.23,-0.07,0.73,6.20,6.38,6.32
2621.22,6.67,0.29,6.91,0.47,-0.47,-0.30,0.68,6.21,6.44,6.38
2647.43,7.01,0.54,7.20,0.66,-0.66,-0.52,0.62,6.35,6.53,6.47
2673.90,7.40,0.81,7.48,0.82,-0.82,-0.74,0.57,6.58,6.66,6.59
2700.64,7.78,1.07,7.76,0.95,-0.95,-0.93,0.52,6.83,6.81,6.71
2727.65,8.14,1.25,8.03,1.05,-1.05,-1.08,0.47,7.09,6.98,6.89
2754.93,8.44,1.37,8.31,1.13,-1.13,-1.18,0.42,7.31,7.18,7.07
2782.48,8.70,1.36,8.57,1.19,-1.19,-1.23,0.37,7.52,7.39,7.34
2810.30,8.93,1.29,8.84,1.23,-1.23,-1.22,0.32,7.71,7.61,7.64
2838.40,9.13,1.25,9.09,1.25,-1.25,-1.16,0.27,7.88,7.84,7.88
2866.79,9.29,1.17,9.33,1.25,-1.25,-1.08,0.22,8.04,8.08,8.12
2895.46,9.48,1.12,9.55,1.23,-1.23,-0.99,0.18,8.25,8.31,8.36
2924.41,9.64,1.00,9.73,1.18,-1.18,-0.90,0.13,8.46,8.54,8.64
2953.65,9.82,0.96,9.88,1.11,-1.11,-0.82,0.08,8.71,8.77,8.86
2983.19,9.99,0.99,10.00,1.02,-1.02,-0.76,0.03,8.97,8.97,9.00
3013.02,10.11,0.96,10.09,0.92,-0.92,-0.70,-0.02,9.19,9.17,9.15
3043.15,10.22,0.89,10.17,0.83,-0.83,-0.65,-0.07,9.40,9.34,9.33
3073.58,10.34,0.83,10.23,0.73,-0.73,-0.62,-0.11,9.61,9.50,9.51
3104.32,10.41,0.72,10.28,0.64,-0.64,-0.60,-0.16,9.77,9.64,9.69
3135.36,10.43,0.64,10.32,0.55,-0.55,-0.59,-0.21,9.88,9.76,9.79
3166.72,10.40,0.50,10.34,0.46,-0.46,-0.58,-0.25,9.94,9.88,9.90
3198.38,10.32,0.34,10.35,0.37,-0.37,-0.58,-0.30,9.96,9.99,9.98
3230.37,10.23,0.17,10.36,0.28,-0.28,-0.58,-0.35,9.96,10.08,10.06
3262.67,10.21,0.06,10.36,0.19,-0.19,-0.59,-0.39,10.03,10.17,10.15
3295.30,10.21,0.00,10.34,0.08,-0.08,-0.61,-0.44,10.13,10.26,10.21
3328.25,10.23,-0.07,10.32,-0.03,0.03,-0.63,-0.48,10.26,10.35,10.30
3361.53,10.29,-0.07,10.30,-0.13,0.13,-0.65,-0.52,10.42,10.43,10.36
3395.15,10.30,-0.14,10.28,-0.22,0.22,-0.67,-0.57,10.53,10.50,10.44
3429.10,10.25,-0.25,10.26,-0.31,0.31,-0.69,-0.61,10.56,10.56,10.50
3463.39,10.28,-0.29,10.24,-0.37,0.37,-0.72,-0.65,10.66,10.61,10.57
3498.03,10.30,-0.32,10.22,-0.43,0.43,-0.75,-0.69,10.73,10.65,10.62
3533.01,10.27,-0.38,10.20,-0.47,0.47,-0.78,-0.73,10.75,10.67,10.65
3568.34,10.22,-0.45,10.16,-0.51,0.51,-0.82,-0.76,10.73,10.67,10.67
3604.02,10.12,-0.55,10.11,-0.52,0.52,-0.85,-0.80,10.65,10.63,10.67
3640.06,10.05,-0.59,10.06,-0.50,0.50,-0.89,-0.83,10.56,10.56,10.64
3676.46,10.04,-0.52,10.02,-0.43,0.43,-0.92,-0.86,10.47,10.45,10.56
3713.22,10.04,-0.35,9.99,-0.29,0.29,-0.96,-0.89,10.34,10.29,10.39
3750.36,10.00,-0.18,9.99,-0.09,0.09,-1.00,-0.92,10.09,10.08,10.18
3787.86,9.93,0.00,10.00,0.18,-0.18,-1.04,-0.94,9.75,9.82,9.93
3825.74,9.83,0.17,10.02,0.51,-0.51,-1.08,-0.97,9.33,9.51,9.66
3864.00,9.74,0.39,10.04,0.87,-0.87,-1.12,-0.99,8.88,9.17,9.35
3902.64,9.72,0.75,10.04,1.25,-1.25,-1.16,-1.00,8.48,8.80,8.97
3941.66,9.87,1.33,10.03,1.62,-1.62,-1.20,-1.02,8.25,8.41,8.54
3981.08,10.07,1.96,10.00,1.98,-1.98,-1.24,-1.03,8.09,8.02,8.11
4020.89,10.25,2.60,9.95,2.31,-2.31,-1.28,-1.04,7.94,7.64,7.65
4061.10,10.41,3.19,9.90,2.59,-2.59,-1.32,-1.05,7.82,7.30,7.22
4101.71,10.34,3.50,9.85,2.83,-2.83,-1.36,-1.05,7.51,7.02,6.84
4142.73,10.18,3.65,9.83,3.03,-3.03,-1.39,-1.05,7.15,6.79,6.53
4184.15,9.97,3.67,9.85,3.20,-3.20,-1.43,-1.05,6.77,6.64,6.30
4226.00,9.72,3.54,9.89,3.32,-3.32,-1.46,-1.05,6.40,6.57,6.18
4268.26,9.51,3.31,9.95,3.39,-3.39,-1.49,-1.04,6.13,6.56,6.20
4310.94,9.33,3.02,10.00,3.37,-3.37,-1.51,-1.03,5.96,6.63,6.31
4354.05,9.30,2.79,10.04,3.28,-3.28,-1.53,-1.02,6.03,6.76,6.51
4397.59,9.51,2.71,10.05,3.12,-3.12,-1.55,-1.01,6.40,6.94,6.80
4441.56,9.86,2.69,10.06,2.92,-2.92,-1.56,-1.00,6.94,7.13,7.17
4485.98,10.20,2.72,10.07,2.73,-2.73,-1.56,-0.98,7.48,7.34,7.48
4530.84,10.54,2.76,10.08,2.54,-2.54,-1.56,-0.96,8.00,7.53,7.78
4576.15,10.77,2.68,10.08,2.38,-2.38,-1.54,-0.95,8.39,7.70,8.09
4621.91,10.65,2.44,10.06,2.22,-2.22,-1.52,-0.93,8.44,7.84,8.21
4668.13,10.34,2.07,9.98,2.05,-2.05,-1.48,-0.91,8.30,7.94,8.27
4714.81,9.94,1.68,9.86,1.87,-1.87,-1.43,-0.89,8.08,7.99,8.26
4761.96,9.55,1.38,9.68,1.66,-1.66,-1.37,-0.86,7.89,8.02,8.17
