frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
395.77,-0.44,-3.05,-0.44,-3.00,3.00,2.07,2.23,2.56,2.56,2.61
399.73,-0.62,-3.10,-0.45,-2.91,2.91,2.00,2.15,2.29,2.46,2.48
403.72,-0.62,-2.96,-0.46,-2.81,2.81,1.93,2.08,2.19,2.35,2.34
407.76,-0.53,-2.74,-0.47,-2.70,2.70,1.86,2.00,2.17,2.23,2.21
411.84,-0.50,-2.59,-0.49,-2.60,2.60,1.79,1.93,2.10,2.11,2.09
415.96,-0.50,-2.45,-0.52,-2.50,2.50,1.73,1.86,2.00,1.98,1.95
420.12,-0.50,-2.30,-0.53,-2.39,2.39,1.66,1.79,1.88,1.85,1.80
424.32,-0.50,-2.20,-0.53,-2.26,2.26,1.60,1.72,1.76,1.73,1.70
428.56,-0.36,-1.94,-0.52,-2.13,2.13,1.54,1.66,1.77,1.61,1.58
432.85,-0.32,-1.81,-0.50,-2.00,2.00,1.49,1.59,1.68,1.50,1.49
437.18,-0.50,-1.89,-0.48,-1.87,1.87,1.43,1.53,1.37,1.39,1.39
441.55,-0.51,-1.79,-0.45,-1.74,1.74,1.38,1.47,1.23,1.29,1.28
445.96,-0.47,-1.65,-0.41,-1.59,1.59,1.32,1.41,1.12,1.19,1.18
450.42,-0.42,-1.52,-0.37,-1.46,1.46,1.27,1.35,1.04,1.09,1.10
454.93,-0.50,-1.52,-0.34,-1.34,1.34,1.22,1.29,0.84,1.00,1.02
459.48,-0.48,-1.40,-0.29,-1.21,1.21,1.17,1.23,0.73,0.91,0.92
464.07,-0.18,-1.01,-0.24,-1.07,1.07,1.12,1.18,0.89,0.83,0.83
468.71,-0.08,-0.84,-0.18,-0.93,0.93,1.08,1.12,0.85,0.75,0.76
473.40,-0.04,-0.71,-0.11,-0.79,0.79,1.03,1.07,0.74,0.68,0.67
478.13,-0.10,-0.71,-0.04,-0.65,0.65,0.99,1.01,0.54,0.61,0.61
482.91,0.05,-0.45,0.03,-0.51,0.51,0.95,0.96,0.56,0.54,0.50
487.74,0.20,-0.25,0.10,-0.37,0.37,0.90,0.91,0.57,0.47,0.45
492.62,0.24,-0.17,0.18,-0.24,0.24,0.86,0.86,0.48,0.41,0.41
497.55,0.19,-0.16,0.25,-0.11,0.11,0.82,0.81,0.29,0.36,0.35
502.52,0.26,-0.06,0.32,0.02,-0.02,0.78,0.76,0.24,0.30,0.32
507.55,0.40,0.16,0.38,0.12,-0.12,0.74,0.71,0.28,0.26,0.24
512.62,0.45,0.24,0.41,0.20,-0.20,0.71,0.66,0.25,0.21,0.21
517.75,0.46,0.28,0.43,0.26,-0.26,0.67,0.61,0.20,0.17,0.18
522.93,0.46,0.33,0.45,0.32,-0.32,0.63,0.57,0.14,0.13,0.13
528.16,0.37,0.28,0.48,0.38,-0.38,0.60,0.52,-0.01,0.10,0.09
533.44,0.44,0.38,0.49,0.43,-0.43,0.56,0.47,0.01,0.06,0.06
538.77,0.65,0.61,0.49,0.46,-0.46,0.53,0.43,0.19,0.03,0.04
544.16,0.68,0.68,0.48,0.48,-0.48,0.49,0.38,0.20,-0.00,0.00
549.60,0.53,0.56,0.46,0.50,-0.50,0.46,0.33,0.03,-0.04,-0.03
555.10,0.37,0.44,0.45,0.52,-0.52,0.42,0.29,-0.15,-0.07,-0.07
560.65,0.29,0.39,0.43,0.53,-0.53,0.39,0.24,-0.24,-0.11,-0.10
566.25,0.41,0.55,0.40,0.54,-0.54,0.35,0.20,-0.13,-0.14,-0.14
571.92,0.42,0.58,0.38,0.55,-0.55,0.32,0.15,-0.13,-0.17,-0.16
577.64,0.39,0.61,0.37,0.57,-0.57,0.29,0.11,-0.18,-0.20,-0.22
583.41,0.36,0.57,0.37,0.60,-0.60,0.26,0.06,-0.24,-0.23,-0.21
589.25,0.34,0.64,0.37,0.63,-0.63,0.22,0.01,-0.29,-0.26,-0.30
595.14,0.25,0.54,0.38,0.67,-0.67,0.19,-0.03,-0.42,-0.28,-0.29
601.09,0.24,0.57,0.40,0.71,-0.71,0.16,-0.08,-0.47,-0.31,-0.33
607.10,0.41,0.76,0.43,0.78,-0.78,0.12,-0.13,-0.37,-0.34,-0.35
613.17,0.46,0.84,0.49,0.86,-0.86,0.09,-0.17,-0.40,-0.37,-0.38
619.30,0.48,0.85,0.54,0.93,-0.93,0.06,-0.22,-0.45,-0.39,-0.37
625.50,0.51,0.91,0.57,0.99,-0.99,0.02,-0.27,-0.48,-0.42,-0.40
631.75,0.53,0.97,0.59,1.04,-1.04,-0.01,-0.32,-0.51,-0.44,-0.44
638.07,0.62,1.09,0.60,1.07,-1.07,-0.04,-0.37,-0.45,-0.47,-0.47
644.45,0.66,1.15,0.56,1.06,-1.06,-0.08,-0.42,-0.40,-0.50,-0.49
650.89,0.63,1.16,0.47,1.00,-1.00,-0.11,-0.47,-0.37,-0.53,-0.53
657.40,0.53,1.10,0.34,0.89,-0.89,-0.15,-0.52,-0.37,-0.55,-0.57
663.98,0.41,1.00,0.18,0.76,-0.76,-0.19,-0.57,-0.35,-0.58,-0.59
670.62,0.27,0.88,-0.01,0.60,-0.60,-0.22,-0.62,-0.33,-0.61,-0.61
677.32,0.10,0.73,-0.24,0.40,-0.40,-0.26,-0.68,-0.30,-0.64,-0.63
684.10,-0.29,0.41,-0.47,0.20,-0.20,-0.30,-0.73,-0.49,-0.67,-0.70
690.94,-0.59,0.11,-0.70,-0.00,0.00,-0.34,-0.78,-0.59,-0.70,-0.70
697.85,-0.94,-0.20,-0.93,-0.21,0.21,-0.38,-0.84,-0.74,-0.72,-0.74
704.83,-1.46,-0.69,-1.14,-0.39,0.39,-0.42,-0.90,-1.07,-0.75,-0.77
711.87,-1.80,-1.02,-1.33,-0.55,0.55,-0.46,-0.95,-1.26,-0.78,-0.78
718.99,-1.94,-1.12,-1.47,-0.66,0.66,-0.51,-1.01,-1.29,-0.81,-0.82
726.18,-1.84,-1.00,-1.57,-0.72,0.72,-0.56,-1.07,-1.12,-0.85,-0.84
733.44,-1.67,-0.79,-1.62,-0.74,0.74,-0.60,-1.13,-0.93,-0.88,-0.88
740.78,-1.70,-0.78,-1.64,-0.71,0.71,-0.65,-1.19,-0.99,-0.92,-0.92
748.19,-1.66,-0.68,-1.60,-0.63,0.63,-0.70,-1.25,-1.03,-0.97,-0.98
755.67,-1.46,-0.47,-1.51,-0.50,0.50,-0.76,-1.31,-0.96,-1.01,-0.99
763.23,-1.33,-0.28,-1.39,-0.32,0.32,-0.82,-1.37,-1.01,-1.06,-1.05
770.86,-1.14,-0.01,-1.24,-0.12,0.12,-0.87,-1.44,-1.02,-1.12,-1.13
778.57,-0.94,0.25,-1.07,0.11,-0.11,-0.94,-1.50,-1.05,-1.18,-1.19
786.35,-0.76,0.48,-0.90,0.35,-0.35,-1.00,-1.56,-1.11,-1.24,-1.24
794.22,-0.64,0.68,-0.74,0.58,-0.58,-1.07,-1.63,-1.22,-1.31,-1.32
802.16,-0.59,0.80,-0.59,0.79,-0.79,-1.14,-1.69,-1.39,-1.39,-1.39
810.18,-0.50,0.95,-0.48,0.99,-0.99,-1.21,-1.76,-1.49,-1.46,-1.45
818.28,-0.34,1.22,-0.37,1.17,-1.17,-1.29,-1.82,-1.52,-1.54,-1.56
826.46,-0.19,1.44,-0.25,1.37,-1.37,-1.37,-1.88,-1.56,-1.62,-1.63
834.73,-0.12,1.56,-0.15,1.55,-1.55,-1.46,-1.95,-1.67,-1.71,-1.68
843.08,-0.14,1.69,-0.08,1.72,-1.72,-1.55,-2.01,-1.86,-1.80,-1.83
851.51,-0.03,1.85,-0.01,1.87,-1.87,-1.65,-2.07,-1.91,-1.88,-1.88
860.02,0.08,2.07,0.04,2.02,-2.02,-1.75,-2.13,-1.94,-1.98,-1.99
868.62,0.09,2.17,0.09,2.16,-2.16,-1.86,-2.19,-2.07,-2.07,-2.08
877.31,0.16,2.34,0.12,2.30,-2.30,-1.97,-2.24,-2.14,-2.18,-2.18
886.08,0.14,2.41,0.16,2.44,-2.44,-2.08,-2.30,-2.31,-2.28,-2.27
894.94,0.13,2.48,0.19,2.59,-2.59,-2.20,-2.35,-2.46,-2.40,-2.35
903.89,0.24,2.74,0.20,2.71,-2.71,-2.33,-2.40,-2.47,-2.51,-2.50
912.93,0.28,2.88,0.20,2.82,-2.82,-2.46,-2.44,-2.54,-2.62,-2.60
922.06,0.23,2.93,0.20,2.93,-2.93,-2.59,-2.48,-2.70,-2.73,-2.70
931.28,0.16,2.98,0.19,3.03,-3.03,-2.73,-2.52,-2.87,-2.84,-2.82
940.59,0.15,3.09,0.18,3.13,-3.13,-2.86,-2.55,-2.98,-2.95,-2.94
950.00,0.15,3.24,0.16,3.22,-3.22,-3.00,-2.58,-3.07,-3.05,-3.09
959.50,0.16,3.35,0.15,3.29,-3.29,-3.13,-2.60,-3.14,-3.15,-3.19
969.09,0.17,3.46,0.13,3.37,-3.37,-3.25,-2.62,-3.20,-3.23,-3.29
978.78,0.15,3.48,0.11,3.42,-3.42,-3.37,-2.64,-3.27,-3.31,-3.33
988.57,0.04,3.45,0.10,3.47,-3.47,-3.48,-2.64,-3.43,-3.37,-3.41
998.46,-0.00,3.42,0.08,3.50,-3.50,-3.57,-2.65,-3.50,-3.43,-3.42
1008.44,0.01,3.50,0.06,3.52,-3.52,-3.65,-2.64,-3.51,-3.46,-3.49
1018.53,0.04,3.54,0.04,3.54,-3.54,-3.70,-2.64,-3.50,-3.49,-3.50
1028.71,0.06,3.58,0.03,3.55,-3.55,-3.74,-2.62,-3.49,-3.51,-3.52
1039.00,0.06,3.59,0.03,3.54,-3.54,-3.75,-2.60,-3.48,-3.51,-3.53
1049.39,0.04,3.53,0.01,3.52,-3.52,-3.74,-2.58,-3.48,-3.51,-3.49
1059.88,-0.00,3.47,0.00,3.49,-3.49,-3.71,-2.55,-3.49,-3.49,-3.47
1070.48,-0.02,3.45,-0.01,3.46,-3.46,-3.65,-2.52,-3.48,-3.47,-3.47
1081.19,-0.03,3.39,-0.03,3.41,-3.41,-3.58,-2.48,-3.44,-3.44,-3.42
1092.00,-0.05,3.36,-0.04,3.37,-3.37,-3.49,-2.44,-3.42,-3.40,-3.41
1102.92,-0.03,3.32,-0.05,3.31,-3.31,-3.38,-2.39,-3.34,-3.36,-3.35
1113.95,-0.06,3.26,-0.07,3.23,-3.23,-3.26,-2.34,-3.29,-3.31,-3.32
1125.09,-0.06,3.20,-0.10,3.15,-3.15,-3.14,-2.29,-3.21,-3.25,-3.26
1136.34,-0.11,3.08,-0.12,3.06,-3.06,-3.00,-2.23,-3.17,-3.19,-3.19
1147.70,-0.14,2.98,-0.14,2.97,-2.97,-2.86,-2.17,-3.12,-3.12,-3.12
1159.18,-0.19,2.87,-0.16,2.88,-2.88,-2.73,-2.11,-3.07,-3.04,-3.06
1170.77,-0.19,2.77,-0.19,2.78,-2.78,-2.59,-2.05,-2.97,-2.97,-2.96
1182.48,-0.23,2.63,-0.21,2.67,-2.67,-2.45,-1.99,-2.90,-2.88,-2.86
1194.30,-0.25,2.54,-0.23,2.56,-2.56,-2.31,-1.92,-2.81,-2.79,-2.79
1206.25,-0.27,2.40,-0.26,2.43,-2.43,-2.18,-1.85,-2.71,-2.69,-2.67
1218.31,-0.29,2.28,-0.28,2.30,-2.30,-2.04,-1.79,-2.59,-2.58,-2.57
1230.49,-0.30,2.20,-0.31,2.16,-2.16,-1.92,-1.72,-2.46,-2.47,-2.50
1242.80,-0.28,2.09,-0.33,2.02,-2.02,-1.79,-1.65,-2.30,-2.35,-2.37
1255.22,-0.29,1.96,-0.35,1.88,-1.88,-1.67,-1.58,-2.17,-2.22,-2.25
1267.78,-0.34,1.78,-0.37,1.72,-1.72,-1.55,-1.51,-2.07,-2.09,-2.12
1280.45,-0.41,1.54,-0.38,1.57,-1.57,-1.43,-1.44,-1.98,-1.95,-1.95
1293.26,-0.43,1.42,-0.39,1.42,-1.42,-1.32,-1.37,-1.85,-1.81,-1.85
1306.19,-0.42,1.26,-0.40,1.26,-1.26,-1.21,-1.30,-1.69,-1.67,-1.68
1319.25,-0.41,1.10,-0.41,1.11,-1.11,-1.09,-1.23,-1.52,-1.52,-1.51
1332.45,-0.44,0.90,-0.41,0.95,-0.95,-0.98,-1.17,-1.39,-1.37,-1.34
1345.77,-0.45,0.74,-0.41,0.80,-0.80,-0.87,-1.10,-1.25,-1.21,-1.19
1359.23,-0.39,0.65,-0.41,0.65,-0.65,-0.76,-1.03,-1.04,-1.06,-1.04
1372.82,-0.38,0.49,-0.41,0.50,-0.50,-0.65,-0.96,-0.88,-0.90,-0.87
1386.55,-0.42,0.32,-0.40,0.35,-0.35,-0.54,-0.89,-0.77,-0.75,-0.74
1400.41,-0.42,0.18,-0.39,0.21,-0.21,-0.43,-0.83,-0.63,-0.59,-0.60
1414.42,-0.32,0.13,-0.37,0.07,-0.07,-0.31,-0.76,-0.39,-0.44,-0.45
1428.56,-0.29,0.01,-0.35,-0.06,0.06,-0.19,-0.70,-0.23,-0.29,-0.30
1442.85,-0.31,-0.17,-0.33,-0.20,0.20,-0.07,-0.63,-0.11,-0.13,-0.14
1457.28,-0.31,-0.34,-0.30,-0.33,0.33,0.06,-0.57,0.01,0.03,0.03
1471.85,-0.29,-0.47,-0.27,-0.46,0.46,0.19,-0.50,0.17,0.19,0.18
1486.57,-0.24,-0.57,-0.23,-0.59,0.59,0.32,-0.44,0.34,0.35,0.33
1501.43,-0.21,-0.70,-0.20,-0.72,0.72,0.46,-0.38,0.50,0.52,0.49
1516.45,-0.19,-0.86,-0.16,-0.85,0.85,0.61,-0.32,0.66,0.69,0.67
1531.61,-0.16,-1.01,-0.12,-0.97,0.97,0.76,-0.26,0.81,0.86,0.85
1546.93,-0.09,-1.12,-0.07,-1.10,1.10,0.91,-0.20,1.01,1.03,1.03
1562.40,-0.03,-1.22,-0.03,-1.23,1.23,1.07,-0.14,1.20,1.20,1.19
1578.02,0.04,-1.35,0.02,-1.36,1.36,1.24,-0.08,1.40,1.38,1.39
1593.80,0.11,-1.44,0.06,-1.49,1.49,1.41,-0.02,1.60,1.55,1.55
1609.74,0.14,-1.60,0.10,-1.62,1.62,1.58,0.03,1.76,1.72,1.74
1625.84,0.12,-1.76,0.14,-1.76,1.76,1.76,0.09,1.88,1.90,1.88
1642.10,0.19,-1.84,0.17,-1.89,1.89,1.93,0.14,2.08,2.07,2.03
1658.52,0.27,-1.95,0.21,-2.03,2.03,2.10,0.20,2.29,2.24,2.22
1675.10,0.28,-2.10,0.25,-2.15,2.15,2.27,0.25,2.43,2.40,2.38
1691.85,0.30,-2.23,0.28,-2.26,2.26,2.42,0.30,2.56,2.55,2.53
1708.77,0.32,-2.35,0.31,-2.37,2.37,2.57,0.35,2.69,2.69,2.67
1725.86,0.36,-2.47,0.35,-2.47,2.47,2.69,0.39,2.83,2.82,2.83
1743.12,0.32,-2.66,0.39,-2.55,2.55,2.80,0.44,2.87,2.94,2.98
1760.55,0.33,-2.74,0.42,-2.62,2.62,2.88,0.48,2.95,3.04,3.07
1778.15,0.43,-2.74,0.47,-2.67,2.67,2.93,0.52,3.10,3.14,3.17
1795.94,0.54,-2.71,0.52,-2.70,2.70,2.96,0.56,3.24,3.22,3.25
1813.90,0.59,-2.74,0.58,-2.71,2.71,2.95,0.59,3.30,3.29,3.33
1832.03,0.66,-2.69,0.63,-2.71,2.71,2.91,0.62,3.37,3.34,3.35
1850.36,0.71,-2.66,0.68,-2.70,2.70,2.83,0.65,3.40,3.38,3.37
1868.86,0.70,-2.67,0.74,-2.66,2.66,2.73,0.67,3.35,3.40,3.37
1887.55,0.85,-2.54,0.81,-2.60,2.60,2.61,0.69,3.45,3.41,3.39
1906.42,0.94,-2.46,0.88,-2.53,2.53,2.46,0.71,3.46,3.40,3.40
1925.49,0.90,-2.48,0.94,-2.44,2.44,2.30,0.72,3.34,3.38,3.38
1944.74,1.04,-2.33,1.01,-2.34,2.34,2.12,0.73,3.38,3.36,3.37
1964.19,1.19,-2.15,1.08,-2.24,2.24,1.94,0.73,3.43,3.32,3.34
1983.83,1.13,-2.15,1.15,-2.13,2.13,1.75,0.73,3.25,3.27,3.28
2003.67,1.19,-2.04,1.22,-2.00,2.00,1.55,0.73,3.19,3.22,3.23
2023.71,1.30,-1.85,1.30,-1.85,1.85,1.36,0.72,3.15,3.16,3.15
2043.94,1.35,-1.73,1.40,-1.69,1.69,1.17,0.71,3.04,3.09,3.08
2064.38,1.51,-1.50,1.50,-1.52,1.52,0.98,0.69,3.03,3.02,3.01
2085.03,1.61,-1.34,1.61,-1.33,1.33,0.80,0.67,2.94,2.94,2.95
2105.88,1.67,-1.19,1.73,-1.13,1.13,0.62,0.64,2.80,2.86,2.86
2126.94,1.80,-0.96,1.86,-0.92,0.92,0.45,0.61,2.71,2.78,2.76
2148.20,1.96,-0.74,2.00,-0.69,0.69,0.29,0.58,2.65,2.70,2.70
2169.69,2.11,-0.50,2.14,-0.48,0.48,0.13,0.54,2.59,2.62,2.61
2191.38,2.29,-0.23,2.29,-0.26,0.26,-0.02,0.50,2.55,2.54,2.52
2213.30,2.47,0.03,2.45,-0.02,0.02,-0.17,0.45,2.49,2.47,2.44
2235.43,2.67,0.29,2.61,0.21,-0.21,-0.31,0.41,2.46,2.40,2.38
2257.78,2.82,0.52,2.78,0.44,-0.44,-0.44,0.36,2.38,2.34,2.30
2280.36,2.98,0.71,2.94,0.67,-0.67,-0.57,0.30,2.31,2.28,2.27
2303.17,3.14,0.92,3.10,0.88,-0.88,-0.69,0.25,2.26,2.22,2.22
2326.20,3.30,1.12,3.25,1.09,-1.09,-0.81,0.19,2.21,2.16,2.18
2349.46,3.44,1.31,3.41,1.30,-1.30,-0.92,0.13,2.14,2.11,2.13
2372.95,3.52,1.43,3.56,1.49,-1.49,-1.03,0.07,2.02,2.07,2.09
2396.68,3.67,1.65,3.72,1.69,-1.69,-1.14,0.00,1.98,2.03,2.02
2420.65,3.90,1.93,3.89,1.90,-1.90,-1.24,-0.07,2.00,1.99,1.97
2444.86,4.16,2.22,4.07,2.11,-2.11,-1.35,-0.13,2.05,1.96,1.94
2469.31,4.19,2.27,4.26,2.33,-2.33,-1.44,-0.20,1.85,1.93,1.92
2494.00,4.31,2.43,4.47,2.57,-2.57,-1.54,-0.27,1.74,1.90,1.88
2518.94,4.43,2.56,4.68,2.81,-2.81,-1.64,-0.35,1.62,1.87,1.87
2544.13,4.67,2.84,4.88,3.03,-3.03,-1.73,-0.42,1.64,1.85,1.83
2569.57,4.93,3.13,5.04,3.22,-3.22,-1.83,-0.49,1.71,1.82,1.80
2595.27,5.14,3.34,5.18,3.38,-3.38,-1.93,-0.57,1.76,1.80,1.80
2621.22,5.37,3.57,5.30,3.52,-3.52,-2.02,-0.64,1.85,1.78,1.80
2647.43,5.62,3.84,5.40,3.63,-3.63,-2.12,-0.72,1.98,1.76,1.78
2673.90,5.76,4.00,5.44,3.70,-3.70,-2.22,-0.80,2.06,1.74,1.76
2700.64,5.78,4.07,5.44,3.72,-3.72,-2.33,-0.88,2.06,1.72,1.71
2727.65,5.72,4.04,5.39,3.70,-3.70,-2.43,-0.96,2.02,1.69,1.68
2754.93,5.56,3.89,5.30,3.64,-3.64,-2.54,-1.04,1.92,1.66,1.67
2782.48,5.27,3.65,5.16,3.54,-3.54,-2.66,-1.13,1.73,1.62,1.62
2810.30,4.87,3.27,4.99,3.40,-3.40,-2.78,-1.21,1.47,1.59,1.60
2838.40,4.65,3.11,4.79,3.24,-3.24,-2.91,-1.30,1.41,1.55,1.54
2866.79,4.65,3.14,4.60,3.08,-3.08,-3.05,-1.38,1.57,1.52,1.51
2895.46,4.57,3.09,4.41,2.93,-2.93,-3.20,-1.47,1.64,1.48,1.48
2924.41,4.15,2.75,4.24,2.81,-2.81,-3.36,-1.56,1.34,1.43,1.40
2953.65,3.89,2.54,4.12,2.74,-2.74,-3.53,-1.65,1.15,1.38,1.35
2983.19,3.81,2.51,4.05,2.74,-2.74,-3.72,-1.74,1.07,1.32,1.30
3013.02,3.72,2.47,4.04,2.79,-2.79,-3.92,-1.83,0.93,1.25,1.25
3043.15,3.85,2.67,4.10,2.93,-2.93,-4.15,-1.92,0.92,1.17,1.18
3073.58,4.03,2.88,4.22,3.13,-3.13,-4.39,-2.01,0.90,1.09,1.15
3104.32,4.26,3.17,4.41,3.40,-3.40,-4.67,-2.10,0.86,1.02,1.09
3135.36,4.60,3.61,4.65,3.71,-3.71,-4.97,-2.20,0.88,0.93,0.99
3166.72,4.96,4.08,4.92,4.07,-4.07,-5.30,-2.29,0.89,0.85,0.88
3198.38,5.25,4.50,5.22,4.45,-4.45,-5.66,-2.39,0.79,0.77,0.75
3230.37,5.66,5.06,5.57,4.89,-4.89,-6.07,-2.48,0.77,0.68,0.60
3262.67,6.03,5.52,5.95,5.36,-5.36,-6.51,-2.58,0.67,0.59,0.51
3295.30,6.34,5.94,6.34,5.84,-5.84,-6.99,-2.68,0.50,0.50,0.40
3328.25,6.70,6.34,6.72,6.32,-6.32,-7.51,-2.77,0.38,0.39,0.36
3361.53,7.12,6.83,7.08,6.79,-6.79,-8.05,-2.87,0.33,0.29,0.29
3395.15,7.44,7.18,7.40,7.23,-7.23,-8.59,-2.96,0.21,0.17,0.26
3429.10,7.70,7.51,7.69,7.63,-7.63,-9.11,-3.05,0.07,0.06,0.19
3463.39,7.95,7.88,7.93,8.00,-8.00,-9.57,-3.15,-0.05,-0.06,0.07
3498.03,8.20,8.24,8.13,8.32,-8.32,-9.90,-3.24,-0.12,-0.19,-0.04
3533.01,8.37,8.53,8.28,8.58,-8.58,-10.06,-3.32,-0.21,-0.30,-0.16
3568.34,8.53,8.80,8.38,8.76,-8.76,-10.02,-3.41,-0.23,-0.38,-0.27
3604.02,8.64,9.05,8.42,8.85,-8.85,-9.78,-3.49,-0.21,-0.43,-0.41
3640.06,8.62,9.09,8.43,8.86,-8.86,-9.37,-3.57,-0.24,-0.43,-0.47
3676.46,8.51,9.04,8.39,8.78,-8.78,-8.84,-3.64,-0.27,-0.39,-0.53
3713.22,8.31,8.82,8.31,8.60,-8.60,-8.25,-3.71,-0.29,-0.29,-0.51
3750.36,8.10,8.56,8.19,8.33,-8.33,-7.64,-3.78,-0.23,-0.14,-0.46
3787.86,7.93,8.26,8.04,7.97,-7.97,-7.04,-3.84,-0.04,0.07,-0.33
3825.74,7.76,7.85,7.86,7.53,-7.53,-6.45,-3.89,0.23,0.33,-0.09
3864.00,7.51,7.23,7.64,7.01,-7.01,-5.90,-3.94,0.50,0.63,0.28
3902.64,7.30,6.38,7.40,6.43,-6.43,-5.37,-3.98,0.86,0.96,0.92
3941.66,7.08,5.58,7.15,5.84,-5.84,-4.88,-4.02,1.24,1.31,1.50
3981.08,6.92,5.05,6.86,5.20,-5.20,-4.42,-4.05,1.72,1.66,1.87
4020.89,6.71,4.40,6.56,4.56,-4.56,-3.97,-4.07,2.15,2.00,2.31
4061.10,6.40,3.73,6.26,3.94,-3.94,-3.55,-4.09,2.46,2.33,2.67
4101.71,5.99,3.03,5.96,3.33,-3.33,-3.13,-4.10,2.65,2.63,2.96
4142.73,5.67,2.52,5.65,2.75,-2.75,-2.73,-4.10,2.92,2.90,3.15
4184.15,5.37,2.02,5.34,2.18,-2.18,-2.32,-4.10,3.19,3.15,3.35
4226.00,4.95,1.52,5.00,1.63,-1.63,-1.90,-4.09,3.32,3.37,3.43
4268.26,4.61,1.13,4.65,1.10,-1.10,-1.48,-4.08,3.51,3.55,3.48
4310.94,4.32,0.80,4.29,0.60,-0.60,-1.03,-4.06,3.72,3.70,3.52
4354.05,3.91,0.35,3.94,0.12,-0.12,-0.57,-4.03,3.78,3.82,3.56
4397.59,3.43,-0.24,3.60,-0.35,0.35,-0.08,-4.01,3.77,3.94,3.67
4441.56,3.25,-0.56,3.24,-0.83,0.83,0.43,-3.97,4.08,4.07,3.81
4485.98,3.08,-0.92,2.88,-1.30,1.30,0.96,-3.94,4.38,4.18,4.00
4530.84,2.69,-1.52,2.54,-1.75,1.75,1.48,-3.90,4.44,4.29,4.21
4576.15,2.35,-2.08,2.23,-2.15,2.15,1.98,-3.86,4.50,4.39,4.43
4621.91,2.01,-2.52,1.97,-2.50,2.50,2.41,-3.82,4.51,4.47,4.53
4668.13,1.65,-2.95,1.76,-2.75,2.75,2.74,-3.78,4.39,4.51,4.60
4714.81,1.54,-3.08,1.62,-2.90,2.90,2.91,-3.74,4.44,4.52,4.62
4761.96,1.38,-3.23,1.51,-2.96,2.96,2.91,-3.69,4.34,4.48,4.61
4809.58,1.26,-3.30,1.45,-2.93,2.93,2.76,-3.65,4.19,4.38,4.56
4857.67,0.99,-3.46,1.42,-2.80,2.80,2.47,-3.61,3.79,4.22,4.45
4906.25,0.87,-3.35,1.42,-2.59,2.59,2.11,-3.57,3.46,4.00,4.22
4955.31,1.11,-2.78,1.41,-2.32,2.32,1.70,-3.53,3.43,3.73,3.89
5004.87,1.44,-2.05,1.44,-1.97,1.97,1.30,-3.49,3.40,3.40,3.49
5054.91,1.83,-1.25,1.50,-1.54,1.54,0.91,-3.45,3.37,3.04,3.08
5105.46,2.09,-0.52,1.55,-1.09,1.09,0.55,-3.42,3.18,2.65,2.61
5156.52,2.13,-0.00,1.58,-0.65,0.65,0.22,-3.38,2.78,2.23,2.13
5208.08,1.99,0.32,1.61,-0.19,0.19,-0.07,-3.35,2.18,1.80,1.67
5260.16,1.83,0.61,1.65,0.28,-0.28,-0.33,-3.32,1.54,1.36,1.22
5312.77,1.67,0.85,1.68,0.76,-0.76,-0.56,-3.30,0.91,0.92,0.82
5365.89,1.58,1.17,1.71,1.22,-1.22,-0.76,-3.28,0.35,0.49,0.41
5419.55,1.51,1.45,1.74,1.67,-1.67,-0.94,-3.26,-0.16,0.07,0.06
5473.75,1.53,1.83,1.75,2.07,-2.07,-1.10,-3.24,-0.54,-0.32,-0.30
5528.49,1.63,2.24,1.75,2.43,-2.43,-1.24,-3.23,-0.80,-0.67,-0.61
5583.77,1.57,2.52,1.75,2.75,-2.75,-1.36,-3.22,-1.18,-0.99,-0.95
5639.61,1.40,2.66,1.77,3.04,-3.04,-1.47,-3.21,-1.64,-1.28,-1.26
5696.00,1.50,3.09,1.81,3.33,-3.33,-1.57,-3.21,-1.83,-1.52,-1.59
5752.96,2.07,3.92,1.87,3.60,-3.60,-1.66,-3.21,-1.53,-1.73,-1.85
5810.49,2.16,4.22,1.92,3.82,-3.82,-1.74,-3.21,-1.67,-1.90,-2.06
5868.60,2.06,4.26,1.97,4.00,-4.00,-1.82,-3.22,-1.94,-2.03,-2.20
5927.28,2.20,4.45,2.02,4.14,-4.14,-1.89,-3.23,-1.94,-2.11,-2.25
5986.56,2.26,4.53,2.06,4.21,-4.21,-1.95,-3.24,-1.95,-2.15,-2.27
6046.42,2.32,4.54,2.07,4.20,-4.20,-2.01,-3.26,-1.88,-2.13,-2.22
6106.89,2.11,4.26,2.05,4.12,-4.12,-2.07,-3.28,-2.01,-2.07,-2.15
6167.96,2.04,4.12,2.00,3.97,-3.97,-2.13,-3.30,-1.93,-1.97,-2.08
6229.64,1.96,3.93,1.93,3.77,-3.77,-2.18,-3.33,-1.81,-1.83,-1.97
6291.93,1.87,3.70,1.84,3.52,-3.52,-2.23,-3.36,-1.65,-1.68,-1.83
6354.85,1.66,3.27,1.72,3.24,-3.24,-2.28,-3.39,-1.58,-1.52,-1.61
6418.40,1.51,2.90,1.59,2.94,-2.94,-2.33,-3.43,-1.43,-1.35,-1.39
6482.58,1.70,2.85,1.47,2.66,-2.66,-2.38,-3.47,-0.97,-1.19,-1.15
