frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
726.18,-1.84,-0.83,-1.57,-0.55,0.55,-1.30,-1.02,-1.01
733.44,-1.67,-0.62,-1.62,-0.57,0.57,-1.11,-1.06,-1.05
740.78,-1.70,-0.61,-1.64,-0.54,0.54,-1.16,-1.10,-1.09
748.19,-1.66,-0.51,-1.60,-0.46,0.46,-1.20,-1.14,-1.15
755.67,-1.46,-0.30,-1.51,-0.33,0.33,-1.14,-1.19,-1.16
763.23,-1.33,-0.11,-1.39,-0.15,0.15,-1.18,-1.24,-1.22
770.86,-1.14,0.16,-1.24,0.05,-0.05,-1.19,-1.29,-1.30
778.57,-0.94,0.42,-1.07,0.28,-0.28,-1.22,-1.35,-1.36
786.35,-0.76,0.65,-0.90,0.52,-0.52,-1.28,-1.42,-1.41
794.22,-0.64,0.85,-0.74,0.75,-0.75,-1.39,-1.49,-1.49
802.16,-0.59,0.97,-0.59,0.97,-0.97,-1.56,-1.56,-1.56
810.18,-0.50,1.12,-0.48,1.16,-1.16,-1.66,-1.64,-1.62
818.28,-0.34,1.39,-0.37,1.35,-1.35,-1.69,-1.71,-1.73
826.46,-0.19,1.61,-0.25,1.54,-1.54,-1.73,-1.80,-1.80
834.73,-0.12,1.73,-0.15,1.73,-1.73,-1.85,-1.88,-1.85
843.08,-0.14,1.86,-0.08,1.89,-1.89,-2.03,-1.97,-2.00
851.51,-0.03,2.02,-0.01,2.05,-2.05,-2.08,-2.06,-2.05
860.02,0.08,2.24,0.04,2.19,-2.19,-2.11,-2.15,-2.16
868.62,0.09,2.34,0.09,2.33,-2.33,-2.24,-2.25,-2.25
877.31,0.16,2.51,0.12,2.47,-2.47,-2.32,-2.35,-2.35
886.08,0.14,2.58,0.16,2.62,-2.62,-2.48,-2.46,-2.44
894.94,0.13,2.65,0.19,2.76,-2.76,-2.63,-2.57,-2.52
903.89,0.24,2.91,0.20,2.88,-2.88,-2.65,-2.68,-2.67
912.93,0.28,3.05,0.20,3.00,-3.00,-2.72,-2.79,-2.77
922.06,0.23,3.10,0.20,3.10,-3.10,-2.87,-2.91,-2.87
931.28,0.16,3.15,0.19,3.21,-3.21,-3.05,-3.02,-2.99
940.59,0.15,3.26,0.18,3.30,-3.30,-3.16,-3.12,-3.11
950.00,0.15,3.41,0.16,3.39,-3.39,-3.24,-3.23,-3.26
959.50,0.16,3.52,0.15,3.47,-3.47,-3.31,-3.32,-3.36
969.09,0.17,3.63,0.13,3.54,-3.54,-3.37,-3.41,-3.46
978.78,0.15,3.65,0.11,3.60,-3.60,-3.45,-3.48,-3.50
988.57,0.04,3.62,0.10,3.64,-3.64,-3.61,-3.55,-3.58
998.46,-0.00,3.59,0.08,3.68,-3.68,-3.68,-3.60,-3.59
1008.44,0.01,3.67,0.06,3.69,-3.69,-3.68,-3.64,-3.66
1018.53,0.04,3.71,0.04,3.71,-3.71,-3.67,-3.67,-3.67
1028.71,0.06,3.75,0.03,3.72,-3.72,-3.66,-3.68,-3.69
1039.00,0.06,3.76,0.03,3.71,-3.71,-3.66,-3.69,-3.70
1049.39,0.04,3.70,0.01,3.70,-3.70,-3.66,-3.68,-3.66
1059.88,-0.00,3.64,0.00,3.67,-3.67,-3.67,-3.67,-3.64
1070.48,-0.02,3.62,-0.01,3.63,-3.63,-3.65,-3.64,-3.64
1081.19,-0.03,3.56,-0.03,3.59,-3.59,-3.62,-3.61,-3.59
1092.00,-0.05,3.53,-0.04,3.54,-3.54,-3.59,-3.58,-3.58
1102.92,-0.03,3.49,-0.05,3.48,-3.48,-3.51,-3.53,-3.52
1113.95,-0.06,3.43,-0.07,3.41,-3.41,-3.47,-3.48,-3.49
1125.09,-0.06,3.37,-0.10,3.32,-3.32,-3.38,-3.42,-3.43
1136.34,-0.11,3.25,-0.12,3.24,-3.24,-3.35,-3.36,-3.36
1147.70,-0.14,3.15,-0.14,3.15,-3.15,-3.29,-3.29,-3.29
1159.18,-0.19,3.04,-0.16,3.05,-3.05,-3.25,-3.22,-3.23
1170.77,-0.19,2.94,-0.19,2.95,-2.95,-3.15,-3.14,-3.13
1182.48,-0.23,2.80,-0.21,2.85,-2.85,-3.08,-3.05,-3.03
1194.30,-0.25,2.71,-0.23,2.73,-2.73,-2.98,-2.96,-2.96
1206.25,-0.27,2.57,-0.26,2.61,-2.61,-2.88,-2.86,-2.84
1218.31,-0.29,2.45,-0.28,2.47,-2.47,-2.76,-2.76,-2.74
1230.49,-0.30,2.37,-0.31,2.33,-2.33,-2.64,-2.65,-2.67
1242.80,-0.28,2.26,-0.33,2.19,-2.19,-2.48,-2.52,-2.54
1255.22,-0.29,2.13,-0.35,2.05,-2.05,-2.34,-2.40,-2.42
1267.78,-0.34,1.95,-0.37,1.90,-1.90,-2.24,-2.26,-2.29
1280.45,-0.41,1.71,-0.38,1.74,-1.74,-2.15,-2.13,-2.12
1293.26,-0.43,1.59,-0.39,1.59,-1.59,-2.02,-1.99,-2.02
1306.19,-0.42,1.43,-0.40,1.44,-1.44,-1.86,-1.84,-1.85
1319.25,-0.41,1.27,-0.41,1.28,-1.28,-1.70,-1.69,-1.68
1332.45,-0.44,1.07,-0.41,1.13,-1.13,-1.57,-1.54,-1.51
1345.77,-0.45,0.91,-0.41,0.97,-0.97,-1.42,-1.39,-1.36
1359.23,-0.39,0.82,-0.41,0.82,-0.82,-1.21,-1.23,-1.21
1372.82,-0.38,0.66,-0.41,0.67,-0.67,-1.05,-1.08,-1.04
1386.55,-0.42,0.49,-0.40,0.52,-0.52,-0.95,-0.92,-0.91
1400.41,-0.42,0.35,-0.39,0.38,-0.38,-0.80,-0.77,-0.77
1414.42,-0.32,0.30,-0.37,0.25,-0.25,-0.57,-0.62,-0.62
1428.56,-0.29,0.18,-0.35,0.11,-0.11,-0.40,-0.46,-0.47
1442.85,-0.31,0.00,-0.33,-0.02,0.02,-0.29,-0.30,-0.31
1457.28,-0.31,-0.17,-0.30,-0.15,0.15,-0.16,-0.14,-0.14
1471.85,-0.29,-0.30,-0.27,-0.28,0.28,-0.01,0.02,0.01
1486.57,-0.24,-0.40,-0.23,-0.41,0.41,0.17,0.18,0.16
1501.43,-0.21,-0.53,-0.20,-0.54,0.54,0.33,0.34,0.32
1516.45,-0.19,-0.69,-0.16,-0.67,0.67,0.48,0.51,0.50
1531.61,-0.16,-0.84,-0.12,-0.80,0.80,0.64,0.68,0.68
1546.93,-0.09,-0.95,-0.07,-0.93,0.93,0.84,0.85,0.86
1562.40,-0.03,-1.05,-0.03,-1.05,1.05,1.02,1.03,1.02
1578.02,0.04,-1.18,0.02,-1.19,1.19,1.22,1.20,1.22
1593.80,0.11,-1.27,0.06,-1.32,1.32,1.43,1.38,1.38
1609.74,0.14,-1.43,0.10,-1.45,1.45,1.59,1.55,1.57
1625.84,0.12,-1.59,0.14,-1.58,1.58,1.70,1.72,1.71
1642.10,0.19,-1.67,0.17,-1.72,1.72,1.91,1.89,1.86
1658.52,0.27,-1.78,0.21,-1.85,1.85,2.12,2.06,2.05
1675.10,0.28,-1.93,0.25,-1.97,1.97,2.25,2.22,2.21
1691.85,0.30,-2.06,0.28,-2.09,2.09,2.39,2.37,2.36
1708.77,0.32,-2.18,0.31,-2.20,2.20,2.52,2.51,2.50
1725.86,0.36,-2.30,0.35,-2.29,2.29,2.65,2.65,2.66
1743.12,0.32,-2.49,0.39,-2.38,2.38,2.70,2.76,2.81
1760.55,0.33,-2.57,0.42,-2.45,2.45,2.78,2.87,2.90
1778.15,0.43,-2.57,0.47,-2.50,2.50,2.93,2.97,3.00
1795.94,0.54,-2.54,0.52,-2.52,2.52,3.06,3.05,3.08
1813.90,0.59,-2.57,0.58,-2.54,2.54,3.13,3.12,3.16
1832.03,0.66,-2.52,0.63,-2.54,2.54,3.20,3.17,3.18
1850.36,0.71,-2.49,0.68,-2.52,2.52,3.23,3.21,3.20
1868.86,0.70,-2.50,0.74,-2.48,2.48,3.18,3.23,3.20
1887.55,0.85,-2.37,0.81,-2.42,2.42,3.27,3.23,3.22
1906.42,0.94,-2.29,0.88,-2.35,2.35,3.29,3.23,3.23
1925.49,0.90,-2.31,0.94,-2.27,2.27,3.16,3.21,3.21
1944.74,1.04,-2.16,1.01,-2.17,2.17,3.21,3.18,3.20
1964.19,1.19,-1.98,1.08,-2.06,2.06,3.25,3.15,3.17
1983.83,1.13,-1.98,1.15,-1.95,1.95,3.08,3.10,3.11
2003.67,1.19,-1.87,1.22,-1.82,1.82,3.01,3.04,3.06
2023.71,1.30,-1.68,1.30,-1.68,1.68,2.98,2.98,2.98
2043.94,1.35,-1.56,1.40,-1.52,1.52,2.87,2.92,2.91
2064.38,1.51,-1.33,1.50,-1.34,1.34,2.85,2.84,2.84
2085.03,1.61,-1.17,1.61,-1.15,1.15,2.76,2.76,2.78
2105.88,1.67,-1.02,1.73,-0.96,0.96,2.63,2.68,2.69
2126.94,1.80,-0.79,1.86,-0.74,0.74,2.54,2.60,2.59
2148.20,1.96,-0.57,2.00,-0.52,0.52,2.48,2.52,2.53
2169.69,2.11,-0.33,2.14,-0.30,0.30,2.41,2.45,2.44
2191.38,2.29,-0.06,2.29,-0.08,0.08,2.37,2.37,2.35
2213.30,2.47,0.20,2.45,0.15,-0.15,2.32,2.30,2.27
2235.43,2.67,0.46,2.61,0.39,-0.39,2.28,2.23,2.21
2257.78,2.82,0.69,2.78,0.62,-0.62,2.20,2.16,2.13
2280.36,2.98,0.88,2.94,0.84,-0.84,2.14,2.10,2.10
2303.17,3.14,1.09,3.10,1.05,-1.05,2.09,2.04,2.05
2326.20,3.30,1.29,3.25,1.26,-1.26,2.03,1.99,2.01
2349.46,3.44,1.48,3.41,1.47,-1.47,1.97,1.94,1.96
2372.95,3.52,1.60,3.56,1.67,-1.67,1.85,1.89,1.92
2396.68,3.67,1.82,3.72,1.87,-1.87,1.80,1.85,1.85
2420.65,3.90,2.10,3.89,2.07,-2.07,1.83,1.82,1.80
2444.86,4.16,2.39,4.07,2.28,-2.28,1.87,1.79,1.77
2469.31,4.19,2.44,4.26,2.51,-2.51,1.68,1.75,1.75
2494.00,4.31,2.60,4.47,2.74,-2.74,1.57,1.73,1.71
2518.94,4.43,2.73,4.68,2.98,-2.98,1.45,1.70,1.70
2544.13,4.67,3.01,4.88,3.20,-3.20,1.47,1.67,1.66
2569.57,4.93,3.30,5.04,3.39,-3.39,1.54,1.65,1.63
2595.27,5.14,3.51,5.18,3.55,-3.55,1.59,1.63,1.63
2621.22,5.37,3.74,5.30,3.69,-3.69,1.67,1.61,1.63
2647.43,5.62,4.01,5.40,3.81,-3.81,1.81,1.59,1.61
2673.90,5.76,4.17,5.44,3.87,-3.87,1.89,1.57,1.59
2700.64,5.78,4.24,5.44,3.89,-3.89,1.88,1.54,1.54
2727.65,5.72,4.21,5.39,3.87,-3.87,1.85,1.52,1.51
2754.93,5.56,4.06,5.30,3.81,-3.81,1.74,1.48,1.50
2782.48,5.27,3.82,5.16,3.71,-3.71,1.56,1.45,1.45
2810.30,4.87,3.44,4.99,3.58,-3.58,1.29,1.42,1.43
2838.40,4.65,3.28,4.79,3.41,-3.41,1.24,1.38,1.37
2866.79,4.65,3.31,4.60,3.25,-3.25,1.40,1.34,1.34
2895.46,4.57,3.26,4.41,3.10,-3.10,1.46,1.30,1.31
2924.41,4.15,2.92,4.24,2.99,-2.99,1.16,1.25,1.23
2953.65,3.89,2.71,4.12,2.92,-2.92,0.97,1.20,1.18
2983.19,3.81,2.68,4.05,2.91,-2.91,0.90,1.14,1.13
3013.02,3.72,2.64,4.04,2.97,-2.97,0.75,1.08,1.08
3043.15,3.85,2.84,4.10,3.10,-3.10,0.75,1.00,1.01
3073.58,4.03,3.05,4.22,3.30,-3.30,0.72,0.92,0.98
3104.32,4.26,3.34,4.41,3.57,-3.57,0.69,0.84,0.92
3135.36,4.60,3.78,4.65,3.89,-3.89,0.71,0.76,0.82
3166.72,4.96,4.25,4.92,4.24,-4.24,0.72,0.68,0.71
3198.38,5.25,4.67,5.22,4.63,-4.63,0.62,0.59,0.58
3230.37,5.66,5.23,5.57,5.06,-5.06,0.60,0.51,0.43
3262.67,6.03,5.69,5.95,5.54,-5.54,0.49,0.42,0.34
3295.30,6.34,6.11,6.34,6.02,-6.02,0.32,0.32,0.23
3328.25,6.70,6.51,6.72,6.50,-6.50,0.20,0.22,0.19
3361.53,7.12,7.00,7.08,6.97,-6.97,0.15,0.11,0.12
3395.15,7.44,7.35,7.40,7.40,-7.40,0.04,-0.00,0.09
3429.10,7.70,7.68,7.69,7.81,-7.81,-0.11,-0.12,0.02
3463.39,7.95,8.05,7.93,8.17,-8.17,-0.22,-0.24,-0.10
3498.03,8.20,8.41,8.13,8.49,-8.49,-0.29,-0.36,-0.21
3533.01,8.37,8.70,8.28,8.75,-8.75,-0.39,-0.47,-0.33
3568.34,8.53,8.97,8.38,8.93,-8.93,-0.40,-0.55,-0.44
3604.02,8.64,9.22,8.42,9.02,-9.02,-0.38,-0.60,-0.58
3640.06,8.62,9.26,8.43,9.03,-9.03,-0.41,-0.61,-0.64
3676.46,8.51,9.21,8.39,8.95,-8.95,-0.45,-0.56,-0.70
3713.22,8.31,8.99,8.31,8.78,-8.78,-0.47,-0.46,-0.68
3750.36,8.10,8.73,8.19,8.50,-8.50,-0.40,-0.31,-0.63
3787.86,7.93,8.43,8.04,8.14,-8.14,-0.22,-0.10,-0.50
3825.74,7.76,8.02,7.86,7.70,-7.70,0.06,0.16,-0.26
3864.00,7.51,7.40,7.64,7.18,-7.18,0.33,0.46,0.11
3902.64,7.30,6.55,7.40,6.61,-6.61,0.69,0.79,0.75
3941.66,7.08,5.75,7.15,6.01,-6.01,1.07,1.14,1.33
3981.08,6.92,5.22,6.86,5.38,-5.38,1.54,1.49,1.70
4020.89,6.71,4.57,6.56,4.73,-4.73,1.97,1.83,2.14
4061.10,6.40,3.90,6.26,4.11,-4.11,2.29,2.15,2.50
4101.71,5.99,3.20,5.96,3.51,-3.51,2.48,2.45,2.79
4142.73,5.67,2.69,5.65,2.92,-2.92,2.75,2.73,2.98
4184.15,5.37,2.19,5.34,2.36,-2.36,3.01,2.98,3.18
4226.00,4.95,1.69,5.00,1.80,-1.80,3.15,3.19,3.26
4268.26,4.61,1.30,4.65,1.27,-1.27,3.34,3.37,3.31
4310.94,4.32,0.97,4.29,0.77,-0.77,3.55,3.52,3.35
4354.05,3.91,0.52,3.94,0.30,-0.30,3.61,3.64,3.39
4397.59,3.43,-0.07,3.60,-0.17,0.17,3.60,3.77,3.50
4441.56,3.25,-0.39,3.24,-0.66,0.66,3.90,3.89,3.64
4485.98,3.08,-0.75,2.88,-1.13,1.13,4.21,4.01,3.83
4530.84,2.69,-1.35,2.54,-1.58,1.58,4.26,4.12,4.04
4576.15,2.35,-1.91,2.23,-1.98,1.98,4.33,4.21,4.26
4621.91,2.01,-2.35,1.97,-2.32,2.32,4.33,4.29,4.36
4668.13,1.65,-2.78,1.76,-2.57,2.57,4.22,4.34,4.43
4714.81,1.54,-2.91,1.62,-2.73,2.73,4.27,4.34,4.45
4761.96,1.38,-3.06,1.51,-2.79,2.79,4.17,4.30,4.44
4809.58,1.26,-3.13,1.45,-2.76,2.76,4.02,4.21,4.39
4857.67,0.99,-3.29,1.42,-2.63,2.63,3.61,4.05,4.28
4906.25,0.87,-3.18,1.42,-2.42,2.42,3.28,3.83,4.05
4955.31,1.11,-2.61,1.41,-2.14,2.14,3.25,3.55,3.72
5004.87,1.44,-1.88,1.44,-1.79,1.79,3.23,3.23,3.32
5054.91,1.83,-1.08,1.50,-1.37,1.37,3.20,2.86,2.91
5105.46,2.09,-0.35,1.55,-0.92,0.92,3.01,2.47,2.44
5156.52,2.13,0.17,1.58,-0.48,0.48,2.61,2.06,1.96
5208.08,1.99,0.49,1.61,-0.02,0.02,2.01,1.63,1.50
5260.16,1.83,0.78,1.65,0.46,-0.46,1.37,1.19,1.05
5312.77,1.67,1.02,1.68,0.93,-0.93,0.73,0.75,0.65
5365.89,1.58,1.34,1.71,1.40,-1.40,0.18,0.31,0.24
5419.55,1.51,1.62,1.74,1.84,-1.84,-0.33,-0.10,-0.11
5473.75,1.53,2.00,1.75,2.25,-2.25,-0.72,-0.49,-0.47
5528.49,1.63,2.41,1.75,2.60,-2.60,-0.97,-0.85,-0.78
5583.77,1.57,2.69,1.75,2.92,-2.92,-1.35,-1.17,-1.12
5639.61,1.40,2.83,1.77,3.22,-3.22,-1.82,-1.45,-1.43
5696.00,1.50,3.26,1.81,3.51,-3.51,-2.01,-1.70,-1.76
5752.96,2.07,4.09,1.87,3.78,-3.78,-1.71,-1.91,-2.02
5810.49,2.16,4.39,1.92,4.00,-4.00,-1.84,-2.08,-2.23
5868.60,2.06,4.43,1.97,4.17,-4.17,-2.12,-2.21,-2.37
5927.28,2.20,4.62,2.02,4.31,-4.31,-2.11,-2.29,-2.42
5986.56,2.26,4.70,2.06,4.38,-4.38,-2.12,-2.32,-2.44
6046.42,2.32,4.71,2.07,4.37,-4.37,-2.06,-2.30,-2.39
6106.89,2.11,4.43,2.05,4.29,-4.29,-2.18,-2.24,-2.32
6167.96,2.04,4.29,2.00,4.14,-4.14,-2.10,-2.14,-2.25
6229.64,1.96,4.10,1.93,3.94,-3.94,-1.98,-2.01,-2.14
6291.93,1.87,3.87,1.84,3.70,-3.70,-1.83,-1.85,-2.00
6354.85,1.66,3.44,1.72,3.41,-3.41,-1.75,-1.69,-1.78
6418.40,1.51,3.07,1.59,3.11,-3.11,-1.60,-1.53,-1.56
6482.58,1.70,3.02,1.47,2.84,-2.84,-1.14,-1.37,-1.32
6547.41,1.60,2.72,1.36,2.58,-2.58,-0.99,-1.22,-1.12
6612.88,1.21,2.14,1.24,2.34,-2.34,-1.13,-1.10,-0.93
6679.01,1.00,1.83,1.13,2.13,-2.13,-1.14,-1.01,-0.83
6745.80,0.92,1.71,1.01,1.97,-1.97,-1.05,-0.96,-0.79
6813.26,0.87,1.67,0.90,1.85,-1.85,-0.98,-0.95,-0.80
6881.39,0.85,1.71,0.78,1.78,-1.78,-0.93,-1.00,-0.86
6950.21,0.88,1.82,0.66,1.76,-1.76,-0.88,-1.10,-0.94
7019.71,0.79,1.80,0.55,1.79,-1.79,-1.00,-1.24,-1.01
7089.91,0.64,1.75,0.43,1.86,-1.86,-1.23,-1.43,-1.11
7160.81,0.50,1.79,0.31,1.96,-1.96,-1.47,-1.65,-1.29
7232.41,0.39,1.94,0.20,2.10,-2.10,-1.71,-1.90,-1.55
7304.74,0.17,2.04,0.13,2.30,-2.30,-2.13,-2.17,-1.87
7377.79,0.09,2.32,0.09,2.55,-2.55,-2.46,-2.45,-2.23
7451.56,-0.08,2.48,0.09,2.83,-2.83,-2.92,-2.74,-2.56
7526.08,-0.12,2.75,0.10,3.13,-3.13,-3.25,-3.03,-2.87
7601.34,-0.09,3.08,0.12,3.43,-3.43,-3.52,-3.31,-3.17
7677.35,-0.10,3.22,0.17,3.75,-3.75,-3.85,-3.58,-3.32
7754.13,-0.06,3.46,0.24,4.08,-4.08,-4.14,-3.83,-3.52
7831.67,-0.02,3.70,0.31,4.38,-4.38,-4.40,-4.06,-3.72
7909.98,0.13,4.02,0.25,4.54,-4.54,-4.41,-4.28,-3.89
7989.08,0.47,4.58,0.10,4.62,-4.62,-4.15,-4.52,-4.11
8068.98,0.56,4.89,-0.11,4.67,-4.67,-4.11,-4.78,-4.33
8149.67,0.47,5.02,-0.47,4.61,-4.61,-4.14,-5.08,-4.55
8231.16,0.28,5.08,-0.89,4.50,-4.50,-4.22,-5.39,-4.80
8313.47,-0.69,4.31,-1.31,4.39,-4.39,-5.08,-5.70,-5.00
8396.61,-1.30,3.94,-1.73,4.21,-4.21,-5.51,-5.93,-5.24
8480.57,-2.13,3.35,-2.07,4.02,-4.02,-6.15,-6.09,-5.48
8565.38,-3.89,1.94,-2.30,3.85,-3.85,-7.74,-6.15,-5.83
8651.03,-5.97,0.41,-2.43,3.70,-3.70,-9.67,-6.13,-6.38
8737.54,-8.21,-1.13,-2.44,3.62,-3.62,-11.83,-6.06,-7.08
8824.92,-7.98,-0.17,-2.35,3.64,-3.64,-11.62,-5.98,-7.81
8913.17,-8.30,-0.27,-2.16,3.76,-3.76,-12.06,-5.91,-8.03
9002.30,-9.00,-1.47,-1.88,3.98,-3.98,-12.99,-5.86,-7.53
9092.32,-6.58,-0.06,-1.55,4.31,-4.31,-10.89,-5.85,-6.52
9183.25,-4.95,0.52,-1.18,4.69,-4.69,-9.64,-5.87,-5.47
9275.08,-3.19,0.42,-0.80,5.11,-5.11,-8.30,-5.91,-3.61
9367.83,-0.60,2.90,-0.45,5.52,-5.52,-6.13,-5.97,-3.50
9461.51,1.04,4.72,-0.12,5.93,-5.93,-4.90,-6.06,-3.68
9556.12,2.24,7.19,0.16,6.31,-6.31,-4.08,-6.15,-4.95
9651.68,3.24,10.00,0.38,6.64,-6.64,-3.40,-6.26,-6.76
9748.20,3.88,12.40,0.53,6.90,-6.90,-3.03,-6.37,-8.52
9845.68,4.10,14.33,0.63,7.11,-7.11,-3.01,-6.48,-10.23
9944.14,4.00,15.60,0.68,7.27,-7.27,-3.27,-6.59,-11.60
10043.58,3.69,16.28,0.70,7.40,-7.40,-3.71,-6.70,-12.59
10144.02,3.43,16.19,0.67,7.47,-7.47,-4.04,-6.80,-12.76
10245.46,3.09,15.94,0.61,7.50,-7.50,-4.41,-6.89,-12.85
10347.91,2.63,15.25,0.54,7.50,-7.50,-4.87,-6.96,-12.62
10451.39,2.06,14.49,0.45,7.46,-7.46,-5.40,-7.01,-12.43
10555.91,1.71,13.85,0.35,7.39,-7.39,-5.69,-7.04,-12.14
10661.46,1.46,13.26,0.24,7.31,-7.31,-5.86,-7.07,-11.80
10768.08,1.19,12.56,0.12,7.22,-7.22,-6.04,-7.11,-11.37
10875.76,1.11,12.05,-0.02,7.13,-7.13,-6.02,-7.15,-10.94
10984.52,1.06,11.50,-0.17,7.03,-7.03,-5.97,-7.20,-10.44
11094.36,1.05,10.94,-0.33,6.94,-6.94,-5.89,-7.27,-9.89
11205.31,1.09,10.37,-0.49,6.85,-6.85,-5.77,-7.34,-9.28
11317.36,1.12,9.73,-0.64,6.79,-6.79,-5.67,-7.43,-8.61
11430.53,1.22,9.04,-0.79,6.73,-6.73,-5.51,-7.52,-7.82
11544.84,1.22,8.00,-0.94,6.68,-6.68,-5.46,-7.62,-6.78
11660.29,1.33,6.92,-1.10,6.65,-6.65,-5.32,-7.74,-5.59
11776.89,1.38,5.62,-1.25,6.63,-6.63,-5.25,-7.89,-4.24
11894.66,1.40,4.32,-1.42,6.63,-6.63,-5.23,-8.05,-2.92
12013.60,1.52,3.27,-1.58,6.64,-6.64,-5.12,-8.22,-1.75
12133.74,1.72,2.98,-1.74,6.66,-6.66,-4.94,-8.40,-1.26
12255.08,1.89,3.48,-1.90,6.68,-6.68,-4.79,-8.58,-1.59
12377.63,1.07,3.33,-2.00,6.71,-6.71,-5.64,-8.71,-2.26
12501.41,-0.03,3.09,-2.10,6.74,-6.74,-6.78,-8.84,-3.12
12626.42,-1.56,2.56,-2.20,6.78,-6.78,-8.34,-8.98,-4.12
12752.68,-3.01,1.34,-2.31,6.82,-6.82,-9.83,-9.13,-4.35
12880.21,-3.61,-0.05,-2.41,6.86,-6.86,-10.47,-9.27,-3.56
13009.01,-3.41,-0.70,-2.52,6.90,-6.90,-10.31,-9.42,-2.71
13139.10,-2.68,-0.93,-2.63,6.94,-6.94,-9.62,-9.57,-1.75
13270.49,-2.50,-1.16,-2.74,6.98,-6.98,-9.48,-9.72,-1.34
13403.20,-2.50,-0.82,-2.86,7.02,-7.02,-9.52,-9.88,-1.68
13537.23,-2.76,0.10,-2.98,7.06,-7.06,-9.82,-10.03,-2.86
13672.60,-2.92,1.41,-3.10,7.09,-7.09,-10.02,-10.19,-4.33
13809.33,-3.39,2.72,-3.22,7.13,-7.13,-10.52,-10.35,-6.11
13947.42,-3.88,4.08,-3.34,7.17,-7.17,-11.05,-10.51,-7.96
14086.90,-4.09,5.55,-3.47,7.20,-7.20,-11.29,-10.67,-9.64
14227.77,-4.20,6.92,-3.60,7.23,-7.23,-11.44,-10.84,-11.12
14370.04,-4.41,7.80,-3.74,7.27,-7.27,-11.68,-11.00,-12.21
14513.74,-4.96,8.28,-3.87,7.30,-7.30,-12.26,-11.17,-13.24
14658.88,-5.75,8.46,-4.01,7.33,-7.33,-13.08,-11.34,-14.21
14805.47,-6.44,8.87,-4.16,7.35,-7.35,-13.79,-11.51,-15.31
14953.52,-7.33,9.05,-4.30,7.38,-7.38,-14.71,-11.68,-16.38
15103.06,-8.00,9.26,-4.45,7.41,-7.41,-15.41,-11.85,-17.26
15254.09,-8.20,9.27,-4.60,7.43,-7.43,-15.63,-12.03,-17.47
15406.63,-8.53,8.67,-4.75,7.46,-7.46,-15.99,-12.21,-17.20
15560.70,-8.73,8.11,-4.91,7.48,-7.48,-16.21,-12.39,-16.84
15716.30,-8.95,7.77,-5.07,7.50,-7.50,-16.46,-12.57,-16.72
15873.47,-9.98,6.72,-5.23,7.53,-7.53,-17.51,-12.75,-16.70
16032.20,-10.97,6.05,-5.39,7.55,-7.55,-18.52,-12.94,-17.02
16192.52,-11.78,5.53,-5.56,7.57,-7.57,-19.35,-13.13,-17.31
16354.45,-12.71,4.59,-5.73,7.59,-7.59,-20.30,-13.32,-17.30
16517.99,-12.85,4.45,-5.90,7.61,-7.61,-20.47,-13.51,-17.30
16683.17,-12.00,5.07,-6.07,7.63,-7.63,-19.64,-13.71,-17.07
16850.01,-11.57,5.57,-6.25,7.65,-7.65,-19.23,-13.91,-17.14
17018.51,-11.21,6.18,-6.43,7.67,-7.67,-18.89,-14.11,-17.39
17188.69,-10.03,7.46,-6.61,7.69,-7.69,-17.72,-14.31,-17.49
17360.58,-8.99,8.44,-6.80,7.71,-7.71,-16.70,-14.51,-17.43
17534.18,-7.86,9.26,-6.99,7.73,-7.73,-15.59,-14.72,-17.12
17709.53,-6.72,10.00,-7.18,7.75,-7.75,-14.47,-14.93,-16.72
17886.62,-5.93,10.27,-7.38,7.76,-7.76,-13.69,-15.14,-16.20
18065.49,-5.24,10.65,-7.57,7.78,-7.78,-13.02,-15.35,-15.89
18246.14,-4.72,11.19,-7.77,7.79,-7.79,-12.52,-15.57,-15.91
18428.60,-4.90,11.00,-7.98,7.81,-7.81,-12.71,-15.79,-15.90
18612.89,-5.07,10.92,-8.18,7.82,-7.82,-12.89,-16.01,-15.99
18799.02,-4.89,11.01,-8.39,7.84,-7.84,-12.73,-16.23,-15.90
18987.01,-4.88,10.53,-8.60,7.85,-7.85,-12.73,-16.45,-15.41
19176.88,-5.10,9.13,-8.82,7.86,-7.86,-12.96,-16.68,-14.23
19368.65,-4.66,8.53,-9.03,7.87,-7.87,-12.53,-16.91,-13.19
19562.33,-4.57,7.78,-9.25,7.88,-7.88,-12.46,-17.14,-12.35
19757.96,-4.85,7.30,-9.48,7.89,-7.89,-12.75,-17.37,-12.15
19955.54,-5.12,7.20,-9.70,7.90,-7.90,-13.03,-17.61,-12.32
