frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
507.55,-2.16,-3.06,-2.14,-3.05,3.05,3.94,0.89,0.91,0.90
512.62,-2.10,-3.00,-2.11,-3.03,3.03,3.95,0.92,0.92,0.90
517.75,-2.06,-2.97,-2.08,-3.01,3.01,3.96,0.95,0.93,0.91
522.93,-2.02,-2.94,-2.05,-3.00,3.00,3.96,0.97,0.94,0.92
528.16,-1.99,-2.93,-2.03,-2.99,2.99,3.96,0.99,0.96,0.94
533.44,-1.98,-2.94,-2.01,-2.98,2.98,3.94,1.00,0.98,0.96
538.77,-1.99,-2.98,-1.99,-2.99,2.99,3.92,0.99,0.99,0.98
544.16,-2.01,-3.03,-1.98,-2.99,2.99,3.90,0.98,1.01,1.01
549.60,-1.99,-3.04,-1.96,-3.00,3.00,3.87,1.00,1.04,1.04
555.10,-1.95,-3.03,-1.94,-3.01,3.01,3.84,1.05,1.06,1.08
560.65,-1.91,-3.02,-1.92,-3.01,3.01,3.80,1.10,1.09,1.11
566.25,-1.88,-3.02,-1.90,-3.02,3.02,3.76,1.13,1.11,1.14
571.92,-1.88,-3.05,-1.88,-3.02,3.02,3.71,1.13,1.13,1.16
577.64,-1.88,-3.07,-1.86,-3.01,3.01,3.66,1.13,1.15,1.19
583.41,-1.86,-3.07,-1.83,-3.01,3.01,3.61,1.14,1.17,1.21
589.25,-1.83,-3.06,-1.81,-3.00,3.00,3.56,1.16,1.19,1.22
595.14,-1.79,-3.03,-1.77,-2.98,2.98,3.51,1.19,1.21,1.23
601.09,-1.75,-3.00,-1.74,-2.97,2.97,3.46,1.21,1.22,1.24
607.10,-1.71,-2.96,-1.71,-2.95,2.95,3.40,1.24,1.24,1.25
613.17,-1.67,-2.93,-1.69,-2.93,2.93,3.35,1.26,1.25,1.25
619.30,-1.63,-2.89,-1.66,-2.92,2.92,3.30,1.29,1.26,1.26
625.50,-1.61,-2.87,-1.64,-2.91,2.91,3.24,1.29,1.27,1.26
631.75,-1.59,-2.86,-1.62,-2.90,2.90,3.19,1.31,1.28,1.27
638.07,-1.58,-2.86,-1.60,-2.90,2.90,3.14,1.31,1.30,1.28
644.45,-1.57,-2.87,-1.59,-2.90,2.90,3.09,1.33,1.31,1.29
650.89,-1.57,-2.88,-1.58,-2.91,2.91,3.04,1.33,1.33,1.31
657.40,-1.56,-2.90,-1.57,-2.92,2.92,3.00,1.36,1.35,1.33
663.98,-1.56,-2.92,-1.56,-2.94,2.94,2.95,1.37,1.38,1.36
670.62,-1.56,-2.95,-1.56,-2.96,2.96,2.91,1.39,1.40,1.39
677.32,-1.56,-2.99,-1.55,-2.98,2.98,2.87,1.42,1.43,1.42
684.10,-1.56,-3.02,-1.55,-3.00,3.00,2.83,1.44,1.46,1.46
690.94,-1.56,-3.06,-1.54,-3.03,3.03,2.79,1.46,1.48,1.49
697.85,-1.54,-3.07,-1.53,-3.05,3.05,2.76,1.50,1.51,1.53
704.83,-1.51,-3.08,-1.52,-3.06,3.06,2.72,1.55,1.54,1.56
711.87,-1.49,-3.09,-1.50,-3.08,3.08,2.69,1.58,1.58,1.59
718.99,-1.47,-3.10,-1.48,-3.08,3.08,2.67,1.61,1.60,1.63
726.18,-1.45,-3.11,-1.45,-3.09,3.09,2.64,1.63,1.63,1.65
733.44,-1.43,-3.11,-1.43,-3.08,3.08,2.62,1.65,1.66,1.68
740.78,-1.41,-3.11,-1.39,-3.07,3.07,2.59,1.66,1.68,1.70
748.19,-1.39,-3.11,-1.36,-3.06,3.06,2.57,1.66,1.70,1.71
755.67,-1.34,-3.07,-1.33,-3.03,3.03,2.56,1.69,1.71,1.72
763.23,-1.29,-3.02,-1.29,-3.01,3.01,2.54,1.71,1.72,1.73
770.86,-1.23,-2.97,-1.25,-2.98,2.98,2.53,1.74,1.72,1.73
778.57,-1.18,-2.92,-1.22,-2.94,2.94,2.52,1.76,1.73,1.73
786.35,-1.15,-2.88,-1.18,-2.90,2.90,2.51,1.75,1.73,1.73
794.22,-1.12,-2.85,-1.14,-2.86,2.86,2.50,1.74,1.73,1.73
802.16,-1.08,-2.81,-1.09,-2.82,2.82,2.49,1.74,1.73,1.72
810.18,-1.05,-2.77,-1.05,-2.78,2.78,2.49,1.72,1.73,1.72
818.28,-1.01,-2.73,-1.01,-2.73,2.73,2.48,1.72,1.72,1.71
826.46,-0.98,-2.69,-0.97,-2.68,2.68,2.48,1.70,1.72,1.71
834.73,-0.95,-2.65,-0.93,-2.63,2.63,2.48,1.68,1.71,1.70
843.08,-0.89,-2.59,-0.89,-2.58,2.58,2.48,1.69,1.69,1.70
851.51,-0.83,-2.52,-0.85,-2.53,2.53,2.48,1.69,1.68,1.69
860.02,-0.78,-2.47,-0.80,-2.47,2.47,2.48,1.69,1.67,1.68
868.62,-0.73,-2.41,-0.75,-2.41,2.41,2.48,1.68,1.66,1.68
877.31,-0.69,-2.37,-0.70,-2.35,2.35,2.48,1.66,1.66,1.67
886.08,-0.65,-2.32,-0.64,-2.29,2.29,2.48,1.64,1.65,1.67
894.94,-0.61,-2.28,-0.58,-2.23,2.23,2.48,1.61,1.65,1.66
903.89,-0.56,-2.22,-0.52,-2.16,2.16,2.48,1.60,1.65,1.66
912.93,-0.49,-2.15,-0.45,-2.10,2.10,2.48,1.60,1.64,1.65
922.06,-0.41,-2.06,-0.39,-2.03,2.03,2.48,1.62,1.64,1.65
931.28,-0.33,-1.98,-0.33,-1.97,1.97,2.48,1.64,1.64,1.64
940.59,-0.24,-1.88,-0.28,-1.92,1.92,2.47,1.68,1.64,1.64
950.00,-0.17,-1.81,-0.23,-1.87,1.87,2.47,1.69,1.64,1.64
959.50,-0.12,-1.77,-0.18,-1.82,1.82,2.46,1.70,1.65,1.64
969.09,-0.09,-1.74,-0.13,-1.78,1.78,2.45,1.69,1.65,1.65
978.78,-0.06,-1.72,-0.08,-1.75,1.75,2.44,1.69,1.67,1.66
988.57,-0.03,-1.70,-0.04,-1.72,1.72,2.43,1.69,1.68,1.67
998.46,-0.00,-1.69,-0.00,-1.70,1.70,2.42,1.70,1.70,1.69
1008.44,0.02,-1.70,0.04,-1.69,1.69,2.40,1.71,1.73,1.71
1018.53,0.05,-1.70,0.07,-1.68,1.68,2.38,1.73,1.75,1.74
1028.71,0.08,-1.70,0.10,-1.68,1.68,2.36,1.76,1.78,1.77
1039.00,0.11,-1.70,0.13,-1.69,1.69,2.34,1.79,1.82,1.81
1049.39,0.13,-1.72,0.16,-1.70,1.70,2.32,1.82,1.86,1.85
1059.88,0.19,-1.71,0.19,-1.71,1.71,2.29,1.90,1.90,1.89
1070.48,0.24,-1.70,0.22,-1.73,1.73,2.26,1.97,1.95,1.94
1081.19,0.28,-1.71,0.25,-1.75,1.75,2.24,2.02,2.00,1.99
1092.00,0.31,-1.74,0.28,-1.76,1.76,2.21,2.07,2.04,2.04
1102.92,0.36,-1.74,0.31,-1.78,1.78,2.18,2.14,2.09,2.10
1113.95,0.39,-1.76,0.34,-1.79,1.79,2.14,2.18,2.13,2.15
1125.09,0.40,-1.81,0.38,-1.79,1.79,2.11,2.19,2.18,2.20
1136.34,0.41,-1.85,0.43,-1.79,1.79,2.08,2.20,2.22,2.26
1147.70,0.43,-1.89,0.47,-1.79,1.79,2.04,2.21,2.26,2.31
1159.18,0.45,-1.92,0.53,-1.77,1.77,2.01,2.22,2.30,2.37
1170.77,0.48,-1.94,0.60,-1.76,1.76,1.97,2.24,2.35,2.42
1182.48,0.58,-1.90,0.68,-1.74,1.74,1.94,2.32,2.42,2.47
1194.30,0.65,-1.88,0.75,-1.74,1.74,1.90,2.38,2.49,2.52
1206.25,0.74,-1.84,0.83,-1.75,1.75,1.86,2.48,2.57,2.57
1218.31,0.83,-1.79,0.89,-1.77,1.77,1.83,2.60,2.67,2.62
1230.49,0.90,-1.76,0.92,-1.82,1.82,1.79,2.72,2.74,2.66
1242.80,0.94,-1.76,0.90,-1.90,1.90,1.76,2.84,2.80,2.70
1255.22,0.97,-1.77,0.84,-2.00,2.00,1.73,2.96,2.84,2.74
1267.78,1.01,-1.77,0.75,-2.12,2.12,1.69,3.13,2.87,2.78
1280.45,1.05,-1.77,0.62,-2.26,2.26,1.66,3.31,2.88,2.81
1293.26,0.93,-1.92,0.45,-2.43,2.43,1.63,3.35,2.87,2.85
1306.19,0.63,-2.26,0.25,-2.60,2.60,1.60,3.22,2.85,2.89
1319.25,0.25,-2.68,0.06,-2.77,2.77,1.57,3.02,2.83,2.93
1332.45,-0.01,-2.98,-0.12,-2.94,2.94,1.54,2.93,2.82,2.97
1345.77,-0.44,-3.46,-0.27,-3.09,3.09,1.51,2.65,2.83,3.02
1359.23,-0.88,-3.94,-0.38,-3.22,3.22,1.48,2.34,2.84,3.06
1372.82,-0.98,-4.09,-0.45,-3.31,3.31,1.46,2.33,2.86,3.11
1386.55,-0.92,-4.08,-0.46,-3.36,3.36,1.43,2.44,2.90,3.16
1400.41,-0.82,-4.03,-0.41,-3.37,3.37,1.41,2.55,2.95,3.21
1414.42,-0.65,-3.92,-0.31,-3.33,3.33,1.39,2.68,3.02,3.27
1428.56,-0.44,-3.77,-0.15,-3.25,3.25,1.37,2.80,3.10,3.32
1442.85,0.09,-3.30,0.07,-3.12,3.12,1.35,3.21,3.19,3.38
1457.28,0.64,-2.81,0.33,-2.97,2.97,1.33,3.61,3.30,3.44
1471.85,0.90,-2.61,0.62,-2.79,2.79,1.31,3.69,3.41,3.50
1486.57,1.22,-2.35,0.92,-2.60,2.60,1.29,3.82,3.52,3.56
1501.43,1.50,-2.13,1.23,-2.41,2.41,1.27,3.90,3.64,3.63
1516.45,1.74,-1.95,1.54,-2.21,2.21,1.26,3.94,3.75,3.69
1531.61,2.05,-1.71,1.82,-2.01,2.01,1.24,4.06,3.83,3.76
1546.93,2.18,-1.65,2.08,-1.82,1.82,1.23,4.00,3.90,3.82
1562.40,2.28,-1.62,2.32,-1.65,1.65,1.22,3.93,3.97,3.90
1578.02,2.37,-1.60,2.54,-1.49,1.49,1.21,3.85,4.03,3.97
1593.80,2.55,-1.50,2.75,-1.34,1.34,1.20,3.89,4.09,4.05
1609.74,2.79,-1.34,2.93,-1.21,1.21,1.19,4.00,4.14,4.13
1625.84,3.01,-1.20,3.11,-1.10,1.10,1.18,4.11,4.21,4.21
1642.10,3.20,-1.10,3.28,-1.00,1.00,1.17,4.20,4.28,4.30
1658.52,3.58,-0.81,3.45,-0.92,0.92,1.16,4.49,4.37,4.39
1675.10,3.75,-0.74,3.63,-0.84,0.84,1.15,4.59,4.47,4.48
1691.85,3.92,-0.67,3.80,-0.77,0.77,1.15,4.68,4.57,4.59
1708.77,4.09,-0.61,3.98,-0.70,0.70,1.14,4.79,4.68,4.70
1725.86,4.22,-0.59,4.17,-0.64,0.64,1.14,4.85,4.80,4.81
1743.12,4.37,-0.56,4.36,-0.58,0.58,1.13,4.94,4.93,4.93
1760.55,4.54,-0.52,4.54,-0.52,0.52,1.13,5.06,5.07,5.06
1778.15,4.65,-0.54,4.73,-0.47,0.47,1.12,5.12,5.20,5.19
1795.94,4.75,-0.58,4.91,-0.42,0.42,1.12,5.17,5.33,5.32
1813.90,4.91,-0.56,5.09,-0.38,0.38,1.11,5.29,5.48,5.47
1832.03,5.27,-0.35,5.28,-0.35,0.35,1.11,5.62,5.63,5.62
1850.36,5.48,-0.30,5.46,-0.33,0.33,1.11,5.80,5.79,5.78
1868.86,5.61,-0.33,5.65,-0.30,0.30,1.10,5.91,5.96,5.94
1887.55,5.93,-0.19,5.85,-0.29,0.29,1.10,6.21,6.13,6.11
1906.42,6.12,-0.18,6.04,-0.27,0.27,1.10,6.39,6.31,6.29
1925.49,6.30,-0.18,6.23,-0.26,0.26,1.09,6.56,6.49,6.48
1944.74,6.51,-0.16,6.42,-0.25,0.25,1.09,6.76,6.68,6.67
1964.19,6.65,-0.21,6.61,-0.24,0.24,1.09,6.89,6.86,6.86
1983.83,6.79,-0.27,6.80,-0.24,0.24,1.08,7.03,7.04,7.05
2003.67,7.01,-0.25,6.98,-0.24,0.24,1.08,7.24,7.21,7.25
2023.71,7.16,-0.30,7.15,-0.24,0.24,1.07,7.39,7.39,7.45
2043.94,7.27,-0.39,7.32,-0.24,0.24,1.07,7.50,7.56,7.65
2064.38,7.41,-0.45,7.50,-0.24,0.24,1.06,7.65,7.74,7.85
2085.03,7.62,-0.44,7.68,-0.24,0.24,1.06,7.86,7.92,8.05
2105.88,7.80,-0.45,7.85,-0.25,0.25,1.05,8.04,8.10,8.25
2126.94,7.96,-0.48,8.02,-0.25,0.25,1.05,8.21,8.27,8.44
2148.20,8.19,-0.43,8.17,-0.26,0.26,1.04,8.44,8.43,8.62
2169.69,8.37,-0.43,8.32,-0.26,0.26,1.04,8.63,8.58,8.80
2191.38,8.52,-0.45,8.48,-0.27,0.27,1.03,8.79,8.74,8.97
2213.30,8.78,-0.35,8.63,-0.28,0.28,1.03,9.06,8.91,9.13
2235.43,8.92,-0.37,8.78,-0.30,0.30,1.02,9.21,9.08,9.29
2257.78,9.01,-0.44,8.94,-0.31,0.31,1.02,9.32,9.26,9.45
2280.36,9.10,-0.50,9.10,-0.33,0.33,1.01,9.43,9.44,9.60
2303.17,9.19,-0.56,9.25,-0.36,0.36,1.01,9.54,9.61,9.74
2326.20,9.23,-0.66,9.40,-0.38,0.38,1.00,9.60,9.78,9.89
2349.46,9.33,-0.70,9.54,-0.40,0.40,1.00,9.73,9.94,10.03
2372.95,9.56,-0.61,9.68,-0.42,0.42,1.00,9.97,10.10,10.17
2396.68,9.81,-0.49,9.81,-0.44,0.44,0.99,10.24,10.25,10.30
2420.65,10.02,-0.42,9.94,-0.46,0.46,0.99,10.47,10.40,10.44
2444.86,10.17,-0.40,10.07,-0.48,0.48,0.99,10.64,10.54,10.57
2469.31,10.28,-0.42,10.18,-0.50,0.50,0.99,10.77,10.68,10.70
2494.00,10.37,-0.46,10.30,-0.52,0.52,0.99,10.89,10.82,10.83
2518.94,10.45,-0.50,10.41,-0.55,0.55,0.99,10.99,10.96,10.95
2544.13,10.52,-0.55,10.51,-0.57,0.57,0.99,11.09,11.08,11.06
2569.57,10.56,-0.61,10.59,-0.60,0.60,0.99,11.16,11.19,11.17
2595.27,10.60,-0.67,10.65,-0.64,0.64,0.99,11.23,11.29,11.27
2621.22,10.65,-0.71,10.69,-0.67,0.67,0.99,11.32,11.36,11.35
2647.43,10.69,-0.74,10.70,-0.71,0.71,1.00,11.40,11.41,11.43
2673.90,10.69,-0.80,10.71,-0.75,0.75,1.00,11.44,11.46,11.49
2700.64,10.69,-0.85,10.69,-0.80,0.80,1.01,11.49,11.49,11.54
2727.65,10.67,-0.91,10.66,-0.86,0.86,1.01,11.52,11.52,11.57
2754.93,10.61,-0.99,10.62,-0.92,0.92,1.02,11.53,11.54,11.60
2782.48,10.52,-1.09,10.55,-1.00,1.00,1.03,11.52,11.55,11.60
2810.30,10.41,-1.19,10.46,-1.10,1.10,1.04,11.50,11.55,11.60
2838.40,10.30,-1.27,10.33,-1.22,1.22,1.05,11.52,11.55,11.57
2866.79,10.17,-1.36,10.17,-1.38,1.38,1.06,11.55,11.55,11.52
2895.46,10.01,-1.46,9.97,-1.58,1.58,1.07,11.59,11.55,11.46
2924.41,9.75,-1.64,9.72,-1.81,1.81,1.08,11.56,11.53,11.39
2953.65,9.51,-1.79,9.42,-2.07,2.07,1.09,11.57,11.49,11.30
2983.19,9.11,-2.09,9.06,-2.35,2.35,1.11,11.46,11.41,11.20
3013.02,8.78,-2.31,8.63,-2.65,2.65,1.12,11.43,11.28,11.09
3043.15,8.45,-2.53,8.14,-2.96,2.96,1.14,11.41,11.10,10.98
3073.58,7.87,-2.99,7.59,-3.28,3.28,1.15,11.14,10.87,10.85
3104.32,7.30,-3.43,7.03,-3.59,3.59,1.17,10.89,10.61,10.72
3135.36,6.70,-3.89,6.46,-3.89,3.89,1.19,10.59,10.35,10.59
3166.72,6.08,-4.37,5.92,-4.17,4.17,1.21,10.25,10.10,10.45
3198.38,5.37,-4.94,5.41,-4.43,4.43,1.22,9.80,9.84,10.30
3230.37,4.71,-5.45,4.92,-4.66,4.66,1.24,9.37,9.59,10.15
3262.67,4.06,-5.95,4.49,-4.86,4.86,1.26,8.91,9.34,10.00
3295.30,3.43,-6.42,4.10,-5.01,5.01,1.28,8.44,9.11,9.85
3328.25,2.95,-6.75,3.75,-5.12,5.12,1.30,8.07,8.88,9.70
3361.53,2.87,-6.68,3.44,-5.20,5.20,1.32,8.06,8.64,9.55
3395.15,3.00,-6.40,3.17,-5.23,5.23,1.34,8.23,8.40,9.39
3429.10,3.20,-6.04,2.94,-5.24,5.24,1.36,8.43,8.17,9.24
3463.39,3.22,-5.86,2.72,-5.22,5.22,1.38,8.43,7.94,9.08
3498.03,3.06,-5.86,2.53,-5.18,5.18,1.40,8.23,7.70,8.92
3533.01,2.79,-5.97,2.33,-5.13,5.13,1.41,7.91,7.46,8.75
3568.34,2.55,-6.04,2.15,-5.07,5.07,1.43,7.62,7.22,8.59
3604.02,2.32,-6.12,1.96,-5.00,5.00,1.45,7.32,6.96,8.44
3640.06,2.00,-6.30,1.78,-4.91,4.91,1.46,6.91,6.69,8.29
3676.46,1.56,-6.61,1.61,-4.81,4.81,1.47,6.36,6.41,8.16
3713.22,1.32,-6.72,1.43,-4.68,4.68,1.48,6.00,6.12,8.04
3750.36,1.07,-6.86,1.26,-4.54,4.54,1.49,5.61,5.80,7.92
3787.86,0.77,-7.05,1.13,-4.39,4.39,1.50,5.16,5.52,7.81
3825.74,0.71,-7.00,1.06,-4.22,4.22,1.50,4.93,5.27,7.70
3864.00,0.71,-6.89,1.06,-4.03,4.03,1.51,4.74,5.09,7.59
3902.64,0.80,-6.69,1.13,-3.83,3.83,1.51,4.63,4.96,7.48
3941.66,1.06,-6.31,1.25,-3.64,3.64,1.50,4.69,4.89,7.37
3981.08,1.41,-5.85,1.43,-3.43,3.43,1.50,4.84,4.86,7.25
4020.89,1.79,-5.34,1.64,-3.22,3.22,1.49,5.01,4.86,7.13
4061.10,2.12,-4.87,1.91,-2.99,2.99,1.48,5.11,4.90,6.99
4101.71,2.49,-4.36,2.23,-2.74,2.74,1.47,5.22,4.96,6.84
4142.73,2.79,-3.90,2.59,-2.46,2.46,1.45,5.24,5.05,6.69
4184.15,3.25,-3.27,3.00,-2.15,2.15,1.43,5.40,5.15,6.51
4226.00,3.47,-2.86,3.43,-1.82,1.82,1.41,5.28,5.25,6.33
4268.26,3.73,-2.41,3.87,-1.46,1.46,1.39,5.18,5.33,6.13
4310.94,4.04,-1.90,4.31,-1.07,1.07,1.36,5.11,5.38,5.93
4354.05,4.35,-1.39,4.73,-0.66,0.66,1.33,5.01,5.40,5.73
4397.59,4.80,-0.74,5.13,-0.23,0.23,1.30,5.03,5.36,5.53
4441.56,5.36,0.01,5.51,0.21,-0.21,1.27,5.14,5.29,5.34
4485.98,5.99,0.82,5.87,0.67,-0.67,1.24,5.32,5.20,5.16
4530.84,6.61,1.61,6.21,1.12,-1.12,1.21,5.48,5.09,4.99
4576.15,7.05,2.21,6.54,1.58,-1.58,1.17,5.47,4.96,4.84
4621.91,7.26,2.57,6.85,2.02,-2.02,1.13,5.24,4.83,4.69
4668.13,7.40,2.85,7.13,2.45,-2.45,1.10,4.95,4.69,4.55
4714.81,7.46,3.04,7.40,2.85,-2.85,1.06,4.60,4.54,4.42
4761.96,7.52,3.21,7.63,3.23,-3.23,1.02,4.28,4.39,4.31
4809.58,7.61,3.40,7.83,3.58,-3.58,0.98,4.03,4.25,4.20
4857.67,7.77,3.65,8.00,3.88,-3.88,0.94,3.89,4.12,4.12
4906.25,7.98,3.93,8.15,4.13,-4.13,0.90,3.85,4.02,4.05
4955.31,8.20,4.21,8.28,4.35,-4.35,0.86,3.85,3.93,3.99
5004.87,8.32,4.37,8.41,4.54,-4.54,0.82,3.78,3.87,3.95
5054.91,8.52,4.59,8.53,4.69,-4.69,0.78,3.82,3.84,3.92
5105.46,8.65,4.73,8.68,4.81,-4.81,0.74,3.83,3.86,3.92
5156.52,8.75,4.82,8.82,4.89,-4.89,0.69,3.85,3.93,3.93
5208.08,8.86,4.89,8.95,4.94,-4.94,0.65,3.92,4.02,3.97
5260.16,9.09,5.05,9.07,4.92,-4.92,0.61,4.16,4.14,4.04
5312.77,9.24,5.10,9.15,4.86,-4.86,0.57,4.38,4.29,4.13
5365.89,9.33,5.07,9.21,4.74,-4.74,0.53,4.59,4.47,4.26
5419.55,9.37,4.95,9.23,4.58,-4.58,0.49,4.79,4.65,4.41
5473.75,9.36,4.76,9.21,4.38,-4.38,0.46,4.98,4.83,4.60
5528.49,9.27,4.47,9.16,4.16,-4.16,0.42,5.11,5.00,4.80
5583.77,9.11,4.09,9.08,3.91,-3.91,0.38,5.20,5.17,5.02
5639.61,8.97,3.72,8.95,3.65,-3.65,0.34,5.31,5.30,5.25
5696.00,8.76,3.27,8.80,3.38,-3.38,0.30,5.37,5.42,5.48
5752.96,8.60,2.88,8.62,3.12,-3.12,0.26,5.48,5.50,5.72
5810.49,8.37,2.42,8.40,2.85,-2.85,0.22,5.51,5.55,5.95
5868.60,8.17,2.00,8.15,2.60,-2.60,0.19,5.56,5.55,6.17
5927.28,8.02,1.65,7.90,2.37,-2.37,0.15,5.65,5.54,6.37
5986.56,7.62,1.08,7.65,2.15,-2.15,0.11,5.47,5.50,6.54
6046.42,7.33,0.64,7.39,1.95,-1.95,0.07,5.38,5.44,6.69
6106.89,7.05,0.25,7.13,1.76,-1.76,0.04,5.28,5.37,6.80
6167.96,6.78,-0.09,6.87,1.59,-1.59,-0.00,5.18,5.27,6.87
6229.64,6.53,-0.37,6.60,1.43,-1.43,-0.04,5.09,5.17,6.90
6291.93,6.27,-0.63,6.33,1.27,-1.27,-0.08,4.99,5.05,6.90
6354.85,6.03,-0.83,6.05,1.11,-1.11,-0.11,4.91,4.94,6.86
6418.40,5.76,-1.02,5.76,0.94,-0.94,-0.15,4.82,4.83,6.78
6482.58,5.53,-1.15,5.48,0.74,-0.74,-0.19,4.78,4.73,6.68
6547.41,5.34,-1.20,5.18,0.52,-0.52,-0.22,4.81,4.66,6.54
6612.88,4.99,-1.39,4.89,0.29,-0.29,-0.26,4.70,4.60,6.38
6679.01,4.68,-1.51,4.60,0.05,-0.05,-0.30,4.63,4.55,6.19
6745.80,4.34,-1.64,4.30,-0.20,0.20,-0.33,4.53,4.49,5.98
6813.26,4.02,-1.74,3.99,-0.44,0.44,-0.37,4.46,4.43,5.76
6881.39,3.66,-1.86,3.68,-0.67,0.67,-0.40,4.33,4.35,5.52
6950.21,3.37,-1.90,3.37,-0.89,0.89,-0.44,4.26,4.26,5.27
7019.71,3.08,-1.94,3.07,-1.09,1.09,-0.47,4.17,4.17,5.01
7089.91,2.81,-1.95,2.78,-1.27,1.27,-0.50,4.08,4.06,4.76
7160.81,2.55,-1.96,2.52,-1.42,1.42,-0.53,3.97,3.94,4.50
7232.41,2.28,-1.98,2.27,-1.55,1.55,-0.56,3.82,3.82,4.26
7304.74,2.06,-1.98,2.07,-1.64,1.59,-0.59,3.65,3.66,4.03
7377.79,1.87,-1.96,1.91,-1.71,1.56,-0.62,3.42,3.47,3.83
7451.56,1.72,-1.94,1.79,-1.74,1.44,-0.65,3.15,3.23,3.65
7526.08,1.64,-1.87,1.72,-1.76,1.23,-0.67,2.87,2.95,3.51
7601.34,1.60,-1.81,1.69,-1.75,1.00,-0.69,2.60,2.69,3.41
7677.35,1.64,-1.72,1.71,-1.72,0.80,-0.71,2.43,2.51,3.36
7754.13,1.71,-1.66,1.79,-1.69,0.62,-0.73,2.33,2.41,3.37
7831.67,1.83,-1.61,1.93,-1.67,0.48,-0.74,2.31,2.41,3.44
7909.98,2.07,-1.51,2.12,-1.66,0.37,-0.76,2.43,2.49,3.57
7989.08,2.32,-1.46,2.36,-1.65,0.28,-0.77,2.60,2.64,3.78
8068.98,2.59,-1.46,2.65,-1.66,0.21,-0.77,2.80,2.86,4.05
8149.67,2.87,-1.52,2.98,-1.67,0.16,-0.78,3.03,3.14,4.38
8231.16,3.20,-1.58,3.33,-1.69,0.12,-0.78,3.32,3.46,4.78
8313.47,3.53,-1.69,3.70,-1.72,0.09,-0.78,3.62,3.80,5.22
8396.61,3.97,-1.73,4.07,-1.76,0.07,-0.77,4.04,4.15,5.70
8480.57,4.42,-1.79,4.43,-1.81,0.05,-0.77,4.47,4.48,6.21
8565.38,4.89,-1.84,4.74,-1.85,0.04,-0.76,4.93,4.78,6.73
8651.03,5.14,-2.10,5.01,-1.89,0.03,-0.75,5.17,5.04,7.24
8737.54,5.39,-2.33,5.23,-1.93,0.02,-0.73,5.41,5.25,7.72
8824.92,5.64,-2.51,5.38,-1.95,0.02,-0.72,5.65,5.39,8.15
8913.17,5.78,-2.74,5.47,-1.97,0.01,-0.70,5.79,5.48,8.52
9002.30,5.84,-2.97,5.49,-1.98,0.01,-0.68,5.85,5.50,8.80
9092.32,5.70,-3.30,5.44,-2.00,0.01,-0.67,5.70,5.44,8.99
9183.25,5.48,-3.60,5.31,-2.03,0.01,-0.65,5.48,5.32,9.07
9275.08,5.21,-3.83,5.12,-2.05,0.00,-0.63,5.21,5.12,9.04
9367.83,4.85,-4.04,4.87,-2.05,0.00,-0.60,4.85,4.87,8.89
9461.51,4.54,-4.09,4.59,-2.02,0.00,-0.58,4.54,4.59,8.63
9556.12,4.24,-4.02,4.30,-1.95,0.00,-0.56,4.24,4.30,8.25
9651.68,3.95,-3.84,4.03,-1.83,0.00,-0.54,3.95,4.03,7.79
9748.20,3.71,-3.53,3.80,-1.66,0.00,-0.52,3.71,3.80,7.24
9845.68,3.41,-3.21,3.63,-1.44,0.00,-0.50,3.41,3.64,6.62
9944.14,3.13,-2.82,3.53,-1.17,0.00,-0.48,3.13,3.53,5.94
10043.58,2.91,-2.33,3.48,-0.86,-0.05,-0.46,2.86,3.43,5.23
10144.02,2.80,-1.71,3.46,-0.52,-0.15,-0.44,2.65,3.31,4.51
10245.46,2.83,-0.96,3.46,-0.17,-0.30,-0.42,2.53,3.16,3.79
10347.91,2.95,-0.14,3.42,0.17,-0.51,-0.40,2.44,2.91,3.09
10451.39,3.16,0.74,3.30,0.48,-0.72,-0.38,2.44,2.58,2.42
10555.91,3.32,1.53,3.08,0.74,-0.86,-0.36,2.46,2.22,1.79
10661.46,3.40,2.20,2.76,0.91,-0.95,-0.35,2.45,1.81,1.20
10768.08,3.40,2.75,2.31,0.97,-0.97,-0.33,2.42,1.34,0.65
10875.76,3.01,2.87,1.74,0.94,-0.94,-0.32,2.06,0.80,0.13
10984.52,2.09,2.43,1.06,0.82,-0.87,-0.30,1.21,0.19,-0.35
11094.36,1.03,1.83,0.26,0.59,-0.77,-0.29,0.26,-0.50,-0.80
11205.31,-0.24,0.99,-0.66,0.27,-0.62,-0.27,-0.86,-1.28,-1.24
11317.36,-1.58,0.08,-1.70,-0.14,-0.44,-0.26,-2.02,-2.13,-1.66
11430.53,-3.30,-1.22,-2.82,-0.61,-0.26,-0.25,-3.56,-3.08,-2.08
11544.84,-4.56,-2.07,-3.98,-1.08,-0.13,-0.24,-4.69,-4.11,-2.50
11660.29,-5.59,-2.68,-5.12,-1.56,-0.04,-0.22,-5.63,-5.16,-2.91
11776.89,-6.59,-3.27,-6.18,-2.01,0.00,-0.21,-6.59,-6.18,-3.33
11894.66,-7.52,-3.78,-7.12,-2.41,0.00,-0.20,-7.52,-7.12,-3.75
12013.60,-8.27,-4.11,-7.91,-2.77,0.00,-0.19,-8.27,-7.91,-4.16
12133.74,-8.82,-4.26,-8.53,-3.07,0.00,-0.18,-8.82,-8.53,-4.56
