frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
538.77,-1.06,1.26,-1.06,1.25,-1.25,-2.31,-2.32,-2.32
544.16,-1.03,1.21,-1.02,1.21,-1.22,-2.25,-2.24,-2.23
549.60,-0.98,1.18,-0.97,1.18,-1.19,-2.17,-2.16,-2.16
555.10,-0.93,1.15,-0.93,1.15,-1.16,-2.09,-2.09,-2.08
560.65,-0.88,1.14,-0.88,1.13,-1.13,-2.01,-2.01,-2.01
566.25,-0.84,1.10,-0.84,1.11,-1.11,-1.94,-1.94,-1.94
571.92,-0.80,1.08,-0.79,1.09,-1.09,-1.88,-1.88,-1.88
577.64,-0.75,1.08,-0.75,1.07,-1.07,-1.82,-1.82,-1.82
583.41,-0.70,1.06,-0.70,1.06,-1.06,-1.75,-1.76,-1.76
589.25,-0.67,1.04,-0.66,1.05,-1.04,-1.71,-1.70,-1.70
595.14,-0.62,1.04,-0.62,1.04,-1.03,-1.65,-1.65,-1.65
601.09,-0.58,1.03,-0.58,1.02,-1.02,-1.59,-1.60,-1.61
607.10,-0.55,1.02,-0.54,1.02,-1.01,-1.55,-1.55,-1.56
613.17,-0.53,0.99,-0.52,1.00,-1.00,-1.53,-1.52,-1.52
619.30,-0.49,1.01,-0.50,0.99,-1.00,-1.48,-1.50,-1.50
625.50,-0.49,0.97,-0.48,0.99,-1.00,-1.48,-1.47,-1.45
631.75,-0.45,1.00,-0.45,1.00,-1.00,-1.45,-1.45,-1.45
638.07,-0.43,1.01,-0.42,1.01,-1.01,-1.44,-1.43,-1.44
644.45,-0.38,1.05,-0.38,1.04,-1.03,-1.40,-1.41,-1.42
650.89,-0.34,1.05,-0.34,1.05,-1.05,-1.39,-1.39,-1.39
657.40,-0.29,1.08,-0.28,1.08,-1.09,-1.37,-1.37,-1.36
663.98,-0.23,1.11,-0.23,1.11,-1.13,-1.35,-1.36,-1.33
670.62,-0.17,1.16,-0.17,1.16,-1.18,-1.34,-1.35,-1.33
677.32,-0.12,1.21,-0.10,1.22,-1.23,-1.35,-1.34,-1.32
684.10,-0.04,1.30,-0.04,1.28,-1.29,-1.33,-1.33,-1.33
690.94,0.03,1.34,0.03,1.34,-1.35,-1.32,-1.32,-1.31
697.85,0.09,1.38,0.11,1.40,-1.41,-1.31,-1.30,-1.28
704.83,0.18,1.45,0.18,1.45,-1.44,-1.26,-1.26,-1.27
711.87,0.25,1.48,0.25,1.48,-1.46,-1.20,-1.21,-1.23
718.99,0.31,1.50,0.32,1.49,-1.44,-1.13,-1.12,-1.18
726.18,0.35,1.44,0.36,1.45,-1.40,-1.04,-1.04,-1.09
733.44,0.38,1.38,0.37,1.36,-1.33,-0.94,-0.96,-1.00
740.78,0.34,1.23,0.35,1.24,-1.23,-0.89,-0.88,-0.88
748.19,0.31,1.09,0.32,1.10,-1.12,-0.80,-0.80,-0.78
755.67,0.27,0.95,0.28,0.95,-0.98,-0.71,-0.70,-0.67
763.23,0.25,0.81,0.26,0.81,-0.83,-0.58,-0.58,-0.55
770.86,0.24,0.67,0.25,0.67,-0.68,-0.43,-0.43,-0.43
778.57,0.24,0.54,0.25,0.53,-0.52,-0.28,-0.27,-0.29
786.35,0.25,0.38,0.25,0.39,-0.37,-0.11,-0.12,-0.13
794.22,0.25,0.24,0.25,0.23,-0.22,0.04,0.04,0.01
802.16,0.25,0.07,0.25,0.07,-0.08,0.18,0.18,0.19
810.18,0.25,-0.08,0.26,-0.07,0.06,0.31,0.32,0.33
818.28,0.26,-0.20,0.27,-0.20,0.18,0.45,0.45,0.46
826.46,0.29,-0.30,0.29,-0.30,0.29,0.59,0.58,0.60
834.73,0.32,-0.40,0.33,-0.39,0.38,0.71,0.71,0.72
843.08,0.37,-0.45,0.37,-0.46,0.46,0.83,0.83,0.82
851.51,0.40,-0.51,0.40,-0.51,0.51,0.92,0.91,0.92
860.02,0.42,-0.53,0.42,-0.53,0.55,0.97,0.97,0.95
868.62,0.42,-0.55,0.42,-0.55,0.56,0.98,0.98,0.98
877.31,0.40,-0.54,0.40,-0.55,0.55,0.95,0.95,0.95
886.08,0.36,-0.53,0.36,-0.53,0.51,0.88,0.88,0.89
894.94,0.31,-0.49,0.32,-0.49,0.46,0.77,0.77,0.81
903.89,0.26,-0.42,0.27,-0.41,0.37,0.64,0.64,0.68
912.93,0.21,-0.30,0.22,-0.30,0.27,0.48,0.49,0.51
922.06,0.18,-0.15,0.18,-0.16,0.15,0.33,0.33,0.34
931.28,0.13,-0.03,0.14,-0.01,0.02,0.15,0.16,0.16
940.59,0.12,0.14,0.11,0.12,-0.11,0.01,-0.00,-0.02
950.00,0.07,0.26,0.09,0.25,-0.24,-0.16,-0.15,-0.18
959.50,0.07,0.35,0.08,0.37,-0.34,-0.27,-0.26,-0.28
969.09,0.07,0.47,0.07,0.46,-0.43,-0.35,-0.36,-0.39
978.78,0.06,0.53,0.06,0.52,-0.49,-0.43,-0.43,-0.46
988.57,0.03,0.54,0.04,0.55,-0.53,-0.50,-0.49,-0.51
998.46,0.00,0.54,0.01,0.54,-0.55,-0.55,-0.54,-0.53
1008.44,-0.03,0.54,-0.03,0.53,-0.55,-0.57,-0.58,-0.56
1018.53,-0.08,0.51,-0.07,0.51,-0.52,-0.60,-0.59,-0.59
1028.71,-0.12,0.49,-0.11,0.49,-0.48,-0.60,-0.59,-0.60
1039.00,-0.18,0.45,-0.18,0.45,-0.43,-0.60,-0.61,-0.63
1049.39,-0.25,0.42,-0.26,0.40,-0.37,-0.61,-0.63,-0.67
1059.88,-0.38,0.32,-0.37,0.33,-0.31,-0.69,-0.68,-0.69
1070.48,-0.48,0.26,-0.48,0.25,-0.27,-0.74,-0.75,-0.74
1081.19,-0.60,0.18,-0.59,0.19,-0.24,-0.83,-0.83,-0.78
1092.00,-0.68,0.15,-0.67,0.16,-0.22,-0.90,-0.89,-0.82
1102.92,-0.73,0.17,-0.72,0.17,-0.23,-0.95,-0.95,-0.90
1113.95,-0.75,0.23,-0.74,0.22,-0.25,-0.99,-0.99,-0.97
1125.09,-0.75,0.29,-0.74,0.29,-0.29,-1.03,-1.02,-1.03
1136.34,-0.73,0.35,-0.73,0.35,-0.33,-1.06,-1.06,-1.08
1147.70,-0.71,0.41,-0.72,0.40,-0.38,-1.08,-1.10,-1.11
1159.18,-0.73,0.42,-0.72,0.43,-0.41,-1.14,-1.13,-1.15
1170.77,-0.75,0.43,-0.74,0.44,-0.43,-1.17,-1.16,-1.18
1182.48,-0.75,0.44,-0.76,0.42,-0.41,-1.16,-1.17,-1.18
1194.30,-0.79,0.36,-0.77,0.38,-0.36,-1.15,-1.14,-1.15
1206.25,-0.79,0.32,-0.79,0.31,-0.28,-1.07,-1.08,-1.11
1218.31,-0.83,0.21,-0.83,0.20,-0.18,-1.00,-1.00,-1.03
1230.49,-0.86,0.06,-0.86,0.07,-0.04,-0.90,-0.90,-0.92
1242.80,-0.91,-0.10,-0.90,-0.10,0.11,-0.80,-0.79,-0.81
1255.22,-0.94,-0.28,-0.93,-0.28,0.27,-0.66,-0.66,-0.65
1267.78,-0.97,-0.47,-0.97,-0.47,0.45,-0.52,-0.52,-0.50
1280.45,-0.99,-0.65,-0.98,-0.64,0.62,-0.36,-0.36,-0.33
1293.26,-1.01,-0.80,-1.00,-0.81,0.80,-0.21,-0.20,-0.20
1306.19,-1.01,-0.97,-1.01,-0.97,0.97,-0.04,-0.05,-0.04
1319.25,-1.05,-1.13,-1.04,-1.12,1.13,0.08,0.09,0.09
1332.45,-1.08,-1.25,-1.08,-1.25,1.27,0.20,0.19,0.17
1345.77,-1.17,-1.38,-1.16,-1.38,1.40,0.24,0.24,0.21
1359.23,-1.27,-1.49,-1.27,-1.50,1.51,0.25,0.24,0.23
1372.82,-1.42,-1.62,-1.42,-1.61,1.60,0.18,0.18,0.20
1386.55,-1.57,-1.68,-1.56,-1.68,1.65,0.08,0.09,0.11
1400.41,-1.71,-1.72,-1.70,-1.71,1.66,-0.04,-0.03,0.02
1414.42,-1.80,-1.67,-1.80,-1.68,1.64,-0.16,-0.16,-0.13
1428.56,-1.89,-1.62,-1.88,-1.62,1.58,-0.31,-0.30,-0.26
1442.85,-1.92,-1.51,-1.91,-1.51,1.48,-0.43,-0.43,-0.40
1457.28,-1.92,-1.38,-1.92,-1.38,1.36,-0.55,-0.55,-0.54
1471.85,-1.88,-1.22,-1.88,-1.23,1.23,-0.64,-0.65,-0.65
1486.57,-1.83,-1.09,-1.82,-1.08,1.10,-0.72,-0.72,-0.73
1501.43,-1.74,-0.94,-1.73,-0.95,0.98,-0.75,-0.75,-0.80
1516.45,-1.64,-0.83,-1.63,-0.84,0.89,-0.75,-0.75,-0.80
1531.61,-1.53,-0.78,-1.53,-0.78,0.82,-0.71,-0.71,-0.75
1546.93,-1.45,-0.76,-1.45,-0.76,0.78,-0.66,-0.66,-0.69
1562.40,-1.38,-0.76,-1.38,-0.77,0.78,-0.59,-0.60,-0.61
1578.02,-1.34,-0.81,-1.33,-0.80,0.81,-0.52,-0.52,-0.53
1593.80,-1.29,-0.86,-1.28,-0.85,0.86,-0.42,-0.42,-0.43
1609.74,-1.24,-0.92,-1.24,-0.93,0.92,-0.31,-0.31,-0.31
1625.84,-1.19,-0.99,-1.20,-1.00,0.99,-0.20,-0.21,-0.20
1642.10,-1.18,-1.10,-1.17,-1.08,1.05,-0.12,-0.12,-0.07
1658.52,-1.14,-1.14,-1.14,-1.15,1.11,-0.02,-0.03,0.01
1675.10,-1.12,-1.21,-1.11,-1.20,1.17,0.05,0.06,0.09
1691.85,-1.07,-1.24,-1.05,-1.22,1.22,0.16,0.17,0.18
1708.77,-1.00,-1.24,-1.01,-1.25,1.28,0.28,0.27,0.24
1725.86,-0.97,-1.28,-0.97,-1.29,1.33,0.37,0.36,0.31
1743.12,-0.97,-1.36,-0.96,-1.35,1.39,0.42,0.43,0.40
1760.55,-0.97,-1.44,-0.96,-1.43,1.45,0.48,0.48,0.47
1778.15,-0.97,-1.50,-0.96,-1.50,1.50,0.53,0.54,0.53
1795.94,-0.95,-1.55,-0.95,-1.56,1.54,0.60,0.59,0.61
1813.90,-0.92,-1.61,-0.92,-1.60,1.57,0.66,0.65,0.69
1832.03,-0.90,-1.65,-0.87,-1.63,1.58,0.68,0.70,0.75
1850.36,-0.79,-1.61,-0.80,-1.63,1.57,0.78,0.77,0.83
1868.86,-0.71,-1.62,-0.69,-1.60,1.54,0.84,0.85,0.91
1887.55,-0.57,-1.54,-0.57,-1.53,1.52,0.95,0.95,0.98
1906.42,-0.46,-1.46,-0.47,-1.48,1.51,1.05,1.04,1.01
1925.49,-0.38,-1.43,-0.38,-1.45,1.52,1.15,1.14,1.05
1944.74,-0.36,-1.49,-0.34,-1.48,1.58,1.22,1.24,1.14
1964.19,-0.32,-1.58,-0.33,-1.59,1.67,1.35,1.34,1.26
1983.83,-0.34,-1.75,-0.34,-1.75,1.80,1.46,1.46,1.41
2003.67,-0.36,-1.94,-0.36,-1.94,1.95,1.60,1.59,1.59
2023.71,-0.38,-2.16,-0.39,-2.17,2.12,1.75,1.74,1.78
2043.94,-0.39,-2.39,-0.36,-2.38,2.30,1.92,1.94,2.00
2064.38,-0.26,-2.56,-0.25,-2.55,2.47,2.22,2.22,2.31
2085.03,-0.06,-2.70,-0.04,-2.67,2.63,2.57,2.59,2.64
2105.88,0.24,-2.74,0.23,-2.77,2.77,3.02,3.01,2.99
2126.94,0.55,-2.86,0.55,-2.87,2.90,3.46,3.45,3.42
2148.20,0.86,-2.99,0.87,-2.97,3.02,3.89,3.90,3.85
2169.69,1.19,-3.08,1.19,-3.09,3.14,4.33,4.33,4.28
2191.38,1.49,-3.19,1.49,-3.20,3.25,4.74,4.74,4.69
2213.30,1.76,-3.32,1.77,-3.32,3.35,5.11,5.12,5.08
2235.43,2.03,-3.42,2.03,-3.43,3.43,5.47,5.46,5.46
2257.78,2.27,-3.53,2.28,-3.51,3.48,5.75,5.76,5.80
2280.36,2.55,-3.54,2.55,-3.53,3.48,6.03,6.03,6.09
2303.17,2.83,-3.49,2.85,-3.49,3.42,6.26,6.27,6.33
2326.20,3.17,-3.36,3.17,-3.36,3.30,6.48,6.47,6.53
2349.46,3.50,-3.18,3.51,-3.17,3.12,6.62,6.63,6.68
2372.95,3.86,-2.91,3.86,-2.91,2.87,6.74,6.74,6.78
2396.68,4.21,-2.61,4.22,-2.61,2.58,6.80,6.80,6.82
2420.65,4.57,-2.27,4.58,-2.27,2.26,6.84,6.84,6.85
2444.86,4.93,-1.90,4.93,-1.91,1.94,6.87,6.86,6.84
2469.31,5.25,-1.57,5.26,-1.56,1.62,6.88,6.89,6.82
2494.00,5.56,-1.22,5.56,-1.23,1.33,6.89,6.89,6.79
2518.94,5.83,-0.96,5.81,-0.97,1.06,6.89,6.86,6.79
2544.13,6.02,-0.75,6.02,-0.76,0.80,6.83,6.82,6.77
2569.57,6.19,-0.60,6.21,-0.59,0.56,6.75,6.77,6.80
2595.27,6.43,-0.41,6.42,-0.41,0.32,6.76,6.75,6.84
2621.22,6.67,-0.23,6.70,-0.21,0.10,6.78,6.80,6.90
2647.43,7.01,0.02,7.03,0.03,-0.11,6.91,6.92,7.00
2673.90,7.40,0.28,7.40,0.28,-0.30,7.10,7.10,7.12
2700.64,7.78,0.54,7.78,0.53,-0.47,7.32,7.31,7.24
2727.65,8.14,0.72,8.13,0.72,-0.61,7.54,7.53,7.43
2754.93,8.44,0.83,8.44,0.81,-0.70,7.74,7.74,7.61
2782.48,8.70,0.82,8.71,0.82,-0.75,7.95,7.96,7.89
2810.30,8.93,0.75,8.93,0.77,-0.76,8.18,8.18,8.19
2838.40,9.13,0.70,9.13,0.70,-0.72,8.41,8.41,8.43
2866.79,9.29,0.62,9.31,0.62,-0.67,8.63,8.64,8.68
2895.46,9.48,0.56,9.48,0.54,-0.60,8.89,8.88,8.92
2924.41,9.64,0.44,9.65,0.47,-0.53,9.12,9.13,9.20
2953.65,9.82,0.40,9.83,0.43,-0.47,9.36,9.36,9.43
2983.19,9.99,0.42,9.98,0.40,-0.41,9.58,9.57,9.57
3013.02,10.11,0.39,10.12,0.38,-0.36,9.76,9.76,9.72
3043.15,10.22,0.32,10.24,0.33,-0.29,9.93,9.95,9.91
3073.58,10.34,0.25,10.34,0.25,-0.21,10.13,10.13,10.09
3104.32,10.41,0.14,10.41,0.15,-0.12,10.30,10.29,10.28
3135.36,10.43,0.06,10.43,0.04,-0.00,10.43,10.43,10.38
3166.72,10.40,-0.09,10.39,-0.10,0.12,10.52,10.51,10.49
3198.38,10.32,-0.25,10.32,-0.26,0.24,10.56,10.56,10.58
3230.37,10.23,-0.42,10.26,-0.41,0.36,10.59,10.62,10.66
3262.67,10.21,-0.54,10.21,-0.53,0.47,10.68,10.68,10.75
3295.30,10.21,-0.60,10.22,-0.61,0.57,10.78,10.79,10.82
3328.25,10.23,-0.68,10.25,-0.65,0.66,10.89,10.91,10.91
3361.53,10.29,-0.68,10.27,-0.71,0.73,11.02,11.00,10.97
3395.15,10.30,-0.75,10.28,-0.77,0.81,11.11,11.09,11.06
3429.10,10.25,-0.87,10.29,-0.84,0.89,11.14,11.18,11.12
3463.39,10.28,-0.91,10.29,-0.90,0.96,11.25,11.25,11.19
3498.03,10.30,-0.94,10.29,-0.96,1.02,11.33,11.31,11.25
3533.01,10.27,-1.01,10.27,-1.01,1.05,11.33,11.32,11.28
3568.34,10.22,-1.08,10.21,-1.10,1.05,11.27,11.25,11.31
3604.02,10.12,-1.18,10.13,-1.18,0.99,11.12,11.13,11.31
3640.06,10.05,-1.23,10.08,-1.20,0.89,10.95,10.97,11.28
3676.46,10.04,-1.16,10.05,-1.14,0.74,10.79,10.79,11.21
3713.22,10.04,-1.00,10.03,-1.01,0.55,10.59,10.58,11.04
3750.36,10.00,-0.83,10.00,-0.84,0.34,10.35,10.34,10.83
3787.86,9.93,-0.65,9.92,-0.67,0.10,10.03,10.02,10.59
3825.74,9.83,-0.49,9.82,-0.50,-0.19,9.65,9.64,10.32
3864.00,9.74,-0.27,9.75,-0.25,-0.52,9.23,9.24,10.01
3902.64,9.72,0.09,9.77,0.14,-0.87,8.86,8.90,9.64
3941.66,9.87,0.66,9.88,0.66,-1.24,8.63,8.64,9.21
3981.08,10.07,1.29,10.07,1.30,-1.62,8.45,8.45,8.78
4020.89,10.25,1.93,10.26,1.94,-1.99,8.27,8.28,8.33
4061.10,10.41,2.51,10.36,2.45,-2.30,8.11,8.06,7.90
4101.71,10.34,2.82,10.34,2.81,-2.54,7.80,7.79,7.53
4142.73,10.18,2.97,10.19,2.98,-2.70,7.49,7.50,7.22
4184.15,9.97,2.98,9.97,2.97,-2.76,7.21,7.21,6.99
4226.00,9.72,2.85,9.73,2.84,-2.74,6.98,6.98,6.88
4268.26,9.51,2.61,9.50,2.60,-2.65,6.86,6.84,6.90
4310.94,9.33,2.32,9.35,2.34,-2.51,6.83,6.84,7.01
4354.05,9.30,2.09,9.36,2.13,-2.36,6.94,6.99,7.22
4397.59,9.51,2.00,9.53,2.00,-2.23,7.28,7.30,7.51
4441.56,9.86,1.98,9.84,1.99,-2.11,7.76,7.74,7.88
4485.98,10.20,2.01,10.23,2.02,-1.98,8.23,8.25,8.20
4530.84,10.54,2.04,10.55,2.02,-1.83,8.71,8.72,8.50
4576.15,10.77,1.96,10.70,1.93,-1.67,9.10,9.02,8.82
4621.91,10.65,1.72,10.63,1.69,-1.51,9.15,9.12,8.94
4668.13,10.34,1.34,10.36,1.34,-1.33,9.01,9.02,9.00
4714.81,9.94,0.95,9.96,0.96,-1.13,8.81,8.82,9.00
4761.96,9.55,0.65,9.58,0.67,-0.92,8.64,8.66,8.91
4809.58,9.22,0.46,9.26,0.52,-0.70,8.53,8.56,8.76
4857.67,8.99,0.47,9.00,0.48,-0.49,8.51,8.51,8.53
4906.25,8.75,0.49,8.73,0.43,-0.29,8.46,8.44,8.26
4955.31,8.39,0.28,8.37,0.26,-0.11,8.29,8.26,8.11
5004.87,7.91,-0.06,7.88,-0.09,0.07,7.99,7.95,7.98
5054.91,7.32,-0.55,7.35,-0.53,0.26,7.59,7.61,7.87
5105.46,6.79,-0.99,6.84,-0.95,0.49,7.28,7.33,7.78
5156.52,6.40,-1.29,6.43,-1.29,0.74,7.15,7.17,7.70
5208.08,6.05,-1.48,6.06,-1.43,1.01,7.07,7.08,7.53
5260.16,5.70,-1.64,5.65,-1.56,1.29,6.99,6.94,7.35
5312.77,5.12,-1.63,5.09,-1.93,1.55,6.68,6.64,6.76
5365.89,4.40,-2.37,4.40,-2.39,1.81,6.22,6.21,6.77
5419.55,3.56,-3.22,3.62,-2.88,2.07,5.63,5.69,6.79
5473.75,2.84,-3.19,2.83,-3.32,2.34,5.19,5.17,6.03
5528.49,2.07,-3.50,2.09,-3.53,2.64,4.71,4.73,5.57
5583.77,1.35,-3.74,1.38,-3.68,2.93,4.29,4.31,5.10
5639.61,0.72,-3.94,0.68,-3.98,3.20,3.92,3.88,4.66
5696.00,0.00,-4.25,0.03,-4.30,3.42,3.42,3.44,4.25
5752.96,-0.57,-4.65,-0.53,-4.60,3.57,3.01,3.04,4.09
5810.49,-0.98,-4.88,-0.88,-4.75,3.66,2.68,2.78,3.90
5868.60,-1.07,-4.76,-0.96,-4.68,3.67,2.60,2.71,3.69
5927.28,-0.85,-4.44,-0.82,-4.48,3.60,2.76,2.78,3.60
5986.56,-0.60,-4.20,-0.53,-4.22,3.46,2.86,2.93,3.60
6046.42,-0.29,-4.12,-0.19,-3.94,3.25,2.97,3.06,3.84
6106.89,0.04,-3.71,0.14,-3.64,3.00,3.04,3.13,3.76
6167.96,0.35,-3.33,0.47,-3.25,2.71,3.06,3.18,3.68
6229.64,0.66,-2.91,0.80,-2.81,2.41,3.07,3.21,3.58
6291.93,0.98,-2.48,1.12,-2.38,2.13,3.11,3.25,3.46
6354.85,1.26,-2.09,1.40,-1.98,1.87,3.14,3.28,3.35
6418.40,1.52,-1.69,1.62,-1.63,1.61,3.13,3.23,3.22
6482.58,1.65,-1.42,1.77,-1.35,1.33,2.99,3.10,3.07
6547.41,1.76,-1.14,1.88,-1.11,1.06,2.82,2.94,2.90
6612.88,1.85,-0.92,1.98,-0.88,0.80,2.65,2.78,2.78
6679.01,2.09,-0.55,2.12,-0.62,0.57,2.67,2.69,2.64
6745.80,2.33,-0.17,2.26,-0.35,0.38,2.72,2.64,2.51
6813.26,2.58,0.29,2.36,-0.10,0.24,2.83,2.60,2.30
6881.39,2.79,0.70,2.37,0.00,0.15,2.94,2.52,2.09
6950.21,2.87,0.88,2.29,-0.02,0.11,2.98,2.40,2.00
7019.71,2.81,0.68,2.15,-0.12,0.11,2.92,2.26,2.14
7089.91,2.78,0.74,2.00,-0.22,0.15,2.94,2.15,2.04
7160.81,2.79,0.87,1.85,-0.31,0.23,3.03,2.08,1.93
7232.41,2.90,1.08,1.70,-0.37,0.33,3.24,2.03,1.82
7304.74,2.98,1.24,1.55,-0.45,0.44,3.43,2.00,1.74
7377.79,3.07,1.40,1.40,-0.53,0.54,3.61,1.94,1.68
7451.56,3.13,1.51,1.25,-0.62,0.62,3.76,1.87,1.62
7526.08,3.06,1.48,1.10,-0.70,0.70,3.76,1.79,1.58
7601.34,2.96,1.41,0.94,-0.78,0.77,3.74,1.72,1.56
7677.35,2.85,1.33,0.79,-0.85,0.85,3.71,1.64,1.52
7754.13,2.72,1.26,0.63,-0.93,0.93,3.66,1.56,1.47
7831.67,2.62,1.19,0.46,-1.00,1.01,3.64,1.47,1.44
7909.98,2.54,1.16,0.28,-1.08,1.09,3.64,1.37,1.38
7989.08,2.48,1.17,0.09,-1.16,1.17,3.66,1.26,1.32
8068.98,2.41,1.13,-0.11,-1.24,1.25,3.67,1.14,1.29
8149.67,2.25,1.06,-0.31,-1.32,1.33,3.58,1.02,1.19
8231.16,2.06,0.94,-0.51,-1.40,1.40,3.46,0.89,1.13
8313.47,1.82,0.74,-0.71,-1.47,1.46,3.29,0.75,1.08
8396.61,1.64,0.63,-0.89,-1.52,1.51,3.16,0.62,1.01
8480.57,1.43,0.47,-1.07,-1.56,1.55,2.98,0.48,0.97
8565.38,1.24,0.29,-1.22,-1.57,1.56,2.81,0.34,0.95
8651.03,0.90,-0.02,-1.36,-1.58,1.56,2.47,0.20,0.92
8737.54,0.37,-0.56,-1.48,-1.56,1.55,1.92,0.06,0.94
8824.92,-0.33,-1.28,-1.58,-1.52,1.51,1.19,-0.07,0.95
8913.17,-1.20,-2.17,-1.67,-1.47,1.47,0.27,-0.20,0.98
9002.30,-2.05,-3.02,-1.75,-1.40,1.41,-0.63,-0.34,0.98
9092.32,-2.79,-3.78,-1.82,-1.33,1.35,-1.44,-0.47,0.99
9183.25,-3.38,-4.33,-1.90,-1.26,1.28,-2.09,-0.62,0.96
9275.08,-3.83,-4.73,-1.98,-1.19,1.21,-2.62,-0.77,0.90
9367.83,-4.33,-5.12,-2.06,-1.11,1.13,-3.20,-0.93,0.79
9461.51,-4.78,-5.38,-2.14,-1.03,1.02,-3.76,-1.12,0.61
9556.12,-5.27,-5.61,-2.21,-0.94,0.89,-4.38,-1.32,0.34
9651.68,-5.63,-5.61,-2.26,-0.82,0.75,-4.87,-1.51,-0.02
9748.20,-5.68,-5.24,-2.29,-0.67,0.61,-5.07,-1.68,-0.43
9845.68,-5.51,-4.52,-2.30,-0.49,0.47,-5.04,-1.83,-0.99
9944.14,-5.29,-3.61,-2.28,-0.29,0.33,-4.95,-1.95,-1.68
10043.58,-4.95,-2.55,-2.26,-0.07,0.21,-4.73,-2.05,-2.39
10144.02,-4.44,-1.33,-2.36,-0.04,0.11,-4.33,-2.25,-3.11
10245.46,-3.72,0.11,-2.46,-0.01,0.02,-3.69,-2.44,-3.82
10347.91,-2.83,1.74,-2.56,0.02,-0.04,-2.86,-2.60,-4.56
10451.39,-1.90,3.41,-2.66,0.04,-0.08,-1.97,-2.74,-5.31
10555.91,-1.12,4.68,-2.76,0.07,-0.10,-1.21,-2.86,-5.79
10661.46,-0.54,5.69,-2.86,0.10,-0.11,-0.65,-2.97,-6.23
10768.08,-0.56,6.00,-2.96,0.13,-0.13,-0.68,-3.09,-6.56
10875.76,-1.19,5.55,-3.06,0.15,-0.15,-1.34,-3.21,-6.73
10984.52,-2.02,4.86,-3.16,0.18,-0.18,-2.19,-3.34,-6.88
11094.36,-3.03,3.62,-3.26,0.21,-0.21,-3.23,-3.47,-6.65
11205.31,-4.17,2.08,-3.36,0.23,-0.23,-4.40,-3.59,-6.24
11317.36,-5.12,0.75,-3.46,0.26,-0.26,-5.37,-3.72,-5.87
11430.53,-5.84,-0.57,-3.56,0.28,-0.28,-6.12,-3.85,-5.26
11544.84,-6.35,-1.72,-3.66,0.31,-0.31,-6.65,-3.97,-4.62
11660.29,-5.94,-1.95,-3.77,0.33,-0.33,-6.27,-4.10,-3.99
11776.89,-5.03,-1.70,-3.87,0.36,-0.36,-5.38,-4.22,-3.32
11894.66,-3.82,-1.04,-3.97,0.38,-0.38,-4.20,-4.35,-2.77
12013.60,-2.41,-0.26,-4.07,0.40,-0.40,-2.81,-4.47,-2.15
12133.74,-1.16,0.52,-4.17,0.43,-0.43,-1.58,-4.60,-1.67
12255.08,-0.24,1.02,-4.28,0.45,-0.45,-0.69,-4.73,-1.26
12377.63,0.31,1.19,-4.38,0.47,-0.47,-0.16,-4.85,-0.88
12501.41,0.12,0.89,-4.48,0.50,-0.50,-0.37,-4.98,-0.76
12626.42,-0.49,0.25,-4.58,0.52,-0.52,-1.00,-5.10,-0.74
12752.68,-1.54,-0.62,-4.69,0.54,-0.54,-2.07,-5.22,-0.92
12880.21,-2.99,-1.66,-4.79,0.56,-0.56,-3.55,-5.35,-1.32
13009.01,-4.64,-2.86,-4.89,0.58,-0.58,-5.22,-5.47,-1.78
13139.10,-6.29,-3.86,-4.99,0.60,-0.60,-6.89,-5.60,-2.42
13270.49,-7.59,-4.45,-5.10,0.62,-0.62,-8.21,-5.72,-3.13
13403.20,-8.70,-4.95,-5.20,0.64,-0.64,-9.34,-5.85,-3.75
13537.23,-9.26,-4.78,-5.30,0.66,-0.66,-9.92,-5.97,-4.47
13672.60,-9.53,-4.44,-5.41,0.68,-0.68,-10.21,-6.09,-5.09
13809.33,-9.62,-3.84,-5.51,0.70,-0.70,-10.32,-6.22,-5.78
13947.42,-9.43,-2.88,-5.62,0.72,-0.72,-10.15,-6.34,-6.54
14086.90,-9.23,-2.16,-5.72,0.74,-0.74,-9.97,-6.46,-7.07
14227.77,-8.99,-1.38,-5.83,0.76,-0.76,-9.75,-6.59,-7.61
14370.04,-9.04,-0.91,-5.93,0.78,-0.78,-9.81,-6.71,-8.12
14513.74,-9.53,-0.97,-6.04,0.80,-0.80,-10.32,-6.83,-8.56
14658.88,-10.08,-1.14,-6.14,0.81,-0.81,-10.89,-6.95,-8.94
14805.47,-10.69,-1.37,-6.25,0.83,-0.83,-11.52,-7.08,-9.31
14953.52,-11.16,-1.57,-6.35,0.85,-0.85,-12.00,-7.20,-9.59
15103.06,-11.08,-1.24,-6.46,0.86,-0.86,-11.94,-7.32,-9.83
15254.09,-10.33,-0.37,-6.56,0.88,-0.88,-11.21,-7.44,-9.95
15406.63,-9.30,0.72,-6.67,0.90,-0.90,-10.19,-7.56,-10.02
15560.70,-7.81,2.33,-6.77,0.91,-0.91,-8.72,-7.69,-10.13
15716.30,-6.12,4.07,-6.88,0.93,-0.93,-7.04,-7.81,-10.19
15873.47,-4.52,5.77,-6.99,0.94,-0.94,-5.46,-7.93,-10.29
16032.20,-3.01,7.44,-7.09,0.96,-0.96,-3.96,-8.05,-10.44
16192.52,-1.87,8.72,-7.20,0.97,-0.97,-2.84,-8.17,-10.59
