frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
533.44,-1.12,1.06,-1.11,1.06,-1.06,-2.17,-2.17,-2.17
538.77,-1.06,1.04,-1.06,1.03,-1.03,-2.09,-2.09,-2.09
544.16,-1.03,0.99,-1.02,1.00,-1.00,-2.03,-2.02,-2.01
549.60,-0.98,0.97,-0.97,0.97,-0.97,-1.95,-1.95,-1.94
555.10,-0.93,0.94,-0.93,0.94,-0.95,-1.87,-1.87,-1.86
560.65,-0.88,0.93,-0.88,0.92,-0.92,-1.80,-1.80,-1.80
566.25,-0.84,0.90,-0.84,0.90,-0.90,-1.74,-1.74,-1.73
571.92,-0.80,0.88,-0.79,0.89,-0.89,-1.68,-1.68,-1.67
577.64,-0.75,0.88,-0.75,0.87,-0.87,-1.62,-1.62,-1.62
583.41,-0.70,0.87,-0.70,0.86,-0.86,-1.56,-1.57,-1.56
589.25,-0.67,0.85,-0.66,0.86,-0.85,-1.52,-1.51,-1.51
595.14,-0.62,0.85,-0.62,0.85,-0.84,-1.46,-1.46,-1.46
601.09,-0.58,0.85,-0.58,0.84,-0.84,-1.41,-1.42,-1.42
607.10,-0.55,0.84,-0.54,0.84,-0.83,-1.38,-1.37,-1.38
613.17,-0.53,0.82,-0.52,0.83,-0.83,-1.35,-1.35,-1.34
619.30,-0.49,0.84,-0.50,0.82,-0.83,-1.31,-1.32,-1.32
625.50,-0.49,0.80,-0.48,0.82,-0.83,-1.32,-1.31,-1.28
631.75,-0.45,0.84,-0.45,0.83,-0.84,-1.28,-1.29,-1.28
638.07,-0.43,0.85,-0.42,0.85,-0.85,-1.28,-1.27,-1.27
644.45,-0.38,0.89,-0.38,0.88,-0.87,-1.25,-1.25,-1.26
650.89,-0.34,0.90,-0.34,0.90,-0.90,-1.23,-1.23,-1.23
657.40,-0.29,0.93,-0.28,0.93,-0.94,-1.22,-1.22,-1.21
663.98,-0.23,0.96,-0.23,0.96,-0.98,-1.21,-1.21,-1.18
670.62,-0.17,1.02,-0.17,1.02,-1.03,-1.20,-1.20,-1.18
677.32,-0.12,1.07,-0.10,1.08,-1.09,-1.21,-1.20,-1.18
684.10,-0.04,1.16,-0.04,1.14,-1.16,-1.19,-1.20,-1.19
690.94,0.03,1.21,0.03,1.21,-1.22,-1.19,-1.19,-1.17
697.85,0.09,1.25,0.11,1.27,-1.28,-1.18,-1.17,-1.15
704.83,0.18,1.33,0.18,1.32,-1.32,-1.13,-1.14,-1.14
711.87,0.25,1.36,0.25,1.36,-1.33,-1.08,-1.08,-1.10
718.99,0.31,1.38,0.32,1.37,-1.32,-1.01,-1.01,-1.06
726.18,0.35,1.33,0.36,1.33,-1.28,-0.93,-0.93,-0.97
733.44,0.38,1.27,0.37,1.25,-1.22,-0.83,-0.85,-0.88
740.78,0.34,1.12,0.35,1.13,-1.13,-0.78,-0.78,-0.77
748.19,0.31,0.99,0.32,0.99,-1.01,-0.70,-0.70,-0.67
755.67,0.27,0.85,0.28,0.85,-0.88,-0.61,-0.60,-0.57
763.23,0.25,0.71,0.26,0.71,-0.74,-0.48,-0.48,-0.45
770.86,0.24,0.58,0.25,0.58,-0.58,-0.34,-0.34,-0.33
778.57,0.24,0.45,0.25,0.44,-0.43,-0.19,-0.18,-0.20
786.35,0.25,0.30,0.25,0.30,-0.28,-0.03,-0.03,-0.04
794.22,0.25,0.16,0.25,0.15,-0.14,0.12,0.12,0.10
802.16,0.25,-0.01,0.25,-0.01,0.00,0.26,0.26,0.27
810.18,0.25,-0.15,0.26,-0.15,0.13,0.39,0.39,0.41
818.28,0.26,-0.27,0.27,-0.27,0.25,0.52,0.52,0.54
826.46,0.29,-0.37,0.29,-0.37,0.36,0.65,0.65,0.67
834.73,0.32,-0.46,0.33,-0.46,0.45,0.77,0.78,0.79
843.08,0.37,-0.51,0.37,-0.52,0.52,0.89,0.89,0.89
851.51,0.40,-0.57,0.40,-0.56,0.57,0.97,0.97,0.98
860.02,0.42,-0.58,0.42,-0.59,0.60,1.02,1.02,1.01
868.62,0.42,-0.60,0.42,-0.60,0.61,1.03,1.03,1.03
877.31,0.40,-0.59,0.40,-0.59,0.60,1.00,1.00,1.00
886.08,0.36,-0.57,0.36,-0.57,0.56,0.92,0.92,0.94
894.94,0.31,-0.53,0.32,-0.53,0.50,0.81,0.81,0.85
903.89,0.26,-0.45,0.27,-0.44,0.41,0.67,0.68,0.72
912.93,0.21,-0.33,0.22,-0.33,0.30,0.52,0.52,0.55
922.06,0.18,-0.18,0.18,-0.19,0.18,0.36,0.36,0.37
931.28,0.13,-0.05,0.14,-0.04,0.04,0.18,0.19,0.19
940.59,0.12,0.12,0.11,0.10,-0.09,0.03,0.02,0.01
950.00,0.07,0.24,0.09,0.24,-0.22,-0.14,-0.13,-0.16
959.50,0.07,0.34,0.08,0.36,-0.33,-0.25,-0.25,-0.26
969.09,0.07,0.46,0.07,0.45,-0.42,-0.34,-0.35,-0.38
978.78,0.06,0.52,0.06,0.51,-0.48,-0.42,-0.42,-0.45
988.57,0.03,0.54,0.04,0.54,-0.53,-0.49,-0.49,-0.50
998.46,0.00,0.54,0.01,0.54,-0.55,-0.55,-0.54,-0.53
1008.44,-0.03,0.54,-0.03,0.54,-0.55,-0.58,-0.58,-0.56
1018.53,-0.08,0.52,-0.07,0.52,-0.53,-0.61,-0.60,-0.59
1028.71,-0.12,0.50,-0.11,0.50,-0.49,-0.61,-0.61,-0.61
1039.00,-0.18,0.47,-0.18,0.47,-0.44,-0.62,-0.62,-0.64
1049.39,-0.25,0.44,-0.26,0.42,-0.39,-0.63,-0.65,-0.68
1059.88,-0.38,0.34,-0.37,0.35,-0.33,-0.71,-0.70,-0.71
1070.48,-0.48,0.29,-0.48,0.28,-0.29,-0.77,-0.77,-0.76
1081.19,-0.60,0.21,-0.59,0.21,-0.27,-0.86,-0.86,-0.80
1092.00,-0.68,0.18,-0.67,0.19,-0.25,-0.93,-0.92,-0.85
1102.92,-0.73,0.21,-0.72,0.21,-0.26,-0.99,-0.99,-0.93
1113.95,-0.75,0.27,-0.74,0.26,-0.29,-1.03,-1.03,-1.01
1125.09,-0.75,0.33,-0.74,0.33,-0.33,-1.07,-1.07,-1.07
1136.34,-0.73,0.40,-0.73,0.40,-0.38,-1.10,-1.10,-1.12
1147.70,-0.71,0.46,-0.72,0.45,-0.43,-1.13,-1.15,-1.16
1159.18,-0.73,0.48,-0.72,0.49,-0.47,-1.19,-1.19,-1.20
1170.77,-0.75,0.49,-0.74,0.49,-0.48,-1.23,-1.22,-1.23
1182.48,-0.75,0.50,-0.76,0.48,-0.47,-1.22,-1.23,-1.24
1194.30,-0.79,0.43,-0.77,0.45,-0.43,-1.21,-1.20,-1.21
1206.25,-0.79,0.39,-0.79,0.38,-0.35,-1.14,-1.15,-1.17
1218.31,-0.83,0.28,-0.83,0.27,-0.25,-1.07,-1.07,-1.10
1230.49,-0.86,0.14,-0.86,0.14,-0.12,-0.98,-0.98,-0.99
1242.80,-0.91,-0.02,-0.90,-0.02,0.03,-0.88,-0.87,-0.88
1255.22,-0.94,-0.20,-0.93,-0.20,0.19,-0.74,-0.74,-0.73
1267.78,-0.97,-0.38,-0.97,-0.38,0.36,-0.60,-0.60,-0.58
1280.45,-0.99,-0.56,-0.98,-0.55,0.53,-0.45,-0.45,-0.42
1293.26,-1.01,-0.71,-1.00,-0.72,0.70,-0.30,-0.30,-0.29
1306.19,-1.01,-0.87,-1.01,-0.87,0.87,-0.14,-0.14,-0.13
1319.25,-1.05,-1.03,-1.04,-1.02,1.03,-0.02,-0.01,-0.01
1332.45,-1.08,-1.14,-1.08,-1.15,1.17,0.09,0.09,0.07
1345.77,-1.17,-1.27,-1.16,-1.27,1.30,0.13,0.13,0.11
1359.23,-1.27,-1.38,-1.27,-1.39,1.40,0.14,0.13,0.12
1372.82,-1.42,-1.50,-1.42,-1.50,1.48,0.07,0.06,0.09
1386.55,-1.57,-1.56,-1.56,-1.56,1.53,-0.04,-0.03,-0.00
1400.41,-1.71,-1.60,-1.70,-1.58,1.54,-0.16,-0.16,-0.10
1414.42,-1.80,-1.54,-1.80,-1.56,1.51,-0.28,-0.29,-0.25
1428.56,-1.89,-1.49,-1.88,-1.49,1.45,-0.44,-0.43,-0.39
1442.85,-1.92,-1.38,-1.91,-1.37,1.35,-0.56,-0.56,-0.53
1457.28,-1.92,-1.24,-1.92,-1.24,1.23,-0.69,-0.69,-0.67
1471.85,-1.88,-1.08,-1.88,-1.09,1.09,-0.78,-0.79,-0.79
1486.57,-1.83,-0.95,-1.82,-0.94,0.96,-0.87,-0.86,-0.87
1501.43,-1.74,-0.79,-1.73,-0.80,0.84,-0.90,-0.90,-0.94
1516.45,-1.64,-0.68,-1.63,-0.69,0.74,-0.90,-0.90,-0.95
1531.61,-1.53,-0.62,-1.53,-0.62,0.67,-0.86,-0.87,-0.90
1546.93,-1.45,-0.60,-1.45,-0.60,0.63,-0.82,-0.82,-0.84
1562.40,-1.38,-0.60,-1.38,-0.61,0.62,-0.75,-0.76,-0.77
1578.02,-1.34,-0.64,-1.33,-0.64,0.65,-0.69,-0.68,-0.69
1593.80,-1.29,-0.69,-1.28,-0.69,0.69,-0.59,-0.59,-0.59
1609.74,-1.24,-0.75,-1.24,-0.75,0.75,-0.49,-0.49,-0.48
1625.84,-1.19,-0.81,-1.20,-0.83,0.81,-0.37,-0.38,-0.37
1642.10,-1.18,-0.92,-1.17,-0.90,0.87,-0.30,-0.29,-0.25
1658.52,-1.14,-0.96,-1.14,-0.97,0.93,-0.21,-0.21,-0.17
1675.10,-1.12,-1.02,-1.11,-1.02,0.98,-0.13,-0.12,-0.09
1691.85,-1.07,-1.05,-1.05,-1.03,1.03,-0.03,-0.02,-0.01
1708.77,-1.00,-1.04,-1.01,-1.06,1.09,0.09,0.08,0.05
1725.86,-0.97,-1.08,-0.97,-1.10,1.14,0.17,0.16,0.12
1743.12,-0.97,-1.16,-0.96,-1.15,1.19,0.22,0.23,0.20
1760.55,-0.97,-1.23,-0.96,-1.23,1.24,0.28,0.28,0.27
1778.15,-0.97,-1.29,-0.96,-1.29,1.29,0.33,0.33,0.33
1795.94,-0.95,-1.34,-0.95,-1.35,1.33,0.39,0.38,0.40
1813.90,-0.92,-1.39,-0.92,-1.39,1.36,0.44,0.43,0.48
1832.03,-0.90,-1.43,-0.87,-1.41,1.36,0.46,0.49,0.54
1850.36,-0.79,-1.39,-0.80,-1.41,1.34,0.56,0.55,0.61
1868.86,-0.71,-1.39,-0.69,-1.37,1.32,0.61,0.63,0.69
1887.55,-0.57,-1.31,-0.57,-1.30,1.29,0.72,0.72,0.75
1906.42,-0.46,-1.23,-0.47,-1.24,1.27,0.82,0.81,0.78
1925.49,-0.38,-1.19,-0.38,-1.21,1.29,0.91,0.90,0.82
1944.74,-0.36,-1.25,-0.34,-1.24,1.34,0.98,1.00,0.90
1964.19,-0.32,-1.33,-0.33,-1.34,1.43,1.11,1.10,1.02
1983.83,-0.34,-1.50,-0.34,-1.50,1.55,1.21,1.21,1.17
2003.67,-0.36,-1.69,-0.36,-1.69,1.70,1.35,1.34,1.34
2023.71,-0.38,-1.90,-0.39,-1.91,1.87,1.49,1.48,1.53
2043.94,-0.39,-2.13,-0.36,-2.12,2.04,1.66,1.68,1.75
2064.38,-0.26,-2.30,-0.25,-2.29,2.21,1.96,1.96,2.05
2085.03,-0.06,-2.43,-0.04,-2.41,2.36,2.31,2.32,2.38
2105.88,0.24,-2.47,0.23,-2.51,2.50,2.75,2.74,2.72
2126.94,0.55,-2.59,0.55,-2.60,2.63,3.18,3.18,3.15
2148.20,0.86,-2.71,0.87,-2.69,2.76,3.63,3.64,3.58
2169.69,1.19,-2.80,1.19,-2.81,2.89,4.08,4.07,4.00
2191.38,1.49,-2.91,1.49,-2.92,2.99,4.48,4.48,4.41
2213.30,1.76,-3.03,1.77,-3.03,3.06,4.83,4.83,4.80
2235.43,2.03,-3.13,2.03,-3.14,3.10,5.13,5.13,5.17
2257.78,2.27,-3.23,2.28,-3.22,3.09,5.36,5.37,5.51
2280.36,2.55,-3.24,2.55,-3.24,3.02,5.58,5.58,5.80
2303.17,2.83,-3.19,2.85,-3.19,2.90,5.74,5.75,6.03
2326.20,3.17,-3.05,3.17,-3.06,2.73,5.90,5.90,6.23
2349.46,3.50,-2.87,3.51,-2.86,2.51,6.01,6.02,6.38
2372.95,3.86,-2.60,3.86,-2.60,2.25,6.12,6.11,6.47
2396.68,4.21,-2.29,4.22,-2.29,1.97,6.18,6.18,6.51
2420.65,4.57,-1.95,4.58,-1.95,1.67,6.25,6.25,6.53
2444.86,4.93,-1.58,4.93,-1.59,1.40,6.33,6.33,6.52
2469.31,5.25,-1.24,5.26,-1.23,1.15,6.41,6.42,6.50
2494.00,5.56,-0.89,5.56,-0.90,0.92,6.48,6.48,6.46
2518.94,5.83,-0.62,5.81,-0.64,0.69,6.53,6.50,6.46
2544.13,6.02,-0.41,6.02,-0.42,0.46,6.49,6.49,6.44
2569.57,6.19,-0.26,6.21,-0.24,0.23,6.43,6.45,6.46
2595.27,6.43,-0.06,6.42,-0.07,-0.00,6.43,6.42,6.50
2621.22,6.67,0.12,6.70,0.13,-0.23,6.44,6.46,6.56
2647.43,7.01,0.37,7.03,0.38,-0.45,6.56,6.57,6.65
2673.90,7.40,0.64,7.40,0.64,-0.65,6.75,6.74,6.77
2700.64,7.78,0.90,7.78,0.89,-0.83,6.96,6.95,6.89
2727.65,8.14,1.08,8.13,1.08,-0.97,7.18,7.17,7.07
2754.93,8.44,1.20,8.44,1.17,-1.07,7.38,7.37,7.25
2782.48,8.70,1.19,8.71,1.19,-1.12,7.58,7.59,7.52
2810.30,8.93,1.12,8.93,1.14,-1.13,7.81,7.80,7.82
2838.40,9.13,1.08,9.13,1.08,-1.10,8.04,8.03,8.06
2866.79,9.29,1.00,9.31,1.00,-1.05,8.25,8.26,8.30
2895.46,9.48,0.95,9.48,0.92,-0.98,8.50,8.50,8.54
2924.41,9.64,0.83,9.65,0.85,-0.92,8.73,8.74,8.82
2953.65,9.82,0.79,9.83,0.82,-0.86,8.97,8.97,9.04
2983.19,9.99,0.82,9.98,0.79,-0.81,9.19,9.17,9.18
3013.02,10.11,0.79,10.12,0.78,-0.75,9.36,9.36,9.33
3043.15,10.22,0.72,10.24,0.73,-0.69,9.53,9.55,9.51
3073.58,10.34,0.66,10.34,0.65,-0.62,9.73,9.72,9.69
3104.32,10.41,0.55,10.41,0.56,-0.52,9.89,9.88,9.87
3135.36,10.43,0.47,10.43,0.46,-0.42,10.02,10.01,9.97
3166.72,10.40,0.33,10.39,0.32,-0.30,10.10,10.09,10.08
3198.38,10.32,0.17,10.32,0.16,-0.18,10.14,10.14,10.16
3230.37,10.23,-0.00,10.26,0.02,-0.06,10.17,10.19,10.24
3262.67,10.21,-0.11,10.21,-0.11,0.04,10.26,10.26,10.33
3295.30,10.21,-0.17,10.22,-0.18,0.14,10.35,10.35,10.39
3328.25,10.23,-0.24,10.25,-0.22,0.22,10.46,10.47,10.48
3361.53,10.29,-0.24,10.27,-0.27,0.29,10.58,10.56,10.54
3395.15,10.30,-0.31,10.28,-0.33,0.37,10.67,10.65,10.62
3429.10,10.25,-0.42,10.29,-0.39,0.44,10.70,10.74,10.68
3463.39,10.28,-0.46,10.29,-0.46,0.51,10.80,10.80,10.75
3498.03,10.30,-0.49,10.29,-0.50,0.57,10.87,10.86,10.80
3533.01,10.27,-0.55,10.27,-0.56,0.59,10.87,10.86,10.83
3568.34,10.22,-0.62,10.21,-0.64,0.58,10.80,10.79,10.85
3604.02,10.12,-0.72,10.13,-0.72,0.52,10.64,10.65,10.85
3640.06,10.05,-0.76,10.08,-0.73,0.41,10.46,10.49,10.82
3676.46,10.04,-0.69,10.05,-0.67,0.25,10.30,10.30,10.74
3713.22,10.04,-0.52,10.03,-0.54,0.05,10.10,10.08,10.57
3750.36,10.00,-0.35,10.00,-0.36,-0.16,9.85,9.84,10.36
3787.86,9.93,-0.17,9.92,-0.19,-0.40,9.53,9.52,10.11
3825.74,9.83,-0.00,9.82,-0.02,-0.69,9.15,9.13,9.84
3864.00,9.74,0.22,9.75,0.24,-1.02,8.73,8.74,9.53
3902.64,9.72,0.58,9.77,0.63,-1.37,8.36,8.40,9.15
3941.66,9.87,1.16,9.88,1.15,-1.74,8.13,8.14,8.72
3981.08,10.07,1.79,10.07,1.80,-2.12,7.95,7.95,8.29
4020.89,10.25,2.43,10.26,2.44,-2.49,7.77,7.78,7.83
4061.10,10.41,3.02,10.36,2.96,-2.81,7.61,7.55,7.40
4101.71,10.34,3.33,10.34,3.32,-3.05,7.29,7.28,7.02
4142.73,10.18,3.48,10.19,3.49,-3.21,6.97,6.98,6.71
4184.15,9.97,3.50,9.97,3.49,-3.28,6.70,6.69,6.48
4226.00,9.72,3.37,9.73,3.36,-3.26,6.46,6.46,6.36
4268.26,9.51,3.14,9.50,3.12,-3.18,6.34,6.32,6.38
4310.94,9.33,2.85,9.35,2.87,-3.04,6.30,6.31,6.49
4354.05,9.30,2.62,9.36,2.66,-2.89,6.41,6.46,6.69
4397.59,9.51,2.54,9.53,2.54,-2.77,6.75,6.76,6.98
4441.56,9.86,2.52,9.84,2.53,-2.65,7.22,7.20,7.35
4485.98,10.20,2.55,10.23,2.56,-2.52,7.69,7.71,7.66
4530.84,10.54,2.59,10.55,2.57,-2.38,8.17,8.17,7.96
4576.15,10.77,2.51,10.70,2.48,-2.22,8.55,8.47,8.27
4621.91,10.65,2.27,10.63,2.24,-2.06,8.59,8.57,8.39
4668.13,10.34,1.90,10.36,1.90,-1.89,8.46,8.47,8.45
4714.81,9.94,1.51,9.96,1.52,-1.69,8.25,8.26,8.44
4761.96,9.55,1.21,9.58,1.23,-1.48,8.07,8.09,8.35
4809.58,9.22,1.03,9.26,1.09,-1.27,7.96,7.99,8.20
4857.67,8.99,1.04,9.00,1.05,-1.06,7.94,7.94,7.96
4906.25,8.75,1.07,8.73,1.00,-0.86,7.89,7.86,7.69
4955.31,8.39,0.86,8.37,0.83,-0.68,7.71,7.68,7.54
5004.87,7.91,0.52,7.88,0.49,-0.51,7.41,7.38,7.40
5054.91,7.32,0.04,7.35,0.05,-0.31,7.01,7.03,7.29
5105.46,6.79,-0.40,6.84,-0.36,-0.09,6.70,6.75,7.20
5156.52,6.40,-0.70,6.43,-0.69,0.16,6.57,6.59,7.11
5208.08,6.05,-0.88,6.06,-0.83,0.44,6.49,6.50,6.94
5260.16,5.70,-1.04,5.65,-0.96,0.71,6.41,6.36,6.75
5312.77,5.12,-1.03,5.09,-1.33,0.97,6.10,6.07,6.16
5365.89,4.40,-1.76,4.40,-1.78,1.23,5.64,5.63,6.17
5419.55,3.56,-2.61,3.62,-2.27,1.49,5.06,5.11,6.18
5473.75,2.84,-2.57,2.83,-2.71,1.77,4.62,4.60,5.42
5528.49,2.07,-2.88,2.09,-2.92,2.07,4.14,4.16,4.96
5583.77,1.35,-3.12,1.38,-3.06,2.36,3.71,3.74,4.48
5639.61,0.72,-3.31,0.68,-3.36,2.62,3.34,3.30,4.04
5696.00,0.00,-3.62,0.03,-3.67,2.83,2.83,2.85,3.63
5752.96,-0.57,-4.02,-0.53,-3.97,2.97,2.40,2.44,3.46
5810.49,-0.98,-4.24,-0.88,-4.12,3.04,2.07,2.16,3.27
5868.60,-1.07,-4.12,-0.96,-4.04,3.04,1.97,2.07,3.06
5927.28,-0.85,-3.80,-0.82,-3.84,2.95,2.11,2.13,2.96
5986.56,-0.60,-3.55,-0.53,-3.57,2.80,2.20,2.27,2.96
6046.42,-0.29,-3.47,-0.19,-3.29,2.58,2.30,2.39,3.19
6106.89,0.04,-3.06,0.14,-2.99,2.32,2.36,2.46,3.11
6167.96,0.35,-2.67,0.47,-2.60,2.02,2.38,2.50,3.03
6229.64,0.66,-2.25,0.80,-2.15,1.73,2.39,2.53,2.92
6291.93,0.98,-1.81,1.12,-1.72,1.46,2.44,2.58,2.80
6354.85,1.26,-1.42,1.40,-1.32,1.20,2.46,2.60,2.69
6418.40,1.52,-1.02,1.62,-0.96,0.93,2.46,2.56,2.55
6482.58,1.65,-0.74,1.77,-0.68,0.66,2.31,2.43,2.40
6547.41,1.76,-0.46,1.88,-0.43,0.38,2.14,2.26,2.23
6612.88,1.85,-0.24,1.98,-0.20,0.12,1.97,2.10,2.10
6679.01,2.09,0.14,2.12,0.06,-0.11,1.98,2.00,1.96
6745.80,2.33,0.52,2.26,0.34,-0.30,2.03,1.95,1.82
6813.26,2.58,0.98,2.36,0.59,-0.45,2.14,1.91,1.61
6881.39,2.79,1.40,2.37,0.70,-0.55,2.25,1.82,1.40
6950.21,2.87,1.58,2.29,0.68,-0.59,2.28,1.70,1.30
7019.71,2.81,1.38,2.15,0.59,-0.60,2.22,1.56,1.44
7089.91,2.78,1.45,2.00,0.48,-0.55,2.23,1.44,1.34
7160.81,2.79,1.58,1.85,0.40,-0.48,2.32,1.37,1.22
7232.41,2.90,1.80,1.70,0.34,-0.38,2.53,1.32,1.11
7304.74,2.98,1.96,1.55,0.27,-0.28,2.71,1.28,1.03
7377.79,3.07,2.12,1.40,0.19,-0.18,2.89,1.22,0.96
7451.56,3.13,2.24,1.25,0.10,-0.10,3.03,1.15,0.90
7526.08,3.06,2.21,1.10,0.03,-0.03,3.03,1.07,0.86
7601.34,2.96,2.14,0.94,-0.05,0.04,3.01,0.99,0.83
7677.35,2.85,2.07,0.79,-0.12,0.12,2.97,0.90,0.79
7754.13,2.72,2.00,0.63,-0.19,0.19,2.92,0.82,0.73
7831.67,2.62,1.93,0.46,-0.26,0.27,2.89,0.73,0.70
7909.98,2.54,1.91,0.28,-0.33,0.34,2.89,0.62,0.64
7989.08,2.48,1.92,0.09,-0.41,0.42,2.91,0.51,0.57
8068.98,2.41,1.88,-0.11,-0.49,0.50,2.91,0.39,0.54
8149.67,2.25,1.82,-0.31,-0.57,0.57,2.82,0.26,0.44
8231.16,2.06,1.70,-0.51,-0.64,0.64,2.70,0.13,0.37
8313.47,1.82,1.51,-0.71,-0.70,0.70,2.52,-0.01,0.32
8396.61,1.64,1.40,-0.89,-0.75,0.74,2.39,-0.15,0.25
8480.57,1.43,1.24,-1.07,-0.78,0.77,2.21,-0.29,0.20
8565.38,1.24,1.07,-1.22,-0.80,0.79,2.03,-0.44,0.18
8651.03,0.90,0.76,-1.36,-0.80,0.78,1.69,-0.58,0.15
8737.54,0.37,0.22,-1.48,-0.77,0.76,1.14,-0.72,0.16
8824.92,-0.33,-0.49,-1.58,-0.73,0.73,0.40,-0.86,0.17
8913.17,-1.20,-1.38,-1.67,-0.68,0.68,-0.52,-0.99,0.19
9002.30,-2.05,-2.23,-1.75,-0.61,0.62,-1.43,-1.13,0.19
9092.32,-2.79,-2.98,-1.82,-0.54,0.55,-2.23,-1.27,0.20
9183.25,-3.38,-3.53,-1.90,-0.46,0.48,-2.89,-1.42,0.16
9275.08,-3.83,-3.92,-1.98,-0.38,0.40,-3.42,-1.57,0.10
9367.83,-4.33,-4.31,-2.06,-0.30,0.32,-4.01,-1.74,-0.01
9461.51,-4.78,-4.57,-2.14,-0.22,0.21,-4.57,-1.93,-0.20
9556.12,-5.27,-4.79,-2.21,-0.12,0.08,-5.19,-2.13,-0.47
9651.68,-5.63,-4.79,-2.26,-0.00,-0.07,-5.69,-2.33,-0.83
9748.20,-5.68,-4.42,-2.29,0.15,-0.21,-5.89,-2.50,-1.25
9845.68,-5.51,-3.69,-2.30,0.33,-0.36,-5.86,-2.65,-1.81
9944.14,-5.29,-2.78,-2.28,0.54,-0.49,-5.78,-2.78,-2.50
10043.58,-4.95,-1.72,-2.26,0.76,-0.62,-5.57,-2.88,-3.22
10144.02,-4.44,-0.49,-2.36,0.79,-0.73,-5.16,-3.09,-3.94
10245.46,-3.72,0.95,-2.46,0.83,-0.82,-4.53,-3.28,-4.66
10347.91,-2.83,2.58,-2.56,0.86,-0.88,-3.71,-3.44,-5.40
10451.39,-1.90,4.26,-2.66,0.89,-0.92,-2.82,-3.58,-6.15
10555.91,-1.12,5.53,-2.76,0.92,-0.95,-2.07,-3.71,-6.64
10661.46,-0.54,6.55,-2.86,0.95,-0.97,-1.50,-3.83,-7.08
10768.08,-0.56,6.86,-2.96,0.98,-0.98,-1.54,-3.94,-7.41
10875.76,-1.19,6.41,-3.06,1.01,-1.01,-2.20,-4.07,-7.59
10984.52,-2.02,5.73,-3.16,1.04,-1.04,-3.06,-4.20,-7.74
11094.36,-3.03,4.49,-3.26,1.07,-1.07,-4.10,-4.33,-7.51
11205.31,-4.17,2.95,-3.36,1.10,-1.10,-5.27,-4.46,-7.11
11317.36,-5.12,1.63,-3.46,1.13,-1.13,-6.25,-4.59,-6.74
11430.53,-5.84,0.31,-3.56,1.16,-1.16,-7.00,-4.72,-6.14
11544.84,-6.35,-0.84,-3.66,1.19,-1.19,-7.54,-4.85,-5.50
11660.29,-5.94,-1.06,-3.77,1.22,-1.22,-7.15,-4.98,-4.87
11776.89,-5.03,-0.81,-3.87,1.25,-1.25,-6.27,-5.11,-4.21
11894.66,-3.82,-0.15,-3.97,1.27,-1.27,-5.09,-5.24,-3.66
12013.60,-2.41,0.64,-4.07,1.30,-1.30,-3.71,-5.37,-3.04
12133.74,-1.16,1.42,-4.17,1.33,-1.33,-2.48,-5.50,-2.57
12255.08,-0.24,1.93,-4.28,1.35,-1.35,-1.59,-5.63,-2.16
12377.63,0.31,2.10,-4.38,1.38,-1.38,-1.07,-5.76,-1.78
12501.41,0.12,1.80,-4.48,1.41,-1.41,-1.28,-5.89,-1.67
12626.42,-0.49,1.17,-4.58,1.43,-1.43,-1.92,-6.02,-1.65
12752.68,-1.54,0.30,-4.69,1.46,-1.46,-2.99,-6.14,-1.83
12880.21,-2.99,-0.74,-4.79,1.48,-1.48,-4.47,-6.27,-2.24
13009.01,-4.64,-1.93,-4.89,1.51,-1.51,-6.14,-6.40,-2.70
13139.10,-6.29,-2.93,-4.99,1.53,-1.53,-7.82,-6.53,-3.35
13270.49,-7.59,-3.52,-5.10,1.56,-1.56,-9.14,-6.65,-4.06
13403.20,-8.70,-4.01,-5.20,1.58,-1.58,-10.28,-6.78,-4.68
13537.23,-9.26,-3.84,-5.30,1.60,-1.60,-10.86,-6.91,-5.41
13672.60,-9.53,-3.49,-5.41,1.63,-1.63,-11.15,-7.04,-6.03
13809.33,-9.62,-2.89,-5.51,1.65,-1.65,-11.27,-7.16,-6.72
13947.42,-9.43,-1.93,-5.62,1.67,-1.67,-11.10,-7.29,-7.49
14086.90,-9.23,-1.20,-5.72,1.70,-1.70,-10.92,-7.42,-8.02
14227.77,-8.99,-0.42,-5.83,1.72,-1.72,-10.70,-7.54,-8.56
14370.04,-9.04,0.05,-5.93,1.74,-1.74,-10.78,-7.67,-9.08
14513.74,-9.53,-0.00,-6.04,1.76,-1.76,-11.29,-7.80,-9.52
14658.88,-10.08,-0.17,-6.14,1.78,-1.78,-11.86,-7.92,-9.90
14805.47,-10.69,-0.40,-6.25,1.80,-1.80,-12.49,-8.05,-10.28
14953.52,-11.16,-0.59,-6.35,1.82,-1.82,-12.98,-8.17,-10.56
15103.06,-11.08,-0.26,-6.46,1.84,-1.84,-12.92,-8.30,-10.81
15254.09,-10.33,0.61,-6.56,1.86,-1.86,-12.19,-8.43,-10.93
15406.63,-9.30,1.71,-6.67,1.88,-1.88,-11.18,-8.55,-11.00
15560.70,-7.81,3.32,-6.77,1.90,-1.90,-9.71,-8.68,-11.12
15716.30,-6.12,5.07,-6.88,1.92,-1.92,-8.04,-8.80,-11.18
15873.47,-4.52,6.77,-6.99,1.94,-1.94,-6.46,-8.93,-11.28
16032.20,-3.01,8.44,-7.09,1.96,-1.96,-4.97,-9.05,-11.44
