frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
282.17,-1.53,0.49,-1.53,0.51,-0.51,-0.40,-0.61,-2.03,-2.03,-2.01
284.99,-1.53,0.50,-1.53,0.51,-0.51,-0.40,-0.60,-2.03,-2.03,-2.02
287.84,-1.53,0.50,-1.53,0.51,-0.51,-0.41,-0.60,-2.04,-2.04,-2.02
290.72,-1.53,0.52,-1.53,0.52,-0.52,-0.41,-0.60,-2.04,-2.04,-2.04
293.63,-1.53,0.53,-1.52,0.53,-0.53,-0.42,-0.60,-2.05,-2.05,-2.05
296.57,-1.53,0.55,-1.52,0.54,-0.54,-0.42,-0.59,-2.06,-2.06,-2.07
299.53,-1.53,0.55,-1.52,0.55,-0.55,-0.43,-0.59,-2.07,-2.07,-2.07
302.53,-1.53,0.56,-1.52,0.57,-0.57,-0.43,-0.59,-2.09,-2.08,-2.08
305.55,-1.53,0.58,-1.51,0.58,-0.58,-0.44,-0.59,-2.11,-2.10,-2.10
308.61,-1.51,0.60,-1.51,0.60,-0.60,-0.44,-0.59,-2.11,-2.11,-2.10
311.69,-1.50,0.62,-1.50,0.63,-0.63,-0.45,-0.58,-2.12,-2.13,-2.11
314.81,-1.49,0.65,-1.50,0.65,-0.65,-0.45,-0.58,-2.13,-2.14,-2.13
317.96,-1.49,0.67,-1.49,0.67,-0.67,-0.46,-0.58,-2.16,-2.16,-2.15
321.14,-1.49,0.68,-1.48,0.69,-0.69,-0.46,-0.58,-2.18,-2.17,-2.16
324.35,-1.49,0.70,-1.47,0.72,-0.72,-0.47,-0.58,-2.20,-2.18,-2.18
327.59,-1.46,0.74,-1.45,0.74,-0.74,-0.47,-0.58,-2.20,-2.20,-2.19
330.87,-1.44,0.78,-1.44,0.76,-0.76,-0.48,-0.58,-2.20,-2.21,-2.21
334.18,-1.44,0.78,-1.43,0.78,-0.78,-0.48,-0.58,-2.22,-2.21,-2.21
337.52,-1.44,0.78,-1.41,0.80,-0.80,-0.49,-0.58,-2.24,-2.21,-2.21
340.90,-1.40,0.82,-1.40,0.81,-0.81,-0.49,-0.58,-2.21,-2.21,-2.21
344.30,-1.40,0.81,-1.39,0.81,-0.81,-0.50,-0.58,-2.21,-2.20,-2.20
347.75,-1.40,0.81,-1.38,0.81,-0.81,-0.50,-0.59,-2.20,-2.19,-2.20
351.23,-1.36,0.83,-1.37,0.80,-0.80,-0.51,-0.59,-2.15,-2.17,-2.18
354.74,-1.36,0.80,-1.37,0.78,-0.78,-0.51,-0.59,-2.13,-2.14,-2.15
358.28,-1.36,0.77,-1.36,0.75,-0.75,-0.52,-0.60,-2.10,-2.11,-2.12
361.87,-1.36,0.74,-1.36,0.70,-0.70,-0.53,-0.60,-2.06,-2.07,-2.09
365.49,-1.36,0.68,-1.37,0.65,-0.65,-0.53,-0.60,-2.00,-2.02,-2.03
369.14,-1.36,0.62,-1.38,0.59,-0.59,-0.54,-0.61,-1.94,-1.96,-1.97
372.83,-1.40,0.52,-1.39,0.52,-0.52,-0.54,-0.62,-1.91,-1.90,-1.91
376.56,-1.40,0.46,-1.40,0.44,-0.44,-0.55,-0.62,-1.83,-1.84,-1.85
380.33,-1.43,0.37,-1.42,0.36,-0.36,-0.55,-0.63,-1.78,-1.78,-1.79
384.13,-1.44,0.29,-1.44,0.28,-0.28,-0.56,-0.63,-1.71,-1.71,-1.72
387.97,-1.47,0.20,-1.46,0.19,-0.19,-0.56,-0.64,-1.66,-1.65,-1.66
391.85,-1.49,0.11,-1.48,0.11,-0.11,-0.57,-0.65,-1.60,-1.59,-1.59
395.77,-1.53,-0.00,-1.50,0.03,-0.03,-0.58,-0.66,-1.56,-1.54,-1.52
399.73,-1.53,-0.06,-1.53,-0.03,0.03,-0.58,-0.67,-1.49,-1.49,-1.46
403.72,-1.57,-0.13,-1.56,-0.09,0.09,-0.59,-0.67,-1.47,-1.46,-1.43
407.76,-1.57,-0.14,-1.59,-0.14,0.14,-0.59,-0.68,-1.43,-1.45,-1.42
411.84,-1.62,-0.19,-1.62,-0.17,0.17,-0.60,-0.69,-1.44,-1.44,-1.42
415.96,-1.63,-0.19,-1.65,-0.19,0.19,-0.60,-0.70,-1.43,-1.46,-1.43
420.12,-1.66,-0.20,-1.68,-0.19,0.19,-0.61,-0.71,-1.46,-1.49,-1.45
424.32,-1.70,-0.20,-1.72,-0.18,0.18,-0.61,-0.72,-1.52,-1.54,-1.49
428.56,-1.74,-0.18,-1.75,-0.14,0.14,-0.62,-0.73,-1.59,-1.61,-1.55
432.85,-1.77,-0.12,-1.78,-0.09,0.09,-0.62,-0.74,-1.67,-1.69,-1.64
437.18,-1.83,-0.07,-1.80,-0.02,0.02,-0.63,-0.74,-1.80,-1.78,-1.75
441.55,-1.83,0.04,-1.83,0.06,-0.06,-0.63,-0.75,-1.89,-1.89,-1.86
445.96,-1.88,0.10,-1.84,0.15,-0.15,-0.64,-0.76,-2.03,-2.00,-1.97
450.42,-1.88,0.23,-1.85,0.26,-0.26,-0.64,-0.77,-2.13,-2.11,-2.10
454.93,-1.88,0.35,-1.85,0.36,-0.36,-0.65,-0.77,-2.24,-2.21,-2.22
459.48,-1.88,0.47,-1.84,0.47,-0.47,-0.65,-0.78,-2.35,-2.31,-2.34
464.07,-1.84,0.62,-1.82,0.58,-0.58,-0.66,-0.78,-2.42,-2.41,-2.45
468.71,-1.83,0.71,-1.80,0.69,-0.69,-0.66,-0.79,-2.51,-2.49,-2.53
473.40,-1.78,0.84,-1.77,0.78,-0.78,-0.67,-0.79,-2.56,-2.55,-2.61
478.13,-1.73,0.93,-1.73,0.87,-0.87,-0.67,-0.80,-2.60,-2.60,-2.65
482.91,-1.68,1.00,-1.68,0.95,-0.95,-0.68,-0.80,-2.62,-2.63,-2.67
487.74,-1.62,1.07,-1.63,1.01,-1.01,-0.68,-0.80,-2.63,-2.64,-2.68
492.62,-1.55,1.11,-1.57,1.06,-1.06,-0.69,-0.80,-2.61,-2.64,-2.65
497.55,-1.51,1.11,-1.51,1.10,-1.10,-0.69,-0.80,-2.61,-2.62,-2.61
502.52,-1.47,1.11,-1.46,1.12,-1.12,-0.70,-0.80,-2.59,-2.58,-2.57
507.55,-1.40,1.13,-1.40,1.13,-1.13,-0.70,-0.80,-2.53,-2.53,-2.52
512.62,-1.34,1.13,-1.34,1.13,-1.13,-0.70,-0.79,-2.47,-2.47,-2.46
517.75,-1.29,1.11,-1.28,1.12,-1.12,-0.71,-0.79,-2.41,-2.40,-2.39
522.93,-1.23,1.10,-1.23,1.11,-1.11,-0.71,-0.78,-2.33,-2.33,-2.32
528.16,-1.16,1.10,-1.17,1.08,-1.08,-0.71,-0.78,-2.24,-2.26,-2.25
533.44,-1.12,1.06,-1.12,1.06,-1.06,-0.72,-0.77,-2.17,-2.18,-2.17
538.77,-1.06,1.04,-1.07,1.03,-1.03,-0.72,-0.76,-2.09,-2.10,-2.09
544.16,-1.03,0.99,-1.02,1.01,-1.01,-0.72,-0.75,-2.03,-2.03,-2.01
549.60,-0.98,0.97,-0.97,0.98,-0.98,-0.73,-0.74,-1.96,-1.95,-1.94
555.10,-0.93,0.94,-0.92,0.96,-0.96,-0.73,-0.73,-1.88,-1.88,-1.86
560.65,-0.88,0.93,-0.87,0.94,-0.94,-0.73,-0.72,-1.81,-1.81,-1.80
566.25,-0.84,0.90,-0.83,0.91,-0.91,-0.73,-0.71,-1.75,-1.74,-1.73
571.92,-0.80,0.88,-0.78,0.89,-0.89,-0.74,-0.70,-1.69,-1.68,-1.67
577.64,-0.75,0.88,-0.74,0.88,-0.88,-0.74,-0.69,-1.62,-1.62,-1.62
583.41,-0.70,0.87,-0.70,0.86,-0.86,-0.74,-0.68,-1.55,-1.56,-1.56
589.25,-0.67,0.85,-0.67,0.85,-0.85,-0.74,-0.67,-1.51,-1.51,-1.51
595.14,-0.62,0.85,-0.63,0.84,-0.84,-0.74,-0.65,-1.45,-1.47,-1.46
601.09,-0.58,0.85,-0.60,0.83,-0.83,-0.74,-0.64,-1.40,-1.43,-1.42
607.10,-0.55,0.84,-0.57,0.83,-0.83,-0.74,-0.63,-1.37,-1.39,-1.38
613.17,-0.53,0.82,-0.53,0.82,-0.82,-0.74,-0.62,-1.35,-1.36,-1.34
619.30,-0.49,0.84,-0.50,0.82,-0.82,-0.74,-0.61,-1.31,-1.33,-1.32
625.50,-0.49,0.80,-0.47,0.83,-0.83,-0.74,-0.59,-1.32,-1.30,-1.28
631.75,-0.45,0.84,-0.44,0.84,-0.84,-0.74,-0.58,-1.29,-1.28,-1.28
638.07,-0.43,0.85,-0.40,0.86,-0.86,-0.74,-0.57,-1.29,-1.26,-1.27
644.45,-0.38,0.89,-0.36,0.89,-0.89,-0.74,-0.56,-1.26,-1.25,-1.26
650.89,-0.34,0.90,-0.32,0.92,-0.92,-0.74,-0.55,-1.26,-1.24,-1.23
657.40,-0.29,0.93,-0.26,0.97,-0.97,-0.74,-0.54,-1.25,-1.23,-1.21
663.98,-0.23,0.96,-0.21,1.02,-1.02,-0.74,-0.53,-1.24,-1.22,-1.18
670.62,-0.17,1.02,-0.14,1.07,-1.07,-0.73,-0.52,-1.24,-1.22,-1.18
677.32,-0.12,1.07,-0.08,1.13,-1.13,-0.73,-0.51,-1.25,-1.21,-1.18
684.10,-0.04,1.16,-0.01,1.18,-1.18,-0.73,-0.50,-1.22,-1.19,-1.19
690.94,0.03,1.21,0.05,1.22,-1.22,-0.72,-0.49,-1.19,-1.17,-1.17
697.85,0.09,1.25,0.11,1.25,-1.25,-0.72,-0.48,-1.16,-1.14,-1.15
704.83,0.18,1.33,0.16,1.27,-1.27,-0.72,-0.47,-1.09,-1.11,-1.14
711.87,0.25,1.36,0.21,1.27,-1.27,-0.71,-0.47,-1.02,-1.06,-1.10
718.99,0.31,1.38,0.24,1.25,-1.25,-0.71,-0.46,-0.94,-1.01,-1.06
726.18,0.35,1.33,0.27,1.22,-1.22,-0.70,-0.45,-0.87,-0.95,-0.97
733.44,0.38,1.27,0.29,1.16,-1.16,-0.70,-0.45,-0.78,-0.87,-0.88
740.78,0.34,1.12,0.30,1.09,-1.09,-0.69,-0.44,-0.74,-0.78,-0.77
748.19,0.31,0.99,0.31,0.99,-0.99,-0.68,-0.43,-0.67,-0.68,-0.67
755.67,0.27,0.85,0.31,0.87,-0.87,-0.68,-0.43,-0.60,-0.56,-0.57
763.23,0.25,0.71,0.30,0.74,-0.74,-0.67,-0.42,-0.48,-0.44,-0.45
770.86,0.24,0.58,0.29,0.60,-0.60,-0.66,-0.42,-0.35,-0.31,-0.33
778.57,0.24,0.45,0.28,0.45,-0.45,-0.65,-0.41,-0.20,-0.17,-0.20
786.35,0.25,0.30,0.28,0.29,-0.29,-0.64,-0.41,-0.04,-0.02,-0.04
794.22,0.25,0.16,0.28,0.15,-0.15,-0.63,-0.41,0.11,0.13,0.10
802.16,0.25,-0.01,0.28,0.01,-0.01,-0.62,-0.40,0.25,0.28,0.27
810.18,0.25,-0.15,0.29,-0.12,0.12,-0.61,-0.40,0.38,0.42,0.41
818.28,0.26,-0.27,0.31,-0.24,0.24,-0.60,-0.39,0.51,0.55,0.54
826.46,0.29,-0.37,0.33,-0.34,0.34,-0.59,-0.39,0.64,0.67,0.67
834.73,0.32,-0.46,0.34,-0.43,0.43,-0.58,-0.39,0.76,0.77,0.79
843.08,0.37,-0.51,0.35,-0.50,0.50,-0.56,-0.38,0.88,0.86,0.89
851.51,0.40,-0.57,0.36,-0.55,0.55,-0.55,-0.38,0.96,0.91,0.98
860.02,0.42,-0.58,0.36,-0.58,0.58,-0.53,-0.37,1.00,0.94,1.01
868.62,0.42,-0.60,0.35,-0.58,0.58,-0.52,-0.37,1.01,0.94,1.03
877.31,0.40,-0.59,0.34,-0.56,0.56,-0.50,-0.37,0.96,0.90,1.00
886.08,0.36,-0.57,0.33,-0.51,0.51,-0.49,-0.36,0.88,0.84,0.94
894.94,0.31,-0.53,0.31,-0.44,0.44,-0.47,-0.36,0.76,0.75,0.85
903.89,0.26,-0.45,0.28,-0.36,0.36,-0.45,-0.35,0.62,0.64,0.72
912.93,0.21,-0.33,0.25,-0.26,0.26,-0.43,-0.34,0.47,0.51,0.55
922.06,0.18,-0.18,0.22,-0.15,0.15,-0.42,-0.34,0.34,0.38,0.37
931.28,0.13,-0.05,0.19,-0.04,0.04,-0.40,-0.33,0.18,0.24,0.19
940.59,0.12,0.12,0.16,0.06,-0.06,-0.38,-0.32,0.06,0.10,0.01
950.00,0.07,0.24,0.13,0.17,-0.17,-0.35,-0.31,-0.10,-0.04,-0.16
959.50,0.07,0.34,0.10,0.27,-0.27,-0.33,-0.30,-0.19,-0.16,-0.26
969.09,0.07,0.46,0.08,0.36,-0.36,-0.31,-0.29,-0.28,-0.28,-0.38
978.78,0.06,0.52,0.05,0.43,-0.43,-0.29,-0.28,-0.36,-0.37,-0.45
988.57,0.03,0.54,0.02,0.47,-0.47,-0.26,-0.27,-0.44,-0.46,-0.50
998.46,0.00,0.54,-0.02,0.50,-0.50,-0.24,-0.26,-0.50,-0.52,-0.53
1008.44,-0.03,0.54,-0.07,0.50,-0.50,-0.21,-0.24,-0.53,-0.57,-0.56
1018.53,-0.08,0.52,-0.13,0.49,-0.49,-0.19,-0.23,-0.57,-0.62,-0.59
1028.71,-0.12,0.50,-0.19,0.46,-0.46,-0.16,-0.21,-0.58,-0.65,-0.61
1039.00,-0.18,0.47,-0.25,0.43,-0.43,-0.13,-0.20,-0.61,-0.69,-0.64
1049.39,-0.25,0.44,-0.32,0.40,-0.40,-0.11,-0.18,-0.65,-0.72,-0.68
1059.88,-0.38,0.34,-0.38,0.37,-0.37,-0.08,-0.16,-0.75,-0.76,-0.71
1070.48,-0.48,0.29,-0.45,0.35,-0.35,-0.05,-0.14,-0.83,-0.80,-0.76
1081.19,-0.60,0.21,-0.51,0.34,-0.34,-0.02,-0.12,-0.93,-0.85,-0.80
1092.00,-0.68,0.18,-0.57,0.34,-0.34,0.01,-0.10,-1.01,-0.91,-0.85
1102.92,-0.73,0.21,-0.62,0.34,-0.34,0.04,-0.08,-1.07,-0.96,-0.93
1113.95,-0.75,0.27,-0.66,0.36,-0.36,0.08,-0.05,-1.10,-1.02,-1.01
1125.09,-0.75,0.33,-0.70,0.38,-0.38,0.11,-0.03,-1.12,-1.08,-1.07
1136.34,-0.73,0.40,-0.73,0.40,-0.40,0.14,-0.00,-1.12,-1.12,-1.12
1147.70,-0.71,0.46,-0.75,0.41,-0.41,0.17,0.02,-1.11,-1.16,-1.16
1159.18,-0.73,0.48,-0.77,0.41,-0.41,0.21,0.05,-1.14,-1.19,-1.20
1170.77,-0.75,0.49,-0.79,0.41,-0.41,0.24,0.07,-1.15,-1.20,-1.23
1182.48,-0.75,0.50,-0.80,0.39,-0.39,0.27,0.10,-1.13,-1.18,-1.24
1194.30,-0.79,0.43,-0.81,0.35,-0.35,0.30,0.13,-1.13,-1.15,-1.21
1206.25,-0.79,0.39,-0.82,0.28,-0.28,0.34,0.16,-1.07,-1.10,-1.17
1218.31,-0.83,0.28,-0.83,0.19,-0.19,0.37,0.19,-1.02,-1.02,-1.10
1230.49,-0.86,0.14,-0.84,0.08,-0.08,0.41,0.22,-0.94,-0.92,-0.99
1242.80,-0.91,-0.02,-0.86,-0.05,0.05,0.44,0.25,-0.86,-0.81,-0.88
1255.22,-0.94,-0.20,-0.88,-0.19,0.19,0.47,0.28,-0.74,-0.68,-0.73
1267.78,-0.97,-0.38,-0.91,-0.36,0.36,0.50,0.31,-0.61,-0.55,-0.58
1280.45,-0.99,-0.56,-0.95,-0.53,0.53,0.54,0.35,-0.46,-0.42,-0.42
1293.26,-1.01,-0.71,-1.00,-0.70,0.70,0.57,0.38,-0.31,-0.30,-0.29
1306.19,-1.01,-0.87,-1.06,-0.86,0.86,0.60,0.41,-0.14,-0.19,-0.13
1319.25,-1.05,-1.03,-1.13,-1.02,1.02,0.63,0.45,-0.02,-0.11,-0.01
1332.45,-1.08,-1.14,-1.21,-1.16,1.16,0.66,0.48,0.09,-0.05,0.07
1345.77,-1.17,-1.27,-1.30,-1.28,1.28,0.69,0.52,0.12,-0.02,0.11
1359.23,-1.27,-1.38,-1.38,-1.37,1.37,0.71,0.55,0.10,-0.02,0.12
1372.82,-1.42,-1.50,-1.47,-1.43,1.43,0.74,0.59,0.01,-0.05,0.09
1386.55,-1.57,-1.56,-1.56,-1.45,1.45,0.77,0.63,-0.11,-0.10,-0.00
1400.41,-1.71,-1.60,-1.63,-1.45,1.45,0.79,0.67,-0.26,-0.19,-0.10
1414.42,-1.80,-1.54,-1.69,-1.41,1.41,0.81,0.70,-0.38,-0.28,-0.25
1428.56,-1.89,-1.49,-1.74,-1.36,1.36,0.83,0.74,-0.53,-0.39,-0.39
1442.85,-1.92,-1.38,-1.78,-1.29,1.29,0.85,0.78,-0.63,-0.49,-0.53
1457.28,-1.92,-1.24,-1.79,-1.20,1.20,0.87,0.82,-0.72,-0.60,-0.67
1471.85,-1.88,-1.08,-1.79,-1.10,1.10,0.89,0.86,-0.77,-0.69,-0.79
1486.57,-1.83,-0.95,-1.77,-1.01,1.01,0.91,0.91,-0.82,-0.76,-0.87
1501.43,-1.74,-0.79,-1.73,-0.92,0.92,0.92,0.95,-0.82,-0.81,-0.94
1516.45,-1.64,-0.68,-1.67,-0.84,0.84,0.94,0.99,-0.80,-0.83,-0.95
1531.61,-1.53,-0.62,-1.60,-0.77,0.77,0.95,1.03,-0.75,-0.83,-0.90
1546.93,-1.45,-0.60,-1.53,-0.73,0.73,0.96,1.08,-0.72,-0.81,-0.84
1562.40,-1.38,-0.60,-1.46,-0.70,0.70,0.97,1.12,-0.68,-0.76,-0.77
1578.02,-1.34,-0.64,-1.38,-0.69,0.69,0.98,1.16,-0.65,-0.69,-0.69
1593.80,-1.29,-0.69,-1.31,-0.70,0.70,0.99,1.21,-0.59,-0.61,-0.59
1609.74,-1.24,-0.75,-1.25,-0.73,0.73,1.00,1.25,-0.51,-0.52,-0.48
1625.84,-1.19,-0.81,-1.20,-0.77,0.77,1.01,1.29,-0.41,-0.42,-0.37
1642.10,-1.18,-0.92,-1.15,-0.83,0.83,1.02,1.34,-0.35,-0.32,-0.25
1658.52,-1.14,-0.96,-1.12,-0.89,0.89,1.03,1.38,-0.24,-0.23,-0.17
1675.10,-1.12,-1.02,-1.09,-0.96,0.96,1.04,1.42,-0.15,-0.13,-0.09
1691.85,-1.07,-1.05,-1.07,-1.03,1.03,1.06,1.47,-0.03,-0.04,-0.01
1708.77,-1.00,-1.04,-1.06,-1.10,1.10,1.07,1.51,0.10,0.04,0.05
1725.86,-0.97,-1.08,-1.03,-1.16,1.16,1.09,1.55,0.20,0.13,0.12
1743.12,-0.97,-1.16,-1.00,-1.21,1.21,1.11,1.59,0.24,0.20,0.20
1760.55,-0.97,-1.23,-0.97,-1.24,1.24,1.13,1.62,0.28,0.27,0.27
1778.15,-0.97,-1.29,-0.92,-1.26,1.26,1.16,1.66,0.29,0.33,0.33
1795.94,-0.95,-1.34,-0.87,-1.27,1.27,1.19,1.69,0.32,0.39,0.40
1813.90,-0.92,-1.39,-0.82,-1.26,1.26,1.23,1.72,0.35,0.45,0.48
1832.03,-0.90,-1.43,-0.76,-1.26,1.26,1.27,1.75,0.37,0.50,0.54
1850.36,-0.79,-1.39,-0.71,-1.27,1.27,1.32,1.78,0.48,0.55,0.61
1868.86,-0.71,-1.39,-0.67,-1.28,1.28,1.38,1.80,0.58,0.61,0.69
1887.55,-0.57,-1.31,-0.64,-1.32,1.32,1.45,1.82,0.75,0.68,0.75
1906.42,-0.46,-1.23,-0.61,-1.36,1.36,1.53,1.84,0.90,0.75,0.78
1925.49,-0.38,-1.19,-0.58,-1.41,1.41,1.62,1.85,1.03,0.83,0.82
1944.74,-0.36,-1.25,-0.54,-1.47,1.47,1.72,1.86,1.12,0.93,0.90
1964.19,-0.32,-1.33,-0.49,-1.55,1.55,1.83,1.87,1.23,1.06,1.02
1983.83,-0.34,-1.50,-0.42,-1.64,1.64,1.96,1.87,1.30,1.22,1.17
2003.67,-0.36,-1.69,-0.34,-1.74,1.74,2.09,1.87,1.38,1.40,1.34
2023.71,-0.38,-1.90,-0.24,-1.86,1.86,2.23,1.86,1.48,1.62,1.53
2043.94,-0.39,-2.13,-0.12,-1.99,1.99,2.37,1.85,1.61,1.88,1.75
2064.38,-0.26,-2.30,0.02,-2.14,2.14,2.51,1.84,1.89,2.16,2.05
2085.03,-0.06,-2.43,0.18,-2.31,2.31,2.64,1.82,2.25,2.49,2.38
2105.88,0.24,-2.47,0.36,-2.48,2.48,2.75,1.80,2.72,2.83,2.72
2126.94,0.55,-2.59,0.56,-2.65,2.65,2.83,1.78,3.20,3.21,3.15
2148.20,0.86,-2.71,0.79,-2.80,2.80,2.87,1.75,3.66,3.59,3.58
2169.69,1.19,-2.80,1.05,-2.93,2.93,2.87,1.72,4.12,3.98,4.00
2191.38,1.49,-2.91,1.33,-3.03,3.03,2.82,1.69,4.52,4.36,4.41
2213.30,1.76,-3.03,1.63,-3.10,3.10,2.72,1.65,4.86,4.73,4.80
2235.43,2.03,-3.13,1.95,-3.13,3.13,2.58,1.61,5.16,5.08,5.17
2257.78,2.27,-3.23,2.28,-3.11,3.11,2.41,1.57,5.39,5.39,5.51
2280.36,2.55,-3.24,2.62,-3.06,3.06,2.22,1.53,5.61,5.68,5.80
2303.17,2.83,-3.19,2.95,-2.96,2.96,2.03,1.48,5.80,5.91,6.03
2326.20,3.17,-3.05,3.27,-2.83,2.83,1.82,1.44,6.01,6.11,6.23
2349.46,3.50,-2.87,3.59,-2.66,2.66,1.63,1.39,6.17,6.26,6.38
2372.95,3.86,-2.60,3.91,-2.46,2.46,1.43,1.34,6.33,6.37,6.47
2396.68,4.21,-2.29,4.21,-2.23,2.23,1.25,1.29,6.45,6.44,6.51
2420.65,4.57,-1.95,4.50,-1.98,1.98,1.09,1.24,6.56,6.49,6.53
2444.86,4.93,-1.58,4.80,-1.71,1.71,0.93,1.19,6.64,6.51,6.52
2469.31,5.25,-1.24,5.10,-1.41,1.41,0.79,1.14,6.67,6.51,6.50
2494.00,5.56,-0.89,5.41,-1.10,1.10,0.66,1.09,6.67,6.51,6.46
2518.94,5.83,-0.62,5.71,-0.79,0.79,0.54,1.03,6.62,6.50,6.46
2544.13,6.02,-0.41,6.02,-0.49,0.49,0.43,0.98,6.51,6.50,6.44
2569.57,6.19,-0.26,6.32,-0.20,0.20,0.33,0.93,6.39,6.52,6.46
2595.27,6.43,-0.06,6.62,0.06,-0.06,0.24,0.88,6.38,6.56,6.50
2621.22,6.67,0.12,6.91,0.29,-0.29,0.16,0.83,6.38,6.62,6.56
2647.43,7.01,0.37,7.20,0.49,-0.49,0.08,0.77,6.53,6.71,6.65
2673.90,7.40,0.64,7.48,0.65,-0.65,0.02,0.72,6.76,6.83,6.77
2700.64,7.78,0.90,7.76,0.78,-0.78,-0.05,0.67,7.01,6.98,6.89
2727.65,8.14,1.08,8.03,0.88,-0.88,-0.10,0.62,7.27,7.16,7.07
2754.93,8.44,1.20,8.31,0.96,-0.96,-0.15,0.57,7.49,7.35,7.25
2782.48,8.70,1.19,8.57,1.01,-1.01,-0.20,0.52,7.69,7.56,7.52
2810.30,8.93,1.12,8.84,1.05,-1.05,-0.24,0.47,7.88,7.78,7.82
2838.40,9.13,1.08,9.09,1.08,-1.08,-0.27,0.42,8.06,8.02,8.06
2866.79,9.29,1.00,9.33,1.08,-1.08,-0.30,0.37,8.22,8.25,8.30
2895.46,9.48,0.95,9.55,1.06,-1.06,-0.33,0.32,8.43,8.49,8.54
2924.41,9.64,0.83,9.73,1.01,-1.01,-0.35,0.27,8.63,8.72,8.82
2953.65,9.82,0.79,9.88,0.94,-0.94,-0.37,0.22,8.89,8.94,9.04
2983.19,9.99,0.82,10.00,0.85,-0.85,-0.38,0.17,9.14,9.15,9.18
3013.02,10.11,0.79,10.09,0.75,-0.75,-0.39,0.12,9.36,9.34,9.33
3043.15,10.22,0.72,10.17,0.65,-0.65,-0.39,0.08,9.57,9.52,9.51
3073.58,10.34,0.66,10.23,0.56,-0.56,-0.39,0.03,9.78,9.67,9.69
3104.32,10.41,0.55,10.28,0.47,-0.47,-0.38,-0.02,9.94,9.81,9.87
3135.36,10.43,0.47,10.32,0.38,-0.38,-0.36,-0.06,10.06,9.94,9.97
3166.72,10.40,0.33,10.34,0.29,-0.29,-0.34,-0.11,10.12,10.05,10.08
3198.38,10.32,0.17,10.35,0.19,-0.19,-0.30,-0.16,10.13,10.16,10.16
3230.37,10.23,-0.00,10.36,0.10,-0.10,-0.25,-0.20,10.13,10.26,10.24
3262.67,10.21,-0.11,10.36,0.01,-0.01,-0.19,-0.24,10.20,10.35,10.33
3295.30,10.21,-0.17,10.34,-0.09,0.09,-0.11,-0.29,10.31,10.43,10.39
3328.25,10.23,-0.24,10.32,-0.20,0.20,-0.01,-0.33,10.43,10.52,10.48
3361.53,10.29,-0.24,10.30,-0.30,0.30,0.11,-0.37,10.60,10.60,10.54
3395.15,10.30,-0.31,10.28,-0.40,0.40,0.24,-0.41,10.70,10.68,10.62
3429.10,10.25,-0.42,10.26,-0.48,0.48,0.40,-0.46,10.73,10.74,10.68
3463.39,10.28,-0.46,10.24,-0.55,0.55,0.56,-0.49,10.83,10.79,10.75
3498.03,10.30,-0.49,10.22,-0.60,0.60,0.71,-0.53,10.91,10.83,10.80
3533.01,10.27,-0.55,10.20,-0.65,0.65,0.82,-0.57,10.92,10.85,10.83
3568.34,10.22,-0.62,10.16,-0.68,0.68,0.87,-0.61,10.91,10.84,10.85
3604.02,10.12,-0.72,10.11,-0.70,0.70,0.83,-0.64,10.82,10.81,10.85
3640.06,10.05,-0.76,10.06,-0.68,0.68,0.70,-0.67,10.73,10.73,10.82
3676.46,10.04,-0.69,10.02,-0.60,0.60,0.49,-0.70,10.65,10.62,10.74
3713.22,10.04,-0.52,9.99,-0.47,0.47,0.22,-0.73,10.51,10.46,10.57
3750.36,10.00,-0.35,9.99,-0.26,0.26,-0.07,-0.76,10.27,10.25,10.36
3787.86,9.93,-0.17,10.00,0.01,-0.01,-0.36,-0.78,9.93,9.99,10.11
3825.74,9.83,-0.00,10.02,0.33,-0.33,-0.65,-0.80,9.50,9.69,9.84
3864.00,9.74,0.22,10.04,0.69,-0.69,-0.93,-0.82,9.05,9.34,9.53
3902.64,9.72,0.58,10.04,1.07,-1.07,-1.20,-0.84,8.65,8.97,9.15
3941.66,9.87,1.16,10.03,1.45,-1.45,-1.45,-0.85,8.42,8.58,8.72
3981.08,10.07,1.79,10.00,1.81,-1.81,-1.71,-0.87,8.26,8.19,8.29
4020.89,10.25,2.43,9.95,2.14,-2.14,-1.95,-0.88,8.12,7.82,7.83
4061.10,10.41,3.02,9.90,2.42,-2.42,-2.19,-0.88,8.00,7.48,7.40
4101.71,10.34,3.33,9.85,2.66,-2.66,-2.42,-0.89,7.69,7.19,7.02
4142.73,10.18,3.48,9.83,2.86,-2.86,-2.63,-0.89,7.32,6.97,6.71
4184.15,9.97,3.50,9.85,3.03,-3.03,-2.82,-0.89,6.95,6.82,6.48
4226.00,9.72,3.37,9.89,3.15,-3.15,-2.97,-0.89,6.57,6.74,6.36
4268.26,9.51,3.14,9.95,3.21,-3.21,-3.08,-0.88,6.30,6.74,6.38
4310.94,9.33,2.85,10.00,3.20,-3.20,-3.14,-0.87,6.14,6.80,6.49
4354.05,9.30,2.62,10.04,3.10,-3.10,-3.14,-0.86,6.20,6.93,6.69
4397.59,9.51,2.54,10.05,2.94,-2.94,-3.08,-0.85,6.57,7.11,6.98
