frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
376.56,-2.19,1.85,-2.19,1.87,-1.87,-1.62,-4.06,-4.06,-4.04
380.33,-2.16,1.87,-2.16,1.88,-1.88,-1.62,-4.04,-4.04,-4.03
384.13,-2.13,1.88,-2.13,1.90,-1.90,-1.63,-4.03,-4.03,-4.02
387.97,-2.10,1.90,-2.10,1.92,-1.92,-1.64,-4.02,-4.02,-4.01
391.85,-2.06,1.93,-2.07,1.94,-1.94,-1.64,-4.00,-4.01,-4.00
395.77,-2.02,1.97,-2.03,1.96,-1.96,-1.65,-3.98,-3.99,-3.99
399.73,-1.99,1.99,-2.00,1.99,-1.99,-1.66,-3.98,-3.99,-3.99
403.72,-1.96,2.02,-1.97,2.01,-2.01,-1.68,-3.97,-3.98,-3.98
407.76,-1.93,2.05,-1.94,2.04,-2.04,-1.69,-3.97,-3.97,-3.98
411.84,-1.90,2.08,-1.91,2.06,-2.06,-1.70,-3.97,-3.97,-3.98
415.96,-1.87,2.11,-1.88,2.09,-2.09,-1.71,-3.97,-3.97,-3.98
420.12,-1.84,2.14,-1.85,2.13,-2.13,-1.73,-3.97,-3.98,-3.98
424.32,-1.80,2.17,-1.82,2.16,-2.16,-1.74,-3.97,-3.98,-3.97
428.56,-1.77,2.20,-1.78,2.20,-2.20,-1.76,-3.97,-3.98,-3.97
432.85,-1.75,2.21,-1.74,2.24,-2.24,-1.77,-3.99,-3.98,-3.96
437.18,-1.72,2.24,-1.70,2.29,-2.29,-1.79,-4.01,-3.99,-3.96
441.55,-1.70,2.25,-1.66,2.33,-2.33,-1.81,-4.04,-3.99,-3.95
445.96,-1.66,2.28,-1.60,2.39,-2.39,-1.82,-4.05,-3.99,-3.94
450.42,-1.61,2.32,-1.54,2.44,-2.44,-1.84,-4.06,-3.98,-3.93
454.93,-1.55,2.37,-1.47,2.50,-2.50,-1.85,-4.05,-3.97,-3.92
459.48,-1.48,2.43,-1.42,2.54,-2.54,-1.87,-4.02,-3.96,-3.91
464.07,-1.43,2.47,-1.36,2.57,-2.57,-1.88,-4.00,-3.93,-3.91
468.71,-1.37,2.53,-1.33,2.58,-2.58,-1.90,-3.95,-3.90,-3.90
473.40,-1.34,2.56,-1.33,2.56,-2.56,-1.91,-3.90,-3.89,-3.90
478.13,-1.32,2.58,-1.37,2.51,-2.51,-1.92,-3.83,-3.88,-3.90
482.91,-1.32,2.58,-1.45,2.43,-2.43,-1.94,-3.75,-3.88,-3.90
487.74,-1.32,2.59,-1.57,2.32,-2.32,-1.95,-3.64,-3.89,-3.91
492.62,-1.41,2.50,-1.73,2.18,-2.18,-1.96,-3.60,-3.91,-3.91
497.55,-1.55,2.37,-1.91,2.02,-2.02,-1.97,-3.57,-3.93,-3.92
502.52,-1.90,2.02,-2.12,1.83,-1.83,-1.98,-3.74,-3.96,-3.92
507.55,-2.19,1.73,-2.34,1.63,-1.63,-1.98,-3.83,-3.97,-3.93
512.62,-2.46,1.46,-2.56,1.43,-1.43,-1.99,-3.89,-3.98,-3.92
517.75,-2.95,0.96,-2.77,1.23,-1.23,-2.00,-4.18,-4.00,-3.92
522.93,-3.33,0.57,-2.96,1.04,-1.04,-2.00,-4.37,-4.00,-3.90
528.16,-3.46,0.42,-3.12,0.87,-0.87,-2.01,-4.33,-3.99,-3.89
533.44,-3.55,0.31,-3.25,0.73,-0.73,-2.01,-4.28,-3.98,-3.86
538.77,-3.59,0.25,-3.34,0.62,-0.62,-2.02,-4.22,-3.97,-3.84
544.16,-3.56,0.25,-3.38,0.56,-0.56,-2.02,-4.12,-3.94,-3.81
549.60,-3.47,0.31,-3.37,0.53,-0.53,-2.03,-4.01,-3.90,-3.78
555.10,-3.30,0.44,-3.31,0.55,-0.55,-2.03,-3.85,-3.86,-3.75
560.65,-3.12,0.59,-3.21,0.60,-0.60,-2.03,-3.72,-3.80,-3.72
566.25,-2.98,0.70,-3.08,0.68,-0.68,-2.04,-3.66,-3.75,-3.69
571.92,-2.84,0.82,-2.92,0.78,-0.78,-2.04,-3.62,-3.70,-3.66
577.64,-2.59,1.04,-2.75,0.90,-0.90,-2.05,-3.49,-3.64,-3.64
583.41,-2.49,1.12,-2.58,1.02,-1.02,-2.05,-3.52,-3.60,-3.62
589.25,-2.35,1.25,-2.42,1.16,-1.16,-2.06,-3.51,-3.58,-3.60
595.14,-2.18,1.41,-2.27,1.30,-1.30,-2.06,-3.48,-3.57,-3.59
601.09,-2.06,1.52,-2.12,1.44,-1.44,-2.07,-3.50,-3.56,-3.58
607.10,-1.99,1.58,-1.99,1.57,-1.57,-2.08,-3.57,-3.56,-3.57
613.17,-1.88,1.69,-1.86,1.70,-1.70,-2.09,-3.58,-3.56,-3.57
619.30,-1.78,1.78,-1.74,1.82,-1.82,-2.10,-3.60,-3.56,-3.57
625.50,-1.67,1.89,-1.63,1.93,-1.93,-2.11,-3.60,-3.56,-3.56
631.75,-1.54,2.01,-1.52,2.03,-2.03,-2.13,-3.57,-3.55,-3.56
638.07,-1.39,2.15,-1.40,2.13,-2.13,-2.14,-3.53,-3.53,-3.55
644.45,-1.26,2.27,-1.29,2.23,-2.23,-2.16,-3.50,-3.52,-3.53
650.89,-1.16,2.35,-1.17,2.34,-2.34,-2.18,-3.50,-3.51,-3.51
657.40,-1.03,2.46,-1.06,2.44,-2.44,-2.20,-3.47,-3.49,-3.49
663.98,-0.92,2.54,-0.94,2.54,-2.54,-2.22,-3.46,-3.48,-3.46
670.62,-0.82,2.61,-0.81,2.64,-2.64,-2.24,-3.47,-3.46,-3.43
677.32,-0.71,2.69,-0.68,2.75,-2.75,-2.27,-3.46,-3.43,-3.40
684.10,-0.60,2.76,-0.54,2.86,-2.86,-2.29,-3.46,-3.40,-3.37
690.94,-0.44,2.89,-0.39,2.97,-2.97,-2.32,-3.41,-3.36,-3.33
697.85,-0.24,3.05,-0.24,3.08,-3.08,-2.36,-3.32,-3.32,-3.30
704.83,-0.13,3.13,-0.10,3.18,-3.18,-2.39,-3.32,-3.29,-3.26
711.87,-0.06,3.17,0.03,3.28,-3.28,-2.42,-3.34,-3.25,-3.23
718.99,0.02,3.22,0.15,3.37,-3.37,-2.46,-3.35,-3.22,-3.20
726.18,0.27,3.44,0.26,3.44,-3.44,-2.50,-3.17,-3.18,-3.17
733.44,0.41,3.55,0.35,3.50,-3.50,-2.54,-3.09,-3.14,-3.15
740.78,0.54,3.66,0.43,3.53,-3.53,-2.58,-3.00,-3.10,-3.13
748.19,0.64,3.75,0.48,3.55,-3.55,-2.63,-2.91,-3.07,-3.11
755.67,0.70,3.80,0.49,3.55,-3.55,-2.67,-2.85,-3.05,-3.10
763.23,0.61,3.70,0.47,3.53,-3.53,-2.72,-2.92,-3.06,-3.09
770.86,0.51,3.60,0.41,3.50,-3.50,-2.77,-2.99,-3.08,-3.09
778.57,0.41,3.50,0.35,3.45,-3.45,-2.82,-3.04,-3.10,-3.09
786.35,0.36,3.45,0.27,3.40,-3.40,-2.87,-3.05,-3.13,-3.09
794.22,0.30,3.39,0.21,3.36,-3.36,-2.92,-3.06,-3.15,-3.10
802.16,0.18,3.28,0.15,3.32,-3.32,-2.98,-3.14,-3.17,-3.10
810.18,0.06,3.16,0.10,3.30,-3.30,-3.03,-3.24,-3.20,-3.11
818.28,-0.08,3.03,0.08,3.30,-3.30,-3.08,-3.38,-3.22,-3.11
826.46,-0.23,2.88,0.08,3.32,-3.32,-3.14,-3.55,-3.24,-3.12
834.73,-0.26,2.86,0.12,3.38,-3.38,-3.19,-3.64,-3.26,-3.12
843.08,-0.16,2.97,0.19,3.46,-3.46,-3.25,-3.63,-3.27,-3.13
851.51,0.20,3.33,0.30,3.58,-3.58,-3.30,-3.38,-3.28,-3.13
860.02,0.46,3.60,0.45,3.72,-3.72,-3.35,-3.26,-3.27,-3.14
868.62,0.63,3.77,0.64,3.87,-3.87,-3.40,-3.24,-3.22,-3.15
877.31,0.93,4.08,0.84,4.02,-4.02,-3.44,-3.09,-3.17,-3.15
886.08,1.08,4.23,1.03,4.17,-4.17,-3.49,-3.09,-3.14,-3.16
894.94,1.19,4.35,1.19,4.30,-4.30,-3.53,-3.12,-3.11,-3.16
903.89,1.34,4.50,1.32,4.42,-4.42,-3.56,-3.08,-3.10,-3.17
912.93,1.50,4.67,1.40,4.51,-4.51,-3.59,-3.01,-3.10,-3.17
922.06,1.63,4.80,1.43,4.55,-4.55,-3.62,-2.92,-3.12,-3.18
931.28,1.71,4.89,1.39,4.56,-4.56,-3.64,-2.85,-3.17,-3.18
940.59,1.73,4.91,1.31,4.53,-4.53,-3.66,-2.80,-3.22,-3.18
950.00,1.73,4.91,1.20,4.45,-4.45,-3.67,-2.72,-3.25,-3.18
959.50,1.41,4.59,1.12,4.33,-4.33,-3.67,-2.92,-3.20,-3.18
969.09,0.81,3.98,1.02,4.16,-4.16,-3.67,-3.35,-3.14,-3.18
978.78,0.32,3.48,0.85,3.95,-3.95,-3.66,-3.64,-3.10,-3.17
988.57,0.11,3.26,0.63,3.72,-3.72,-3.64,-3.62,-3.10,-3.15
998.46,0.02,3.15,0.36,3.48,-3.48,-3.62,-3.46,-3.12,-3.13
1008.44,-0.09,3.02,0.07,3.22,-3.22,-3.58,-3.31,-3.15,-3.11
1018.53,-0.20,2.88,-0.21,2.96,-2.96,-3.54,-3.17,-3.17,-3.08
1028.71,-0.16,2.89,-0.48,2.71,-2.71,-3.50,-2.87,-3.19,-3.05
1039.00,-0.10,2.91,-0.71,2.47,-2.47,-3.44,-2.57,-3.18,-3.01
1049.39,-0.10,2.87,-0.90,2.25,-2.25,-3.38,-2.36,-3.16,-2.97
1059.88,-0.52,2.41,-1.04,2.06,-2.06,-3.31,-2.58,-3.11,-2.93
1070.48,-1.50,1.38,-1.13,1.89,-1.89,-3.23,-3.40,-3.02,-2.88
1081.19,-2.13,0.70,-1.17,1.76,-1.76,-3.15,-3.89,-2.93,-2.83
1092.00,-2.09,0.69,-1.20,1.66,-1.66,-3.06,-3.75,-2.86,-2.78
1102.92,-1.66,1.06,-1.22,1.60,-1.60,-2.97,-3.26,-2.82,-2.73
1113.95,-1.31,1.36,-1.22,1.57,-1.57,-2.87,-2.89,-2.79,-2.67
1125.09,-1.11,1.51,-1.18,1.57,-1.57,-2.77,-2.69,-2.75,-2.62
1136.34,-0.99,1.57,-1.10,1.60,-1.60,-2.66,-2.59,-2.70,-2.57
1147.70,-0.74,1.77,-1.00,1.64,-1.64,-2.55,-2.38,-2.64,-2.51
1159.18,-0.57,1.88,-0.87,1.69,-1.69,-2.43,-2.27,-2.56,-2.46
1170.77,-0.49,1.91,-0.71,1.75,-1.75,-2.31,-2.25,-2.46,-2.40
1182.48,-0.42,1.93,-0.52,1.81,-1.81,-2.19,-2.24,-2.34,-2.35
1194.30,-0.34,1.96,-0.34,1.86,-1.86,-2.07,-2.21,-2.21,-2.30
1206.25,-0.24,2.01,-0.22,1.91,-1.91,-1.95,-2.16,-2.14,-2.25
1218.31,-0.12,2.08,-0.16,1.96,-1.96,-1.82,-2.08,-2.12,-2.21
1230.49,-0.00,2.16,-0.13,2.00,-2.00,-1.69,-2.00,-2.13,-2.16
1242.80,0.02,2.14,-0.10,2.02,-2.02,-1.56,-2.00,-2.13,-2.12
1255.22,-0.00,2.08,-0.08,2.04,-2.04,-1.43,-2.04,-2.12,-2.08
1267.78,-0.10,1.94,-0.06,2.05,-2.05,-1.30,-2.15,-2.11,-2.05
1280.45,-0.21,1.80,-0.05,2.05,-2.05,-1.17,-2.26,-2.10,-2.01
1293.26,-0.21,1.76,-0.02,2.04,-2.04,-1.04,-2.26,-2.06,-1.97
1306.19,-0.16,1.77,0.05,2.03,-2.03,-0.90,-2.19,-1.98,-1.93
1319.25,-0.06,1.83,0.11,2.00,-2.00,-0.77,-2.06,-1.89,-1.89
1332.45,-0.03,1.82,0.12,1.96,-1.96,-0.64,-1.99,-1.83,-1.85
1345.77,-0.01,1.79,0.08,1.88,-1.88,-0.50,-1.90,-1.81,-1.81
1359.23,-0.04,1.72,-0.02,1.77,-1.77,-0.37,-1.82,-1.79,-1.76
1372.82,-0.06,1.65,-0.09,1.61,-1.61,-0.23,-1.68,-1.70,-1.71
1386.55,-0.06,1.60,-0.16,1.40,-1.40,-0.10,-1.46,-1.57,-1.67
1400.41,-0.07,1.54,-0.28,1.14,-1.14,0.03,-1.21,-1.42,-1.61
1414.42,-0.09,1.47,-0.48,0.82,-0.82,0.17,-0.92,-1.30,-1.56
1428.56,-0.20,1.30,-0.78,0.46,-0.46,0.30,-0.66,-1.24,-1.50
1442.85,-0.81,0.63,-1.21,0.05,-0.05,0.44,-0.86,-1.26,-1.44
1457.28,-1.77,-0.39,-1.72,-0.40,0.40,0.57,-1.37,-1.32,-1.38
1471.85,-2.52,-1.20,-2.27,-0.87,0.87,0.71,-1.65,-1.40,-1.32
1486.57,-2.76,-1.50,-2.83,-1.36,1.36,0.85,-1.40,-1.47,-1.26
1501.43,-2.76,-1.57,-3.36,-1.85,1.85,0.98,-0.91,-1.51,-1.20
1516.45,-2.84,-1.71,-3.80,-2.33,2.33,1.12,-0.51,-1.47,-1.13
1531.61,-4.07,-3.00,-4.17,-2.80,2.80,1.25,-1.28,-1.37,-1.07
1546.93,-5.22,-4.22,-4.50,-3.22,3.22,1.39,-2.00,-1.28,-1.00
1562.40,-6.08,-5.16,-4.82,-3.60,3.60,1.52,-2.49,-1.22,-0.93
1578.02,-6.46,-5.61,-5.12,-3.91,3.91,1.66,-2.55,-1.21,-0.85
1593.80,-6.47,-5.70,-5.31,-4.15,4.15,1.79,-2.32,-1.16,-0.78
1609.74,-5.66,-4.97,-5.39,-4.33,4.33,1.93,-1.34,-1.06,-0.70
1625.84,-5.07,-4.46,-5.38,-4.44,4.44,2.06,-0.63,-0.94,-0.61
1642.10,-4.53,-4.01,-5.35,-4.50,4.50,2.19,-0.04,-0.85,-0.53
1658.52,-4.07,-3.64,-5.29,-4.51,4.51,2.32,0.43,-0.79,-0.44
1675.10,-3.98,-3.64,-5.17,-4.48,4.48,2.45,0.50,-0.69,-0.34
1691.85,-4.62,-4.39,-4.96,-4.43,4.43,2.58,-0.19,-0.52,-0.24
1708.77,-5.24,-5.12,-4.65,-4.36,4.36,2.71,-0.88,-0.29,-0.13
1725.86,-5.37,-5.36,-4.33,-4.27,4.27,2.83,-1.11,-0.06,-0.01
1743.12,-4.73,-4.84,-4.00,-4.15,4.15,2.95,-0.58,0.16,0.11
1760.55,-3.59,-3.83,-3.70,-4.04,4.04,3.06,0.45,0.34,0.23
1778.15,-3.39,-3.76,-3.47,-3.94,3.94,3.17,0.55,0.47,0.36
1795.94,-3.45,-3.95,-3.32,-3.86,3.86,3.28,0.41,0.55,0.50
1813.90,-3.37,-4.02,-3.18,-3.81,3.81,3.38,0.43,0.63,0.64
1832.03,-2.95,-3.75,-3.04,-3.77,3.77,3.48,0.82,0.73,0.79
1850.36,-2.49,-3.45,-2.88,-3.77,3.77,3.57,1.27,0.89,0.95
1868.86,-2.14,-3.26,-2.67,-3.78,3.78,3.65,1.64,1.11,1.12
1887.55,-1.84,-3.13,-2.46,-3.83,3.83,3.73,1.99,1.38,1.29
1906.42,-1.69,-3.16,-2.29,-3.90,3.90,3.80,2.21,1.61,1.47
1925.49,-1.75,-3.41,-2.22,-3.99,3.99,3.86,2.23,1.76,1.65
1944.74,-2.36,-4.21,-2.21,-4.08,4.08,3.91,1.72,1.87,1.84
1964.19,-2.83,-4.87,-2.19,-4.17,4.17,3.95,1.34,1.98,2.03
1983.83,-2.83,-5.06,-2.11,-4.25,4.25,3.99,1.42,2.14,2.23
2003.67,-2.53,-4.96,-2.01,-4.32,4.32,4.01,1.79,2.31,2.43
2023.71,-2.04,-4.67,-1.91,-4.39,4.39,4.03,2.34,2.48,2.63
2043.94,-1.61,-4.44,-1.80,-4.43,4.43,4.04,2.81,2.62,2.83
2064.38,-1.47,-4.50,-1.69,-4.45,4.45,4.04,2.97,2.76,3.03
2085.03,-1.46,-4.69,-1.54,-4.44,4.44,4.03,2.98,2.90,3.23
2105.88,-1.41,-4.84,-1.32,-4.41,4.41,4.01,2.99,3.08,3.42
2126.94,-1.23,-4.85,-1.04,-4.34,4.34,3.99,3.11,3.30,3.61
2148.20,-0.59,-4.39,-0.70,-4.24,4.24,3.96,3.65,3.54,3.80
2169.69,-0.23,-4.21,-0.33,-4.12,4.12,3.92,3.89,3.79,3.97
2191.38,0.06,-4.09,0.00,-3.99,3.99,3.87,4.05,3.99,4.14
2213.30,0.35,-3.96,0.31,-3.84,3.84,3.82,4.19,4.15,4.31
2235.43,0.57,-3.90,0.60,-3.69,3.69,3.77,4.25,4.29,4.47
2257.78,0.75,-3.87,0.90,-3.52,3.52,3.71,4.27,4.42,4.62
2280.36,1.04,-3.74,1.22,-3.35,3.35,3.65,4.38,4.56,4.77
2303.17,1.72,-3.20,1.56,-3.17,3.17,3.58,4.88,4.73,4.92
2326.20,2.26,-2.81,1.91,-2.98,2.98,3.51,5.24,4.89,5.06
2349.46,2.45,-2.76,2.25,-2.80,2.80,3.44,5.25,5.05,5.20
2372.95,2.57,-2.77,2.57,-2.62,2.62,3.36,5.19,5.19,5.34
2396.68,2.72,-2.76,2.90,-2.44,2.44,3.29,5.15,5.34,5.48
2420.65,3.02,-2.60,3.26,-2.25,2.25,3.21,5.27,5.51,5.61
2444.86,3.52,-2.23,3.62,-2.06,2.06,3.14,5.58,5.68,5.75
2469.31,3.87,-2.01,3.99,-1.87,1.87,3.06,5.74,5.86,5.88
2494.00,4.16,-1.85,4.32,-1.69,1.69,2.98,5.85,6.01,6.00
2518.94,4.57,-1.56,4.63,-1.51,1.51,2.91,6.08,6.14,6.12
2544.13,4.98,-1.26,4.91,-1.34,1.34,2.83,6.32,6.25,6.24
2569.57,5.25,-1.10,5.15,-1.18,1.18,2.76,6.43,6.33,6.35
2595.27,5.54,-0.91,5.40,-1.03,1.03,2.69,6.57,6.43,6.44
2621.22,5.87,-0.66,5.65,-0.89,0.89,2.61,6.76,6.54,6.53
2647.43,6.19,-0.42,5.87,-0.77,0.77,2.54,6.96,6.64,6.61
2673.90,6.25,-0.42,6.04,-0.67,0.67,2.47,6.91,6.70,6.67
2700.64,6.19,-0.53,6.16,-0.58,0.58,2.41,6.76,6.74,6.72
2727.65,6.07,-0.68,6.25,-0.50,0.50,2.34,6.57,6.75,6.75
2754.93,6.07,-0.71,6.34,-0.45,0.45,2.27,6.51,6.79,6.77
2782.48,6.20,-0.58,6.40,-0.41,0.41,2.21,6.60,6.80,6.78
2810.30,6.34,-0.44,6.41,-0.38,0.38,2.15,6.71,6.79,6.77
2838.40,6.42,-0.33,6.38,-0.35,0.35,2.09,6.77,6.74,6.75
2866.79,6.45,-0.25,6.33,-0.34,0.34,2.03,6.79,6.67,6.70
2895.46,6.37,-0.27,6.25,-0.34,0.34,1.98,6.71,6.59,6.64
2924.41,6.16,-0.40,6.15,-0.35,0.35,1.93,6.50,6.50,6.56
2953.65,6.09,-0.39,6.06,-0.36,0.36,1.87,6.44,6.42,6.47
2983.19,6.10,-0.28,5.98,-0.36,0.36,1.82,6.46,6.35,6.38
3013.02,6.09,-0.18,5.89,-0.37,0.37,1.77,6.46,6.26,6.27
3043.15,5.97,-0.19,5.79,-0.39,0.39,1.73,6.35,6.18,6.15
3073.58,5.46,-0.57,5.67,-0.40,0.40,1.68,5.85,6.06,6.03
3104.32,5.14,-0.76,5.51,-0.41,0.41,1.64,5.54,5.91,5.90
3135.36,5.04,-0.73,5.33,-0.42,0.42,1.60,5.45,5.75,5.76
3166.72,5.01,-0.62,5.15,-0.43,0.43,1.56,5.43,5.58,5.62
3198.38,4.99,-0.49,4.98,-0.45,0.45,1.52,5.44,5.43,5.48
3230.37,4.97,-0.36,4.81,-0.49,0.49,1.48,5.45,5.30,5.33
3262.67,4.89,-0.29,4.65,-0.54,0.54,1.45,5.43,5.19,5.18
3295.30,4.62,-0.41,4.47,-0.61,0.61,1.41,5.23,5.08,5.03
3328.25,4.24,-0.64,4.27,-0.70,0.70,1.38,4.93,4.97,4.87
3361.53,4.09,-0.64,4.05,-0.79,0.79,1.35,4.88,4.84,4.72
3395.15,3.61,-0.96,3.80,-0.89,0.89,1.32,4.50,4.70,4.57
3429.10,3.34,-1.08,3.52,-1.00,1.00,1.29,4.34,4.52,4.41
3463.39,3.24,-1.02,3.20,-1.11,1.11,1.26,4.34,4.31,4.25
3498.03,3.12,-0.98,2.84,-1.21,1.21,1.23,4.33,4.06,4.09
3533.01,2.87,-1.06,2.45,-1.32,1.32,1.21,4.19,3.77,3.93
3568.34,2.39,-1.38,2.04,-1.43,1.43,1.18,3.81,3.47,3.77
3604.02,1.97,-1.65,1.65,-1.53,1.53,1.16,3.49,3.18,3.61
3640.06,1.33,-2.14,1.32,-1.62,1.62,1.13,2.95,2.95,3.47
3676.46,0.77,-2.57,1.05,-1.70,1.70,1.11,2.47,2.76,3.34
3713.22,0.30,-2.92,0.83,-1.77,1.77,1.09,2.07,2.60,3.22
3750.36,-0.04,-3.14,0.64,-1.83,1.83,1.07,1.78,2.46,3.10
3787.86,-0.22,-3.21,0.41,-1.86,1.86,1.05,1.64,2.27,2.99
3825.74,-0.22,-3.10,0.07,-1.88,1.88,1.03,1.66,1.96,2.88
3864.00,-0.42,-3.19,-0.37,-1.89,1.89,1.01,1.47,1.52,2.77
3902.64,-0.59,-3.25,-0.81,-1.89,1.89,0.99,1.29,1.08,2.66
3941.66,-0.34,-2.89,-1.18,-1.87,1.87,0.97,1.53,0.69,2.55
3981.08,-0.15,-2.58,-1.45,-1.88,1.88,0.96,1.73,0.43,2.43
4020.89,-0.20,-2.51,-1.62,-1.89,1.89,0.94,1.69,0.27,2.30
4061.10,-0.91,-3.08,-1.69,-1.90,1.90,0.93,0.98,0.20,2.17
4101.71,-1.65,-3.67,-1.70,-1.89,1.89,0.91,0.23,0.19,2.02
4142.73,-2.70,-4.57,-1.65,-1.86,1.86,0.89,-0.84,0.20,1.86
4184.15,-3.88,-5.57,-1.59,-1.81,1.81,0.88,-2.07,0.22,1.69
4226.00,-4.12,-5.63,-1.47,-1.73,1.73,0.87,-2.39,0.26,1.51
4268.26,-3.07,-4.38,-1.33,-1.64,1.64,0.85,-1.44,0.30,1.31
4310.94,-1.12,-2.23,-1.19,-1.53,1.53,0.84,0.40,0.33,1.11
4354.05,-0.11,-1.02,-1.08,-1.42,1.42,0.83,1.30,0.34,0.91
4397.59,0.55,-0.16,-0.99,-1.32,1.32,0.82,1.87,0.33,0.71
4441.56,0.64,0.12,-0.89,-1.24,1.24,0.80,1.87,0.34,0.52
4485.98,0.45,0.11,-0.80,-1.17,1.17,0.79,1.62,0.37,0.34
4530.84,0.12,-0.05,-0.73,-1.12,1.12,0.78,1.23,0.38,0.17
4576.15,-0.18,-0.19,-0.73,-1.08,1.08,0.77,0.90,0.35,0.01
4621.91,-0.60,-0.47,-0.79,-1.05,1.05,0.76,0.44,0.26,-0.14
4668.13,-0.80,-0.53,-0.93,-1.02,1.02,0.75,0.22,0.09,-0.28
4714.81,-1.59,-1.19,-1.17,-0.99,0.99,0.75,-0.60,-0.17,-0.40
4761.96,-2.19,-1.68,-1.47,-0.96,0.96,0.74,-1.23,-0.51,-0.52
4809.58,-2.42,-1.80,-1.75,-0.93,0.93,0.73,-1.50,-0.83,-0.62
4857.67,-2.54,-1.84,-1.91,-0.88,0.88,0.73,-1.66,-1.03,-0.71
4906.25,-2.62,-1.85,-1.96,-0.83,0.83,0.72,-1.80,-1.13,-0.78
4955.31,-2.65,-1.82,-1.92,-0.77,0.77,0.72,-1.88,-1.15,-0.83
5004.87,-2.46,-1.59,-1.81,-0.70,0.70,0.71,-1.77,-1.11,-0.88
5054.91,-1.90,-1.00,-1.65,-0.60,0.60,0.71,-1.31,-1.05,-0.90
5105.46,-1.17,-0.27,-1.45,-0.48,0.48,0.71,-0.69,-0.97,-0.91
5156.52,-0.54,0.35,-1.24,-0.36,0.36,0.70,-0.18,-0.87,-0.89
5208.08,-0.24,0.61,-1.00,-0.27,0.27,0.70,0.02,-0.73,-0.85
5260.16,-0.16,0.62,-0.74,-0.19,0.19,0.70,0.03,-0.55,-0.79
5312.77,-0.13,0.56,-0.51,-0.15,0.15,0.70,0.01,-0.37,-0.69
5365.89,-0.14,0.42,-0.34,-0.14,0.14,0.70,-0.01,-0.20,-0.56
5419.55,-0.19,0.22,-0.21,-0.17,0.17,0.71,-0.02,-0.04,-0.41
5473.75,-0.31,-0.08,-0.14,-0.24,0.24,0.71,-0.07,0.10,-0.23
5528.49,-0.38,-0.36,-0.13,-0.35,0.35,0.71,-0.04,0.22,-0.03
5583.77,-0.42,-0.62,-0.19,-0.48,0.48,0.72,0.05,0.28,0.19
5639.61,-0.44,-0.87,-0.32,-0.63,0.63,0.72,0.18,0.31,0.42
5696.00,-0.41,-1.07,-0.45,-0.79,0.79,0.73,0.38,0.34,0.66
5752.96,-0.36,-1.26,-0.57,-0.96,0.96,0.74,0.59,0.38,0.90
5810.49,-0.48,-1.61,-0.66,-1.12,1.12,0.75,0.64,0.46,1.13
5868.60,-0.69,-2.04,-0.74,-1.28,1.28,0.76,0.59,0.54,1.34
5927.28,-0.90,-2.45,-0.81,-1.42,1.42,0.77,0.51,0.60,1.54
5986.56,-1.06,-2.78,-0.90,-1.53,1.53,0.78,0.47,0.63,1.72
6046.42,-1.21,-3.08,-1.01,-1.66,1.66,0.79,0.44,0.65,1.86
6106.89,-1.31,-3.29,-1.16,-1.78,1.78,0.81,0.46,0.62,1.97
6167.96,-1.33,-3.38,-1.30,-1.89,1.89,0.82,0.56,0.59,2.05
6229.64,-1.29,-3.37,-1.42,-1.99,1.99,0.83,0.69,0.57,2.08
6291.93,-1.21,-3.29,-1.51,-2.07,2.07,0.85,0.86,0.56,2.07
6354.85,-1.24,-3.27,-1.58,-2.15,2.15,0.87,0.91,0.57,2.03
6418.40,-1.45,-3.41,-1.63,-2.23,2.23,0.88,0.78,0.60,1.96
6482.58,-1.77,-3.63,-1.64,-2.30,2.30,0.90,0.53,0.67,1.85
6547.41,-2.02,-3.74,-1.61,-2.35,2.35,0.92,0.33,0.74,1.72
6612.88,-2.19,-3.75,-1.58,-2.38,2.38,0.94,0.19,0.80,1.55
6679.01,-2.27,-3.64,-1.55,-2.39,2.39,0.96,0.12,0.84,1.37
6745.80,-2.03,-3.19,-1.55,-2.38,2.38,0.98,0.35,0.83,1.16
6813.26,-1.31,-2.24,-1.60,-2.37,2.37,1.00,1.05,0.77,0.93
6881.39,-1.23,-1.93,-1.69,-2.35,2.35,1.02,1.12,0.66,0.69
6950.21,-1.42,-1.87,-1.84,-2.35,2.35,1.03,0.93,0.51,0.44
7019.71,-1.65,-1.84,-2.02,-2.36,2.36,1.05,0.71,0.34,0.19
7089.91,-1.67,-1.61,-2.24,-2.39,2.39,1.07,0.71,0.14,-0.07
7160.81,-1.85,-1.53,-2.50,-2.44,2.35,1.08,0.50,-0.15,-0.32
7232.41,-2.36,-1.80,-2.82,-2.51,2.25,1.10,-0.12,-0.57,-0.56
7304.74,-2.99,-2.20,-3.18,-2.62,2.06,1.11,-0.93,-1.11,-0.79
7377.79,-3.57,-2.58,-3.58,-2.75,1.81,1.12,-1.76,-1.77,-0.99
7451.56,-4.29,-3.12,-4.01,-2.92,1.53,1.13,-2.77,-2.49,-1.17
7526.08,-4.79,-3.48,-4.46,-3.14,1.27,1.13,-3.53,-3.19,-1.31
7601.34,-5.14,-3.73,-4.86,-3.36,1.03,1.13,-4.11,-3.83,-1.41
7677.35,-5.43,-3.97,-5.16,-3.60,0.82,1.13,-4.62,-4.34,-1.46
