frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
384.13,0.64,2.08,0.63,2.09,-2.09,-1.72,-1.44,-1.46,-1.44
387.97,0.63,2.06,0.65,2.09,-2.09,-1.72,-1.46,-1.45,-1.43
391.85,0.61,2.03,0.67,2.11,-2.11,-1.72,-1.49,-1.44,-1.42
395.77,0.65,2.07,0.69,2.12,-2.12,-1.72,-1.47,-1.43,-1.41
399.73,0.69,2.10,0.71,2.14,-2.14,-1.73,-1.45,-1.43,-1.41
403.72,0.68,2.09,0.74,2.16,-2.16,-1.73,-1.47,-1.42,-1.41
407.76,0.69,2.10,0.76,2.17,-2.17,-1.73,-1.47,-1.41,-1.41
411.84,0.76,2.17,0.77,2.18,-2.18,-1.74,-1.41,-1.40,-1.40
415.96,0.81,2.22,0.78,2.18,-2.18,-1.74,-1.37,-1.40,-1.40
420.12,0.82,2.22,0.78,2.18,-2.18,-1.75,-1.36,-1.40,-1.40
424.32,0.83,2.23,0.78,2.18,-2.18,-1.75,-1.34,-1.40,-1.40
428.56,0.83,2.23,0.77,2.17,-2.17,-1.76,-1.33,-1.40,-1.39
432.85,0.82,2.21,0.75,2.15,-2.15,-1.77,-1.32,-1.40,-1.39
437.18,0.81,2.19,0.72,2.12,-2.12,-1.77,-1.31,-1.40,-1.38
441.55,0.75,2.13,0.70,2.10,-2.10,-1.78,-1.34,-1.40,-1.37
445.96,0.66,2.03,0.68,2.07,-2.07,-1.78,-1.40,-1.38,-1.36
450.42,0.58,1.94,0.66,2.03,-2.03,-1.79,-1.45,-1.37,-1.35
454.93,0.51,1.86,0.63,1.99,-1.99,-1.79,-1.48,-1.36,-1.34
459.48,0.47,1.81,0.59,1.95,-1.95,-1.79,-1.48,-1.36,-1.33
464.07,0.44,1.77,0.55,1.91,-1.91,-1.79,-1.46,-1.36,-1.33
468.71,0.46,1.79,0.50,1.86,-1.86,-1.80,-1.40,-1.36,-1.32
473.40,0.47,1.79,0.46,1.82,-1.82,-1.79,-1.35,-1.36,-1.32
478.13,0.46,1.79,0.41,1.77,-1.77,-1.79,-1.31,-1.36,-1.32
482.91,0.51,1.84,0.36,1.73,-1.73,-1.79,-1.21,-1.37,-1.33
487.74,0.51,1.84,0.31,1.68,-1.68,-1.78,-1.17,-1.37,-1.33
492.62,0.37,1.71,0.27,1.63,-1.63,-1.77,-1.26,-1.37,-1.34
497.55,0.20,1.55,0.23,1.59,-1.59,-1.77,-1.38,-1.36,-1.34
502.52,0.11,1.46,0.19,1.53,-1.53,-1.75,-1.42,-1.35,-1.35
507.55,0.05,1.40,0.15,1.48,-1.48,-1.74,-1.43,-1.33,-1.35
512.62,0.01,1.36,0.10,1.43,-1.43,-1.73,-1.42,-1.33,-1.35
517.75,-0.02,1.32,0.05,1.38,-1.38,-1.71,-1.40,-1.33,-1.34
522.93,-0.04,1.29,0.00,1.33,-1.33,-1.69,-1.36,-1.32,-1.33
528.16,-0.06,1.25,-0.04,1.28,-1.28,-1.67,-1.33,-1.32,-1.31
533.44,-0.09,1.20,-0.08,1.23,-1.23,-1.65,-1.32,-1.31,-1.29
538.77,-0.06,1.20,-0.11,1.18,-1.18,-1.63,-1.24,-1.29,-1.26
544.16,-0.03,1.21,-0.12,1.14,-1.14,-1.60,-1.17,-1.26,-1.23
549.60,-0.06,1.14,-0.11,1.11,-1.11,-1.58,-1.17,-1.22,-1.20
555.10,-0.11,1.06,-0.11,1.08,-1.08,-1.55,-1.19,-1.18,-1.17
560.65,-0.16,0.98,-0.10,1.05,-1.05,-1.52,-1.21,-1.16,-1.14
566.25,-0.19,0.92,-0.10,1.03,-1.03,-1.49,-1.21,-1.13,-1.11
571.92,-0.15,0.93,-0.09,1.00,-1.00,-1.46,-1.15,-1.10,-1.08
577.64,-0.11,0.95,-0.09,0.98,-0.98,-1.43,-1.09,-1.07,-1.06
583.41,-0.10,0.94,-0.09,0.96,-0.96,-1.40,-1.06,-1.05,-1.04
589.25,-0.07,0.96,-0.09,0.95,-0.95,-1.37,-1.01,-1.04,-1.02
595.14,-0.02,0.99,-0.10,0.93,-0.93,-1.34,-0.95,-1.03,-1.01
601.09,-0.04,0.97,-0.12,0.91,-0.91,-1.31,-0.95,-1.03,-1.00
607.10,-0.10,0.90,-0.13,0.89,-0.89,-1.28,-0.99,-1.03,-1.00
613.17,-0.12,0.88,-0.14,0.88,-0.88,-1.25,-0.99,-1.02,-0.99
619.30,-0.12,0.87,-0.14,0.86,-0.86,-1.22,-0.98,-1.00,-0.99
625.50,-0.11,0.88,-0.14,0.84,-0.84,-1.18,-0.95,-0.99,-0.99
631.75,-0.13,0.85,-0.15,0.83,-0.83,-1.15,-0.95,-0.97,-0.98
638.07,-0.25,0.72,-0.15,0.81,-0.81,-1.12,-1.06,-0.96,-0.97
644.45,-0.27,0.69,-0.16,0.79,-0.79,-1.09,-1.06,-0.95,-0.95
650.89,-0.26,0.68,-0.16,0.77,-0.77,-1.06,-1.03,-0.93,-0.93
657.40,-0.23,0.68,-0.16,0.75,-0.75,-1.04,-0.98,-0.91,-0.91
663.98,-0.18,0.71,-0.15,0.73,-0.73,-1.01,-0.91,-0.88,-0.88
670.62,-0.10,0.76,-0.14,0.71,-0.71,-0.98,-0.81,-0.85,-0.86
677.32,-0.03,0.80,-0.13,0.69,-0.69,-0.95,-0.72,-0.82,-0.82
684.10,-0.03,0.76,-0.12,0.67,-0.67,-0.93,-0.70,-0.80,-0.79
690.94,-0.03,0.73,-0.12,0.66,-0.66,-0.90,-0.69,-0.77,-0.75
697.85,-0.07,0.65,-0.10,0.65,-0.65,-0.88,-0.71,-0.75,-0.72
704.83,-0.09,0.60,-0.08,0.64,-0.64,-0.85,-0.72,-0.71,-0.68
711.87,-0.09,0.56,-0.04,0.63,-0.63,-0.83,-0.72,-0.68,-0.65
718.99,-0.06,0.56,-0.01,0.63,-0.63,-0.81,-0.69,-0.65,-0.62
726.18,-0.01,0.59,0.02,0.64,-0.64,-0.78,-0.65,-0.62,-0.59
733.44,0.00,0.57,0.05,0.66,-0.66,-0.76,-0.65,-0.61,-0.57
740.78,0.00,0.55,0.08,0.67,-0.67,-0.74,-0.67,-0.59,-0.55
748.19,0.02,0.56,0.12,0.70,-0.70,-0.72,-0.67,-0.57,-0.53
755.67,0.08,0.61,0.17,0.73,-0.73,-0.70,-0.64,-0.56,-0.52
763.23,0.23,0.75,0.22,0.76,-0.76,-0.68,-0.53,-0.54,-0.52
770.86,0.35,0.87,0.27,0.80,-0.80,-0.66,-0.44,-0.53,-0.51
778.57,0.42,0.94,0.31,0.83,-0.83,-0.64,-0.41,-0.52,-0.51
786.35,0.42,0.94,0.35,0.87,-0.87,-0.63,-0.45,-0.52,-0.52
794.22,0.43,0.95,0.39,0.91,-0.91,-0.61,-0.47,-0.52,-0.52
802.16,0.44,0.97,0.42,0.94,-0.94,-0.59,-0.49,-0.52,-0.52
810.18,0.46,0.99,0.44,0.97,-0.97,-0.58,-0.50,-0.52,-0.53
818.28,0.48,1.02,0.47,0.99,-0.99,-0.56,-0.51,-0.53,-0.53
826.46,0.46,1.00,0.48,1.01,-1.01,-0.54,-0.55,-0.53,-0.54
834.73,0.44,0.99,0.48,1.03,-1.03,-0.53,-0.59,-0.55,-0.54
843.08,0.42,0.97,0.48,1.04,-1.04,-0.51,-0.62,-0.56,-0.55
851.51,0.41,0.97,0.48,1.05,-1.05,-0.50,-0.63,-0.57,-0.56
860.02,0.43,1.00,0.47,1.05,-1.05,-0.48,-0.61,-0.57,-0.56
868.62,0.45,1.02,0.47,1.04,-1.04,-0.47,-0.59,-0.58,-0.57
877.31,0.48,1.06,0.46,1.04,-1.04,-0.46,-0.55,-0.58,-0.57
886.08,0.49,1.07,0.44,1.03,-1.03,-0.44,-0.53,-0.58,-0.58
894.94,0.46,1.05,0.42,1.01,-1.01,-0.43,-0.55,-0.59,-0.58
903.89,0.42,1.01,0.40,1.00,-1.00,-0.41,-0.57,-0.60,-0.59
912.93,0.38,0.98,0.37,0.98,-0.98,-0.40,-0.59,-0.60,-0.59
922.06,0.37,0.97,0.34,0.95,-0.95,-0.38,-0.58,-0.61,-0.60
931.28,0.39,1.00,0.31,0.92,-0.92,-0.37,-0.53,-0.61,-0.60
940.59,0.27,0.88,0.28,0.88,-0.88,-0.35,-0.61,-0.61,-0.60
950.00,0.18,0.79,0.24,0.85,-0.85,-0.34,-0.66,-0.61,-0.61
959.50,0.11,0.72,0.20,0.80,-0.80,-0.32,-0.69,-0.61,-0.60
969.09,0.10,0.70,0.15,0.75,-0.75,-0.30,-0.65,-0.60,-0.60
978.78,0.07,0.66,0.11,0.70,-0.70,-0.29,-0.62,-0.58,-0.59
988.57,0.04,0.62,0.07,0.63,-0.63,-0.27,-0.59,-0.57,-0.57
998.46,0.00,0.56,0.02,0.56,-0.56,-0.25,-0.56,-0.54,-0.56
1008.44,-0.02,0.52,-0.04,0.48,-0.48,-0.23,-0.50,-0.52,-0.53
1018.53,-0.06,0.45,-0.10,0.40,-0.40,-0.21,-0.45,-0.49,-0.50
1028.71,-0.10,0.37,-0.16,0.30,-0.30,-0.19,-0.40,-0.46,-0.47
1039.00,-0.18,0.26,-0.22,0.20,-0.20,-0.17,-0.38,-0.43,-0.43
1049.39,-0.25,0.15,-0.29,0.09,-0.09,-0.15,-0.34,-0.38,-0.40
1059.88,-0.30,0.06,-0.36,-0.02,0.02,-0.13,-0.27,-0.34,-0.35
1070.48,-0.40,-0.09,-0.44,-0.14,0.14,-0.11,-0.25,-0.30,-0.31
1081.19,-0.54,-0.28,-0.53,-0.27,0.27,-0.09,-0.27,-0.26,-0.26
1092.00,-0.67,-0.46,-0.61,-0.40,0.40,-0.07,-0.27,-0.22,-0.20
1102.92,-0.74,-0.59,-0.70,-0.52,0.52,-0.04,-0.21,-0.17,-0.15
1113.95,-0.80,-0.70,-0.77,-0.65,0.65,-0.02,-0.15,-0.12,-0.10
1125.09,-0.83,-0.79,-0.84,-0.77,0.77,0.00,-0.06,-0.07,-0.04
1136.34,-0.89,-0.90,-0.90,-0.88,0.88,0.03,-0.00,-0.02,0.01
1147.70,-0.98,-1.04,-0.96,-0.99,0.99,0.05,0.01,0.03,0.07
1159.18,-1.03,-1.15,-1.00,-1.08,1.08,0.08,0.05,0.08,0.12
1170.77,-1.06,-1.23,-1.02,-1.15,1.15,0.11,0.09,0.13,0.17
1182.48,-1.05,-1.27,-1.04,-1.20,1.20,0.13,0.16,0.16,0.23
1194.30,-1.02,-1.30,-1.04,-1.24,1.24,0.16,0.22,0.21,0.28
1206.25,-0.98,-1.30,-1.01,-1.26,1.26,0.19,0.28,0.25,0.33
1218.31,-0.92,-1.29,-0.96,-1.26,1.26,0.21,0.34,0.29,0.37
1230.49,-0.87,-1.28,-0.89,-1.23,1.23,0.24,0.36,0.34,0.41
1242.80,-0.82,-1.27,-0.79,-1.17,1.17,0.27,0.36,0.38,0.45
1255.22,-0.76,-1.25,-0.67,-1.09,1.09,0.30,0.34,0.42,0.49
1267.78,-0.64,-1.17,-0.52,-0.99,0.99,0.33,0.35,0.47,0.53
1280.45,-0.46,-1.02,-0.35,-0.86,0.86,0.36,0.40,0.51,0.57
1293.26,-0.29,-0.89,-0.17,-0.71,0.71,0.39,0.42,0.54,0.60
1306.19,-0.10,-0.74,0.03,-0.54,0.54,0.42,0.45,0.57,0.64
1319.25,0.25,-0.43,0.25,-0.36,0.36,0.46,0.61,0.61,0.68
1332.45,0.52,-0.20,0.49,-0.17,0.17,0.49,0.69,0.66,0.73
1345.77,0.76,-0.01,0.75,0.02,-0.02,0.52,0.74,0.73,0.77
1359.23,1.04,0.23,1.01,0.20,-0.20,0.56,0.84,0.81,0.82
1372.82,1.16,0.30,1.26,0.36,-0.36,0.59,0.80,0.90,0.86
1386.55,1.41,0.50,1.48,0.50,-0.50,0.63,0.91,0.98,0.91
1400.41,1.62,0.66,1.66,0.60,-0.60,0.66,1.02,1.06,0.96
1414.42,1.76,0.74,1.78,0.66,-0.66,0.70,1.10,1.12,1.02
1428.56,1.92,0.85,1.85,0.68,-0.68,0.73,1.24,1.17,1.08
1442.85,2.13,1.00,1.87,0.65,-0.65,0.77,1.49,1.22,1.14
1457.28,2.24,1.05,1.83,0.56,-0.56,0.81,1.68,1.27,1.20
1471.85,2.17,0.92,1.75,0.43,-0.43,0.85,1.74,1.32,1.26
1486.57,1.91,0.59,1.62,0.25,-0.25,0.88,1.66,1.37,1.32
1501.43,1.53,0.15,1.46,0.03,-0.03,0.92,1.50,1.43,1.38
1516.45,1.27,-0.17,1.26,-0.22,0.22,0.96,1.49,1.48,1.44
1531.61,0.83,-0.68,1.04,-0.49,0.49,1.00,1.32,1.53,1.51
1546.93,0.49,-1.09,0.79,-0.77,0.77,1.05,1.26,1.56,1.58
1562.40,0.32,-1.33,0.54,-1.05,1.05,1.09,1.38,1.59,1.65
1578.02,0.21,-1.51,0.28,-1.33,1.33,1.13,1.54,1.61,1.72
1593.80,0.08,-1.72,0.05,-1.59,1.59,1.17,1.67,1.63,1.80
1609.74,-0.17,-2.05,-0.14,-1.82,1.82,1.21,1.65,1.68,1.88
1625.84,-0.31,-2.27,-0.29,-2.03,2.03,1.25,1.72,1.74,1.96
1642.10,-0.43,-2.48,-0.39,-2.20,2.20,1.30,1.77,1.81,2.05
1658.52,-0.50,-2.64,-0.43,-2.33,2.33,1.34,1.83,1.90,2.14
1675.10,-0.52,-2.76,-0.42,-2.43,2.43,1.38,1.91,2.01,2.24
1691.85,-0.49,-2.83,-0.37,-2.49,2.49,1.42,2.00,2.12,2.34
1708.77,-0.43,-2.88,-0.28,-2.52,2.52,1.46,2.09,2.24,2.45
1725.86,-0.31,-2.87,-0.16,-2.52,2.52,1.50,2.22,2.37,2.56
1743.12,-0.03,-2.71,-0.01,-2.50,2.50,1.54,2.47,2.48,2.68
1760.55,0.37,-2.44,0.17,-2.45,2.45,1.58,2.82,2.61,2.81
1778.15,0.47,-2.47,0.38,-2.38,2.38,1.62,2.85,2.76,2.94
1795.94,0.58,-2.50,0.63,-2.29,2.29,1.65,2.88,2.92,3.08
1813.90,0.77,-2.45,0.89,-2.20,2.20,1.68,2.97,3.09,3.22
1832.03,1.28,-2.09,1.18,-2.10,2.10,1.72,3.38,3.28,3.37
1850.36,1.50,-2.03,1.48,-2.00,2.00,1.75,3.50,3.48,3.53
1868.86,1.70,-1.99,1.78,-1.90,1.90,1.78,3.60,3.68,3.70
1887.55,2.07,-1.80,2.08,-1.81,1.81,1.80,3.88,3.89,3.87
1906.42,2.31,-1.73,2.36,-1.73,1.73,1.83,4.05,4.10,4.05
1925.49,2.54,-1.69,2.62,-1.67,1.67,1.85,4.22,4.30,4.23
1944.74,2.91,-1.51,2.86,-1.63,1.63,1.86,4.54,4.49,4.42
1964.19,3.16,-1.45,3.07,-1.61,1.61,1.88,4.77,4.68,4.61
1983.83,3.37,-1.43,3.28,-1.61,1.61,1.89,4.98,4.88,4.81
2003.67,3.70,-1.30,3.45,-1.62,1.62,1.90,5.32,5.07,5.01
2023.71,3.85,-1.35,3.60,-1.65,1.65,1.91,5.51,5.26,5.21
2043.94,3.87,-1.53,3.73,-1.70,1.70,1.92,5.57,5.43,5.41
2064.38,3.90,-1.71,3.85,-1.75,1.75,1.92,5.66,5.60,5.61
2085.03,3.93,-1.87,3.96,-1.81,1.81,1.92,5.75,5.77,5.81
2105.88,3.96,-2.04,4.05,-1.88,1.88,1.92,5.84,5.93,6.00
2126.94,3.99,-2.20,4.15,-1.94,1.94,1.91,5.93,6.09,6.19
2148.20,4.10,-2.27,4.26,-1.99,1.99,1.90,6.09,6.24,6.37
2169.69,4.21,-2.34,4.36,-2.03,2.03,1.89,6.24,6.39,6.55
2191.38,4.37,-2.35,4.48,-2.05,2.05,1.88,6.42,6.53,6.72
2213.30,4.60,-2.28,4.62,-2.06,2.06,1.87,6.66,6.67,6.89
2235.43,4.76,-2.28,4.77,-2.05,2.05,1.85,6.81,6.81,7.04
2257.78,4.90,-2.30,4.94,-2.02,2.02,1.84,6.92,6.96,7.20
2280.36,5.08,-2.27,5.13,-1.98,1.98,1.82,7.06,7.11,7.35
2303.17,5.38,-2.11,5.33,-1.92,1.92,1.80,7.30,7.25,7.50
2326.20,5.63,-2.01,5.55,-1.86,1.86,1.78,7.49,7.40,7.64
2349.46,5.84,-1.94,5.76,-1.79,1.79,1.76,7.63,7.55,7.78
2372.95,6.03,-1.89,5.98,-1.72,1.72,1.74,7.75,7.70,7.92
2396.68,6.20,-1.85,6.20,-1.65,1.65,1.73,7.85,7.85,8.06
2420.65,6.37,-1.82,6.41,-1.57,1.57,1.71,7.95,7.99,8.19
2444.86,6.66,-1.66,6.63,-1.50,1.50,1.69,8.16,8.13,8.32
2469.31,6.81,-1.64,6.85,-1.43,1.43,1.67,8.24,8.27,8.45
2494.00,6.97,-1.61,7.07,-1.35,1.35,1.65,8.32,8.42,8.58
2518.94,7.20,-1.50,7.29,-1.27,1.27,1.63,8.47,8.56,8.70
2544.13,7.49,-1.32,7.49,-1.19,1.19,1.61,8.68,8.69,8.82
2569.57,7.71,-1.21,7.70,-1.11,1.11,1.60,8.82,8.81,8.92
2595.27,7.87,-1.15,7.90,-1.02,1.02,1.58,8.90,8.92,9.02
2621.22,8.07,-1.03,8.09,-0.94,0.94,1.57,9.01,9.03,9.11
2647.43,8.26,-0.92,8.28,-0.85,0.85,1.56,9.12,9.13,9.18
2673.90,8.39,-0.85,8.44,-0.77,0.77,1.54,9.16,9.21,9.24
2700.64,8.66,-0.63,8.59,-0.69,0.69,1.53,9.35,9.28,9.29
2727.65,8.77,-0.56,8.71,-0.61,0.61,1.52,9.39,9.33,9.33
2754.93,8.84,-0.51,8.81,-0.55,0.55,1.51,9.39,9.36,9.35
2782.48,8.88,-0.48,8.89,-0.50,0.50,1.51,9.38,9.38,9.36
2810.30,8.92,-0.43,8.92,-0.46,0.46,1.50,9.38,9.38,9.35
2838.40,8.95,-0.37,8.91,-0.44,0.44,1.50,9.39,9.35,9.32
2866.79,8.91,-0.37,8.87,-0.44,0.44,1.49,9.35,9.31,9.28
2895.46,8.83,-0.38,8.79,-0.46,0.46,1.49,9.29,9.25,9.22
2924.41,8.71,-0.43,8.66,-0.51,0.51,1.49,9.22,9.17,9.14
2953.65,8.59,-0.46,8.50,-0.58,0.58,1.49,9.17,9.07,9.05
2983.19,8.36,-0.59,8.31,-0.67,0.67,1.50,9.03,8.97,8.95
3013.02,8.13,-0.71,8.08,-0.77,0.77,1.50,8.91,8.85,8.85
3043.15,7.94,-0.79,7.84,-0.90,0.90,1.50,8.84,8.74,8.73
3073.58,7.59,-1.01,7.58,-1.03,1.03,1.51,8.63,8.61,8.61
3104.32,7.20,-1.27,7.29,-1.18,1.18,1.52,8.38,8.47,8.48
3135.36,6.89,-1.45,6.99,-1.33,1.33,1.52,8.23,8.33,8.34
3166.72,6.58,-1.62,6.69,-1.49,1.49,1.53,8.08,8.19,8.20
3198.38,6.25,-1.80,6.38,-1.66,1.66,1.54,7.91,8.04,8.06
3230.37,5.99,-1.91,6.07,-1.83,1.83,1.55,7.83,7.90,7.91
3262.67,5.79,-1.96,5.75,-2.01,2.01,1.57,7.80,7.76,7.76
3295.30,5.44,-2.16,5.44,-2.18,2.18,1.58,7.62,7.62,7.60
3328.25,5.10,-2.35,5.13,-2.35,2.35,1.59,7.46,7.48,7.45
3361.53,4.85,-2.45,4.81,-2.52,2.52,1.60,7.37,7.33,7.30
3395.15,4.52,-2.62,4.50,-2.68,2.68,1.62,7.20,7.17,7.15
3429.10,4.15,-2.84,4.18,-2.83,2.83,1.63,6.98,7.00,6.99
3463.39,3.98,-2.85,3.85,-2.97,2.97,1.64,6.95,6.82,6.83
3498.03,3.57,-3.10,3.51,-3.10,3.10,1.66,6.67,6.60,6.67
3533.01,3.15,-3.35,3.16,-3.21,3.21,1.67,6.36,6.37,6.51
3568.34,2.89,-3.45,2.82,-3.31,3.31,1.68,6.21,6.13,6.34
3604.02,2.52,-3.67,2.47,-3.40,3.40,1.69,5.93,5.87,6.19
3640.06,2.25,-3.80,2.14,-3.48,3.48,1.70,5.73,5.62,6.05
3676.46,1.81,-4.10,1.83,-3.54,3.54,1.71,5.35,5.37,5.92
3713.22,1.47,-4.32,1.54,-3.58,3.58,1.72,5.06,5.12,5.79
3750.36,1.17,-4.50,1.26,-3.61,3.61,1.72,4.78,4.87,5.68
3787.86,0.81,-4.75,1.02,-3.62,3.62,1.73,4.44,4.64,5.57
3825.74,0.63,-4.82,0.79,-3.62,3.62,1.73,4.25,4.41,5.46
3864.00,0.46,-4.88,0.59,-3.60,3.60,1.73,4.07,4.19,5.35
3902.64,0.34,-4.89,0.42,-3.58,3.58,1.73,3.92,4.00,5.24
3941.66,0.24,-4.88,0.27,-3.54,3.54,1.72,3.78,3.81,5.12
3981.08,0.18,-4.82,0.13,-3.49,3.49,1.72,3.67,3.62,5.01
4020.89,0.11,-4.77,0.01,-3.42,3.42,1.71,3.54,3.44,4.88
4061.10,0.04,-4.70,-0.10,-3.34,3.34,1.70,3.39,3.24,4.74
4101.71,-0.06,-4.66,-0.19,-3.25,3.25,1.68,3.19,3.05,4.60
4142.73,-0.17,-4.61,-0.27,-3.13,3.13,1.67,2.96,2.86,4.44
4184.15,-0.26,-4.52,-0.34,-3.00,3.00,1.65,2.74,2.67,4.27
4226.00,-0.34,-4.42,-0.38,-2.86,2.86,1.63,2.52,2.48,4.08
4268.26,-0.40,-4.29,-0.43,-2.70,2.70,1.61,2.30,2.27,3.89
4310.94,-0.50,-4.19,-0.46,-2.53,2.53,1.58,2.03,2.06,3.69
4354.05,-0.59,-4.07,-0.49,-2.34,2.34,1.56,1.76,1.86,3.49
4397.59,-0.65,-3.94,-0.49,-2.16,2.16,1.53,1.52,1.68,3.29
4441.56,-0.59,-3.68,-0.47,-1.99,1.99,1.50,1.41,1.53,3.10
4485.98,-0.48,-3.39,-0.41,-1.83,1.83,1.47,1.35,1.41,2.92
4530.84,-0.27,-3.01,-0.33,-1.66,1.66,1.44,1.39,1.33,2.75
4576.15,-0.10,-2.69,-0.21,-1.49,1.49,1.41,1.39,1.27,2.59
4621.91,0.03,-2.41,-0.05,-1.31,1.31,1.37,1.34,1.26,2.44
4668.13,0.13,-2.17,0.15,-1.12,1.12,1.34,1.25,1.27,2.30
4714.81,0.23,-1.94,0.38,-0.91,0.91,1.30,1.15,1.29,2.18
4761.96,0.52,-1.54,0.63,-0.70,0.70,1.27,1.22,1.33,2.06
4809.58,0.83,-1.13,0.92,-0.46,0.46,1.24,1.29,1.38,1.96
4857.67,1.15,-0.72,1.22,-0.20,0.20,1.20,1.36,1.43,1.87
4906.25,1.52,-0.28,1.55,0.07,-0.07,1.17,1.45,1.48,1.80
4955.31,1.87,0.13,1.89,0.36,-0.36,1.13,1.52,1.53,1.74
5004.87,2.25,0.55,2.25,0.66,-0.66,1.10,1.60,1.59,1.70
5054.91,2.69,1.02,2.61,0.96,-0.96,1.07,1.73,1.65,1.68
5105.46,3.09,1.42,2.99,1.26,-1.26,1.03,1.83,1.73,1.67
5156.52,3.36,1.68,3.37,1.55,-1.55,1.00,1.81,1.82,1.68
5208.08,3.64,1.92,3.75,1.83,-1.83,0.97,1.81,1.92,1.72
5260.16,4.09,2.30,4.11,2.09,-2.09,0.94,2.00,2.02,1.79
5312.77,4.43,2.55,4.44,2.33,-2.33,0.91,2.11,2.11,1.89
5365.89,4.71,2.70,4.73,2.52,-2.52,0.88,2.19,2.21,2.01
5419.55,5.17,3.00,4.99,2.68,-2.68,0.85,2.49,2.31,2.17
5473.75,5.38,3.03,5.23,2.79,-2.79,0.83,2.59,2.44,2.35
5528.49,5.56,3.01,5.45,2.86,-2.86,0.80,2.70,2.59,2.55
5583.77,5.76,2.99,5.65,2.90,-2.90,0.77,2.86,2.75,2.77
5639.61,5.96,2.96,5.85,2.92,-2.92,0.75,3.04,2.93,3.00
5696.00,6.02,2.78,6.06,2.92,-2.92,0.73,3.10,3.13,3.24
5752.96,6.07,2.60,6.26,2.90,-2.90,0.70,3.17,3.36,3.47
5810.49,6.08,2.38,6.43,2.84,-2.84,0.68,3.24,3.58,3.70
5868.60,6.13,2.21,6.54,2.73,-2.73,0.66,3.41,3.82,3.92
5927.28,6.20,2.08,6.63,2.57,-2.57,0.64,3.63,4.06,4.12
5986.56,6.47,2.18,6.72,2.38,-2.38,0.62,4.10,4.35,4.29
6046.42,6.71,2.27,6.75,2.16,-2.16,0.60,4.56,4.60,4.44
6106.89,6.73,2.18,6.71,1.91,-1.91,0.58,4.82,4.80,4.55
6167.96,6.75,2.13,6.57,1.65,-1.65,0.57,5.11,4.92,4.62
6229.64,6.76,2.11,6.29,1.37,-1.37,0.55,5.39,4.92,4.66
6291.93,6.34,1.69,5.85,1.08,-1.08,0.54,5.26,4.77,4.65
6354.85,5.69,1.08,5.26,0.79,-0.79,0.52,4.90,4.47,4.61
6418.40,4.94,0.41,4.52,0.49,-0.49,0.51,4.45,4.02,4.54
6482.58,4.30,-0.13,3.66,0.20,-0.20,0.49,4.10,3.46,4.43
6547.41,3.69,-0.60,2.71,-0.07,0.07,0.48,3.77,2.79,4.29
6612.88,2.76,-1.37,1.71,-0.34,0.34,0.47,3.10,2.05,4.13
6679.01,0.85,-3.09,0.67,-0.59,0.59,0.45,1.44,1.26,3.94
6745.80,-0.60,-4.33,-0.36,-0.81,0.81,0.44,0.22,0.45,3.74
6813.26,-2.05,-5.56,-1.36,-1.01,1.01,0.43,-1.03,-0.35,3.51
6881.39,-3.33,-6.60,-2.29,-1.18,1.18,0.42,-2.14,-1.11,3.27
6950.21,-4.20,-7.22,-3.11,-1.37,1.37,0.41,-2.83,-1.74,3.02
7019.71,-4.68,-7.44,-3.77,-1.56,1.56,0.39,-3.11,-2.21,2.77
7089.91,-4.78,-7.29,-4.28,-1.74,1.74,0.38,-3.03,-2.53,2.51
7160.81,-4.70,-6.95,-4.61,-1.91,1.85,0.37,-2.85,-2.76,2.26
7232.41,-4.59,-6.60,-4.76,-2.07,1.86,0.36,-2.72,-2.90,2.01
7304.74,-4.49,-6.28,-4.69,-2.19,1.79,0.34,-2.70,-2.90,1.79
7377.79,-4.40,-5.98,-4.40,-2.25,1.63,0.33,-2.77,-2.77,1.58
7451.56,-4.19,-5.60,-3.90,-2.24,1.42,0.31,-2.77,-2.48,1.41
7526.08,-3.62,-4.88,-3.29,-2.17,1.22,0.29,-2.40,-2.07,1.27
7601.34,-2.90,-4.06,-2.58,-2.04,1.01,0.28,-1.88,-1.56,1.16
7677.35,-2.05,-3.16,-1.83,-1.85,0.82,0.26,-1.23,-1.01,1.11
7754.13,-1.22,-2.34,-1.07,-1.63,0.63,0.23,-0.59,-0.44,1.12
7831.67,-0.34,-1.53,-0.32,-1.38,0.48,0.21,0.14,0.16,1.19
7909.98,0.57,-0.75,0.41,-1.12,0.37,0.19,0.94,0.77,1.33
7989.08,1.55,0.02,1.10,-0.87,0.28,0.16,1.83,1.38,1.53
8068.98,2.32,0.52,1.75,-0.65,0.21,0.13,2.54,1.96,1.80
8149.67,2.86,0.73,2.34,-0.47,0.16,0.10,3.03,2.51,2.14
8231.16,3.27,0.74,2.86,-0.37,0.12,0.06,3.40,2.98,2.53
8313.47,3.54,0.57,3.26,-0.36,0.09,0.03,3.64,3.36,2.97
8396.61,3.70,0.25,3.55,-0.46,0.07,-0.01,3.77,3.63,3.46
8480.57,3.74,-0.22,3.74,-0.65,0.05,-0.05,3.80,3.80,3.96
8565.38,3.77,-0.71,3.84,-0.93,0.04,-0.09,3.81,3.88,4.48
8651.03,3.72,-1.27,3.85,-1.31,0.03,-0.14,3.75,3.88,4.99
