frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
282.17,-1.53,0.94,-1.53,0.96,-0.96,-1.00,-1.09,-2.49,-2.49,-2.47
284.99,-1.53,0.95,-1.53,0.96,-0.96,-1.01,-1.08,-2.48,-2.48,-2.48
287.84,-1.53,0.95,-1.53,0.96,-0.96,-1.01,-1.07,-2.48,-2.48,-2.47
290.72,-1.53,0.96,-1.53,0.96,-0.96,-1.02,-1.06,-2.49,-2.49,-2.49
293.63,-1.53,0.97,-1.52,0.97,-0.97,-1.02,-1.05,-2.49,-2.49,-2.50
296.57,-1.53,0.99,-1.52,0.97,-0.97,-1.02,-1.04,-2.50,-2.50,-2.51
299.53,-1.53,0.98,-1.52,0.98,-0.98,-1.03,-1.03,-2.51,-2.50,-2.51
302.53,-1.53,0.99,-1.52,1.00,-1.00,-1.03,-1.02,-2.52,-2.51,-2.51
305.55,-1.53,1.01,-1.51,1.01,-1.01,-1.03,-1.01,-2.53,-2.52,-2.53
308.61,-1.51,1.02,-1.51,1.03,-1.03,-1.04,-1.00,-2.53,-2.54,-2.53
311.69,-1.50,1.04,-1.50,1.05,-1.05,-1.04,-1.00,-2.54,-2.55,-2.53
314.81,-1.49,1.06,-1.50,1.06,-1.06,-1.04,-0.99,-2.55,-2.56,-2.55
317.96,-1.49,1.08,-1.49,1.08,-1.08,-1.04,-0.98,-2.57,-2.57,-2.57
321.14,-1.49,1.09,-1.48,1.10,-1.10,-1.05,-0.97,-2.59,-2.58,-2.57
324.35,-1.49,1.10,-1.47,1.12,-1.12,-1.05,-0.96,-2.61,-2.59,-2.59
327.59,-1.46,1.14,-1.45,1.14,-1.14,-1.05,-0.96,-2.60,-2.60,-2.60
330.87,-1.44,1.18,-1.44,1.16,-1.16,-1.05,-0.95,-2.60,-2.60,-2.61
334.18,-1.44,1.17,-1.43,1.18,-1.18,-1.06,-0.95,-2.61,-2.61,-2.61
337.52,-1.44,1.17,-1.41,1.19,-1.19,-1.06,-0.94,-2.63,-2.61,-2.61
340.90,-1.40,1.21,-1.40,1.20,-1.20,-1.06,-0.94,-2.59,-2.60,-2.60
344.30,-1.40,1.19,-1.39,1.20,-1.20,-1.06,-0.93,-2.59,-2.59,-2.59
347.75,-1.40,1.19,-1.38,1.19,-1.19,-1.06,-0.93,-2.58,-2.57,-2.58
351.23,-1.36,1.21,-1.37,1.17,-1.17,-1.06,-0.93,-2.53,-2.55,-2.56
354.74,-1.36,1.17,-1.37,1.15,-1.15,-1.06,-0.93,-2.51,-2.52,-2.53
358.28,-1.36,1.14,-1.36,1.11,-1.11,-1.06,-0.93,-2.47,-2.48,-2.49
361.87,-1.36,1.10,-1.36,1.07,-1.07,-1.06,-0.93,-2.42,-2.43,-2.46
365.49,-1.36,1.04,-1.37,1.01,-1.01,-1.06,-0.93,-2.37,-2.38,-2.40
369.14,-1.36,0.98,-1.38,0.94,-0.94,-1.06,-0.93,-2.30,-2.32,-2.33
372.83,-1.40,0.87,-1.39,0.87,-0.87,-1.06,-0.93,-2.27,-2.26,-2.27
376.56,-1.40,0.81,-1.40,0.79,-0.79,-1.06,-0.94,-2.19,-2.19,-2.21
380.33,-1.43,0.72,-1.42,0.71,-0.71,-1.06,-0.94,-2.13,-2.12,-2.14
384.13,-1.44,0.63,-1.44,0.62,-0.62,-1.06,-0.94,-2.06,-2.06,-2.07
387.97,-1.47,0.54,-1.46,0.53,-0.53,-1.06,-0.95,-2.00,-1.99,-2.00
391.85,-1.49,0.45,-1.48,0.45,-0.45,-1.06,-0.95,-1.93,-1.93,-1.93
395.77,-1.53,0.33,-1.50,0.37,-0.37,-1.05,-0.96,-1.89,-1.87,-1.86
399.73,-1.53,0.27,-1.53,0.30,-0.30,-1.05,-0.97,-1.82,-1.82,-1.79
403.72,-1.57,0.20,-1.56,0.23,-0.23,-1.05,-0.97,-1.80,-1.79,-1.76
407.76,-1.57,0.18,-1.59,0.18,-0.18,-1.05,-0.98,-1.75,-1.77,-1.75
411.84,-1.62,0.13,-1.62,0.15,-0.15,-1.04,-0.99,-1.76,-1.76,-1.74
415.96,-1.63,0.12,-1.65,0.12,-0.12,-1.04,-0.99,-1.75,-1.77,-1.75
420.12,-1.66,0.11,-1.68,0.12,-0.12,-1.04,-1.00,-1.77,-1.80,-1.77
424.32,-1.70,0.11,-1.72,0.13,-0.13,-1.03,-1.01,-1.83,-1.85,-1.80
428.56,-1.74,0.12,-1.75,0.16,-0.16,-1.03,-1.02,-1.90,-1.91,-1.86
432.85,-1.77,0.18,-1.78,0.21,-0.21,-1.03,-1.03,-1.98,-1.99,-1.95
437.18,-1.83,0.23,-1.80,0.28,-0.28,-1.02,-1.03,-2.10,-2.08,-2.05
441.55,-1.83,0.33,-1.83,0.35,-0.35,-1.02,-1.04,-2.18,-2.18,-2.16
445.96,-1.88,0.39,-1.84,0.44,-0.44,-1.01,-1.05,-2.32,-2.29,-2.26
450.42,-1.88,0.52,-1.85,0.54,-0.54,-1.01,-1.05,-2.42,-2.39,-2.39
454.93,-1.88,0.63,-1.85,0.65,-0.65,-1.00,-1.06,-2.52,-2.50,-2.51
459.48,-1.88,0.75,-1.84,0.75,-0.75,-1.00,-1.06,-2.63,-2.59,-2.62
464.07,-1.84,0.90,-1.82,0.86,-0.86,-0.99,-1.07,-2.69,-2.68,-2.73
468.71,-1.83,0.98,-1.80,0.96,-0.96,-0.99,-1.07,-2.78,-2.76,-2.81
473.40,-1.78,1.11,-1.77,1.05,-1.05,-0.98,-1.07,-2.83,-2.82,-2.88
478.13,-1.73,1.19,-1.73,1.14,-1.14,-0.98,-1.08,-2.86,-2.86,-2.92
482.91,-1.68,1.26,-1.68,1.21,-1.21,-0.97,-1.08,-2.89,-2.89,-2.94
487.74,-1.62,1.33,-1.63,1.27,-1.27,-0.97,-1.07,-2.89,-2.90,-2.94
492.62,-1.55,1.36,-1.57,1.32,-1.32,-0.96,-1.07,-2.86,-2.89,-2.91
497.55,-1.51,1.36,-1.51,1.35,-1.35,-0.95,-1.07,-2.86,-2.87,-2.87
502.52,-1.47,1.36,-1.46,1.37,-1.37,-0.95,-1.07,-2.84,-2.83,-2.82
507.55,-1.40,1.37,-1.40,1.38,-1.38,-0.94,-1.06,-2.77,-2.78,-2.77
512.62,-1.34,1.37,-1.34,1.37,-1.37,-0.93,-1.05,-2.71,-2.71,-2.70
517.75,-1.29,1.35,-1.28,1.36,-1.36,-0.93,-1.05,-2.64,-2.64,-2.63
522.93,-1.23,1.33,-1.23,1.34,-1.34,-0.92,-1.04,-2.56,-2.57,-2.56
528.16,-1.16,1.33,-1.17,1.31,-1.31,-0.91,-1.03,-2.47,-2.49,-2.48
533.44,-1.12,1.28,-1.12,1.28,-1.28,-0.90,-1.02,-2.40,-2.41,-2.40
538.77,-1.06,1.26,-1.07,1.25,-1.25,-0.90,-1.00,-2.31,-2.33,-2.32
544.16,-1.03,1.21,-1.02,1.23,-1.23,-0.89,-0.99,-2.25,-2.25,-2.23
549.60,-0.98,1.18,-0.97,1.20,-1.20,-0.88,-0.98,-2.17,-2.17,-2.16
555.10,-0.93,1.15,-0.92,1.17,-1.17,-0.87,-0.96,-2.10,-2.09,-2.08
560.65,-0.88,1.14,-0.87,1.15,-1.15,-0.86,-0.95,-2.02,-2.02,-2.01
566.25,-0.84,1.10,-0.83,1.12,-1.12,-0.86,-0.93,-1.95,-1.95,-1.94
571.92,-0.80,1.08,-0.78,1.10,-1.10,-0.85,-0.91,-1.89,-1.88,-1.88
577.64,-0.75,1.08,-0.74,1.07,-1.07,-0.84,-0.90,-1.82,-1.82,-1.82
583.41,-0.70,1.06,-0.70,1.05,-1.05,-0.83,-0.88,-1.75,-1.76,-1.76
589.25,-0.67,1.04,-0.67,1.04,-1.04,-0.82,-0.86,-1.70,-1.70,-1.70
595.14,-0.62,1.04,-0.63,1.02,-1.02,-0.81,-0.85,-1.64,-1.66,-1.65
601.09,-0.58,1.03,-0.60,1.01,-1.01,-0.80,-0.83,-1.59,-1.61,-1.61
607.10,-0.55,1.02,-0.57,1.01,-1.01,-0.79,-0.81,-1.55,-1.57,-1.56
613.17,-0.53,0.99,-0.53,1.00,-1.00,-0.78,-0.79,-1.52,-1.53,-1.52
619.30,-0.49,1.01,-0.50,1.00,-1.00,-0.78,-0.78,-1.48,-1.50,-1.50
625.50,-0.49,0.97,-0.47,1.00,-1.00,-0.77,-0.76,-1.49,-1.47,-1.45
631.75,-0.45,1.00,-0.44,1.01,-1.01,-0.76,-0.74,-1.45,-1.45,-1.45
638.07,-0.43,1.01,-0.40,1.02,-1.02,-0.75,-0.72,-1.45,-1.42,-1.44
644.45,-0.38,1.05,-0.36,1.05,-1.05,-0.74,-0.71,-1.42,-1.41,-1.42
650.89,-0.34,1.05,-0.32,1.08,-1.08,-0.73,-0.69,-1.41,-1.39,-1.39
657.40,-0.29,1.08,-0.26,1.12,-1.12,-0.72,-0.68,-1.40,-1.38,-1.36
663.98,-0.23,1.11,-0.21,1.17,-1.17,-0.71,-0.66,-1.39,-1.37,-1.33
670.62,-0.17,1.16,-0.14,1.22,-1.22,-0.70,-0.65,-1.38,-1.36,-1.33
677.32,-0.12,1.21,-0.08,1.27,-1.27,-0.69,-0.63,-1.39,-1.35,-1.32
684.10,-0.04,1.30,-0.01,1.32,-1.32,-0.68,-0.62,-1.35,-1.33,-1.33
690.94,0.03,1.34,0.05,1.36,-1.36,-0.67,-0.61,-1.32,-1.30,-1.31
697.85,0.09,1.38,0.11,1.38,-1.38,-0.66,-0.59,-1.29,-1.27,-1.28
704.83,0.18,1.45,0.16,1.40,-1.40,-0.65,-0.58,-1.21,-1.23,-1.27
711.87,0.25,1.48,0.21,1.39,-1.39,-0.64,-0.57,-1.14,-1.18,-1.23
718.99,0.31,1.50,0.24,1.37,-1.37,-0.63,-0.56,-1.06,-1.13,-1.18
726.18,0.35,1.44,0.27,1.34,-1.34,-0.62,-0.55,-0.98,-1.06,-1.09
733.44,0.38,1.38,0.29,1.28,-1.28,-0.61,-0.53,-0.89,-0.98,-1.00
740.78,0.34,1.23,0.30,1.19,-1.19,-0.60,-0.52,-0.85,-0.89,-0.88
748.19,0.31,1.09,0.31,1.09,-1.09,-0.59,-0.51,-0.78,-0.78,-0.78
755.67,0.27,0.95,0.31,0.97,-0.97,-0.58,-0.51,-0.70,-0.66,-0.67
763.23,0.25,0.81,0.30,0.84,-0.84,-0.57,-0.50,-0.58,-0.54,-0.55
770.86,0.24,0.67,0.29,0.69,-0.69,-0.56,-0.49,-0.44,-0.40,-0.43
778.57,0.24,0.54,0.28,0.54,-0.54,-0.55,-0.48,-0.29,-0.25,-0.29
786.35,0.25,0.38,0.28,0.38,-0.38,-0.54,-0.47,-0.12,-0.10,-0.13
794.22,0.25,0.24,0.28,0.23,-0.23,-0.53,-0.46,0.03,0.05,0.01
802.16,0.25,0.07,0.28,0.08,-0.08,-0.52,-0.46,0.17,0.20,0.19
810.18,0.25,-0.08,0.29,-0.05,0.05,-0.51,-0.45,0.30,0.34,0.33
818.28,0.26,-0.20,0.31,-0.17,0.17,-0.50,-0.44,0.43,0.48,0.46
826.46,0.29,-0.30,0.33,-0.28,0.28,-0.49,-0.44,0.57,0.60,0.60
834.73,0.32,-0.40,0.34,-0.37,0.37,-0.47,-0.43,0.69,0.71,0.72
843.08,0.37,-0.45,0.35,-0.44,0.44,-0.46,-0.42,0.82,0.80,0.82
851.51,0.40,-0.51,0.36,-0.50,0.50,-0.45,-0.41,0.90,0.86,0.92
860.02,0.42,-0.53,0.36,-0.53,0.53,-0.44,-0.41,0.95,0.89,0.95
868.62,0.42,-0.55,0.35,-0.53,0.53,-0.43,-0.40,0.96,0.89,0.98
877.31,0.40,-0.54,0.34,-0.51,0.51,-0.42,-0.39,0.92,0.85,0.95
886.08,0.36,-0.53,0.33,-0.47,0.47,-0.41,-0.38,0.83,0.79,0.89
894.94,0.31,-0.49,0.31,-0.40,0.40,-0.40,-0.38,0.72,0.71,0.81
903.89,0.26,-0.42,0.28,-0.32,0.32,-0.39,-0.37,0.58,0.60,0.68
912.93,0.21,-0.30,0.25,-0.23,0.23,-0.37,-0.36,0.44,0.48,0.51
922.06,0.18,-0.15,0.22,-0.12,0.12,-0.36,-0.35,0.31,0.35,0.34
931.28,0.13,-0.03,0.19,-0.02,0.02,-0.35,-0.34,0.15,0.21,0.16
940.59,0.12,0.14,0.16,0.08,-0.08,-0.34,-0.33,0.04,0.07,-0.02
950.00,0.07,0.26,0.13,0.19,-0.19,-0.33,-0.32,-0.11,-0.06,-0.18
959.50,0.07,0.35,0.10,0.28,-0.28,-0.31,-0.30,-0.21,-0.18,-0.28
969.09,0.07,0.47,0.08,0.37,-0.37,-0.30,-0.29,-0.29,-0.29,-0.39
978.78,0.06,0.53,0.05,0.43,-0.43,-0.29,-0.28,-0.37,-0.38,-0.46
988.57,0.03,0.54,0.02,0.48,-0.48,-0.28,-0.26,-0.44,-0.46,-0.51
998.46,0.00,0.54,-0.02,0.50,-0.50,-0.26,-0.25,-0.50,-0.52,-0.53
1008.44,-0.03,0.54,-0.07,0.50,-0.50,-0.25,-0.23,-0.53,-0.57,-0.56
1018.53,-0.08,0.51,-0.13,0.48,-0.48,-0.23,-0.21,-0.56,-0.61,-0.59
1028.71,-0.12,0.49,-0.19,0.45,-0.45,-0.22,-0.19,-0.57,-0.64,-0.60
1039.00,-0.18,0.45,-0.25,0.42,-0.42,-0.21,-0.17,-0.60,-0.67,-0.63
1049.39,-0.25,0.42,-0.32,0.38,-0.38,-0.19,-0.15,-0.63,-0.70,-0.67
1059.88,-0.38,0.32,-0.38,0.35,-0.35,-0.17,-0.13,-0.73,-0.74,-0.69
1070.48,-0.48,0.26,-0.45,0.33,-0.33,-0.16,-0.11,-0.80,-0.78,-0.74
1081.19,-0.60,0.18,-0.51,0.31,-0.31,-0.14,-0.09,-0.91,-0.82,-0.78
1092.00,-0.68,0.15,-0.57,0.30,-0.30,-0.12,-0.06,-0.98,-0.87,-0.82
1102.92,-0.73,0.17,-0.62,0.31,-0.31,-0.10,-0.04,-1.03,-0.93,-0.90
1113.95,-0.75,0.23,-0.66,0.32,-0.32,-0.08,-0.01,-1.07,-0.98,-0.97
1125.09,-0.75,0.29,-0.70,0.33,-0.33,-0.06,0.01,-1.08,-1.03,-1.03
1136.34,-0.73,0.35,-0.73,0.35,-0.35,-0.04,0.04,-1.07,-1.08,-1.08
1147.70,-0.71,0.41,-0.75,0.36,-0.36,-0.02,0.07,-1.06,-1.11,-1.11
1159.18,-0.73,0.42,-0.77,0.36,-0.36,0.01,0.10,-1.09,-1.13,-1.15
1170.77,-0.75,0.43,-0.79,0.35,-0.35,0.03,0.13,-1.10,-1.14,-1.18
1182.48,-0.75,0.44,-0.80,0.33,-0.33,0.06,0.16,-1.07,-1.12,-1.18
1194.30,-0.79,0.36,-0.81,0.28,-0.28,0.09,0.19,-1.07,-1.09,-1.15
1206.25,-0.79,0.32,-0.82,0.21,-0.21,0.13,0.22,-1.00,-1.03,-1.11
1218.31,-0.83,0.21,-0.83,0.12,-0.12,0.16,0.26,-0.95,-0.95,-1.03
1230.49,-0.86,0.06,-0.84,0.01,-0.01,0.20,0.29,-0.86,-0.85,-0.92
1242.80,-0.91,-0.10,-0.86,-0.13,0.13,0.24,0.32,-0.78,-0.73,-0.81
1255.22,-0.94,-0.28,-0.88,-0.28,0.28,0.29,0.36,-0.66,-0.60,-0.65
1267.78,-0.97,-0.47,-0.91,-0.44,0.44,0.34,0.39,-0.52,-0.47,-0.50
1280.45,-0.99,-0.65,-0.95,-0.62,0.62,0.40,0.43,-0.37,-0.33,-0.33
1293.26,-1.01,-0.80,-1.00,-0.79,0.79,0.46,0.47,-0.22,-0.21,-0.20
1306.19,-1.01,-0.97,-1.06,-0.96,0.96,0.53,0.50,-0.04,-0.10,-0.04
1319.25,-1.05,-1.13,-1.13,-1.12,1.12,0.61,0.54,0.08,-0.01,0.09
1332.45,-1.08,-1.25,-1.21,-1.27,1.27,0.69,0.58,0.19,0.06,0.17
1345.77,-1.17,-1.38,-1.30,-1.39,1.39,0.77,0.62,0.22,0.09,0.21
1359.23,-1.27,-1.49,-1.38,-1.48,1.48,0.87,0.66,0.22,0.10,0.23
1372.82,-1.42,-1.62,-1.47,-1.54,1.54,0.96,0.70,0.13,0.07,0.20
1386.55,-1.57,-1.68,-1.56,-1.57,1.57,1.05,0.74,0.00,0.01,0.11
1400.41,-1.71,-1.72,-1.63,-1.57,1.57,1.13,0.78,-0.14,-0.06,0.02
1414.42,-1.80,-1.67,-1.69,-1.54,1.54,1.21,0.83,-0.26,-0.15,-0.13
1428.56,-1.89,-1.62,-1.74,-1.49,1.49,1.26,0.87,-0.40,-0.26,-0.26
1442.85,-1.92,-1.51,-1.78,-1.42,1.42,1.29,0.91,-0.50,-0.36,-0.40
1457.28,-1.92,-1.38,-1.79,-1.34,1.34,1.31,0.96,-0.58,-0.46,-0.54
1471.85,-1.88,-1.22,-1.79,-1.24,1.24,1.29,1.00,-0.63,-0.55,-0.65
1486.57,-1.83,-1.09,-1.77,-1.15,1.15,1.26,1.05,-0.67,-0.62,-0.73
1501.43,-1.74,-0.94,-1.73,-1.06,1.06,1.22,1.10,-0.67,-0.66,-0.80
1516.45,-1.64,-0.83,-1.67,-0.99,0.99,1.16,1.14,-0.65,-0.68,-0.80
1531.61,-1.53,-0.78,-1.60,-0.93,0.93,1.11,1.19,-0.60,-0.68,-0.75
1546.93,-1.45,-0.76,-1.53,-0.88,0.88,1.05,1.24,-0.56,-0.65,-0.69
1562.40,-1.38,-0.76,-1.46,-0.86,0.86,1.00,1.29,-0.52,-0.60,-0.61
1578.02,-1.34,-0.81,-1.38,-0.85,0.85,0.95,1.34,-0.48,-0.53,-0.53
1593.80,-1.29,-0.86,-1.31,-0.87,0.87,0.92,1.39,-0.42,-0.44,-0.43
1609.74,-1.24,-0.92,-1.25,-0.90,0.90,0.89,1.44,-0.34,-0.35,-0.31
1625.84,-1.19,-0.99,-1.20,-0.95,0.95,0.86,1.49,-0.24,-0.25,-0.20
1642.10,-1.18,-1.10,-1.15,-1.01,1.01,0.85,1.53,-0.17,-0.15,-0.07
1658.52,-1.14,-1.14,-1.12,-1.07,1.07,0.84,1.58,-0.06,-0.04,0.01
1675.10,-1.12,-1.21,-1.09,-1.15,1.15,0.84,1.63,0.03,0.06,0.09
1691.85,-1.07,-1.24,-1.07,-1.22,1.22,0.84,1.68,0.16,0.15,0.18
1708.77,-1.00,-1.24,-1.06,-1.29,1.29,0.86,1.72,0.30,0.24,0.24
1725.86,-0.97,-1.28,-1.03,-1.36,1.36,0.88,1.77,0.39,0.32,0.31
1743.12,-0.97,-1.36,-1.00,-1.41,1.41,0.90,1.81,0.44,0.40,0.40
1760.55,-0.97,-1.44,-0.97,-1.44,1.44,0.93,1.86,0.48,0.48,0.47
1778.15,-0.97,-1.50,-0.92,-1.47,1.47,0.97,1.90,0.50,0.54,0.53
1795.94,-0.95,-1.55,-0.87,-1.48,1.48,1.02,1.94,0.53,0.60,0.61
1813.90,-0.92,-1.61,-0.82,-1.48,1.48,1.07,1.97,0.56,0.66,0.69
1832.03,-0.90,-1.65,-0.76,-1.48,1.48,1.14,2.01,0.59,0.72,0.75
1850.36,-0.79,-1.61,-0.71,-1.49,1.49,1.21,2.04,0.70,0.78,0.83
1868.86,-0.71,-1.62,-0.67,-1.51,1.51,1.29,2.06,0.80,0.84,0.91
1887.55,-0.57,-1.54,-0.64,-1.54,1.54,1.38,2.09,0.98,0.91,0.98
1906.42,-0.46,-1.46,-0.61,-1.59,1.59,1.48,2.11,1.14,0.98,1.01
1925.49,-0.38,-1.43,-0.58,-1.65,1.65,1.60,2.13,1.27,1.07,1.05
1944.74,-0.36,-1.49,-0.54,-1.71,1.71,1.73,2.14,1.36,1.17,1.14
1964.19,-0.32,-1.58,-0.49,-1.79,1.79,1.88,2.15,1.48,1.30,1.26
1983.83,-0.34,-1.75,-0.42,-1.88,1.88,2.04,2.15,1.55,1.46,1.41
2003.67,-0.36,-1.94,-0.34,-1.99,1.99,2.22,2.15,1.63,1.65,1.59
2023.71,-0.38,-2.16,-0.24,-2.11,2.11,2.41,2.15,1.74,1.88,1.78
2043.94,-0.39,-2.39,-0.12,-2.25,2.25,2.62,2.14,1.86,2.13,2.00
2064.38,-0.26,-2.56,0.02,-2.41,2.41,2.84,2.13,2.15,2.43,2.31
2085.03,-0.06,-2.70,0.18,-2.57,2.57,3.06,2.12,2.52,2.75,2.64
2105.88,0.24,-2.74,0.36,-2.75,2.75,3.28,2.10,2.99,3.10,2.99
2126.94,0.55,-2.86,0.56,-2.92,2.92,3.48,2.08,3.47,3.48,3.42
2148.20,0.86,-2.99,0.79,-3.08,3.08,3.64,2.05,3.94,3.87,3.85
2169.69,1.19,-3.08,1.05,-3.21,3.21,3.76,2.02,4.40,4.26,4.28
2191.38,1.49,-3.19,1.33,-3.31,3.31,3.81,1.99,4.81,4.64,4.69
2213.30,1.76,-3.32,1.63,-3.38,3.38,3.80,1.95,5.15,5.02,5.08
2235.43,2.03,-3.42,1.95,-3.42,3.42,3.72,1.91,5.45,5.37,5.46
2257.78,2.27,-3.53,2.28,-3.41,3.41,3.58,1.87,5.68,5.69,5.80
2280.36,2.55,-3.54,2.62,-3.36,3.36,3.39,1.83,5.91,5.97,6.09
2303.17,2.83,-3.49,2.95,-3.26,3.26,3.18,1.79,6.10,6.21,6.33
2326.20,3.17,-3.36,3.27,-3.14,3.14,2.94,1.74,6.31,6.41,6.53
2349.46,3.50,-3.18,3.59,-2.97,2.97,2.71,1.69,6.48,6.57,6.68
2372.95,3.86,-2.91,3.91,-2.77,2.77,2.47,1.64,6.64,6.68,6.78
2396.68,4.21,-2.61,4.21,-2.55,2.55,2.24,1.60,6.76,6.76,6.82
2420.65,4.57,-2.27,4.50,-2.30,2.30,2.01,1.55,6.88,6.81,6.85
2444.86,4.93,-1.90,4.80,-2.03,2.03,1.80,1.49,6.96,6.83,6.84
2469.31,5.25,-1.57,5.10,-1.74,1.74,1.59,1.44,6.99,6.84,6.82
2494.00,5.56,-1.22,5.41,-1.43,1.43,1.39,1.39,7.00,6.84,6.79
2518.94,5.83,-0.96,5.71,-1.12,1.12,1.19,1.34,6.96,6.83,6.79
2544.13,6.02,-0.75,6.02,-0.82,0.82,0.99,1.29,6.85,6.84,6.77
2569.57,6.19,-0.60,6.32,-0.54,0.54,0.79,1.24,6.74,6.86,6.80
2595.27,6.43,-0.41,6.62,-0.29,0.29,0.59,1.19,6.72,6.90,6.84
2621.22,6.67,-0.23,6.91,-0.06,0.06,0.38,1.14,6.73,6.97,6.90
2647.43,7.01,0.02,7.20,0.14,-0.14,0.18,1.09,6.88,7.06,7.00
2673.90,7.40,0.28,7.48,0.29,-0.29,-0.03,1.04,7.11,7.19,7.12
2700.64,7.78,0.54,7.76,0.42,-0.42,-0.23,0.99,7.37,7.34,7.24
2727.65,8.14,0.72,8.03,0.52,-0.52,-0.41,0.94,7.63,7.52,7.43
2754.93,8.44,0.83,8.31,0.59,-0.59,-0.58,0.90,7.85,7.72,7.61
2782.48,8.70,0.82,8.57,0.64,-0.64,-0.71,0.85,8.06,7.93,7.89
2810.30,8.93,0.75,8.84,0.68,-0.68,-0.81,0.80,8.25,8.16,8.19
2838.40,9.13,0.70,9.09,0.70,-0.70,-0.85,0.76,8.43,8.39,8.43
2866.79,9.29,0.62,9.33,0.70,-0.70,-0.85,0.71,8.60,8.63,8.68
2895.46,9.48,0.56,9.55,0.67,-0.67,-0.80,0.67,8.81,8.87,8.92
2924.41,9.64,0.44,9.73,0.62,-0.62,-0.71,0.62,9.02,9.11,9.20
2953.65,9.82,0.40,9.88,0.55,-0.55,-0.59,0.58,9.28,9.33,9.43
2983.19,9.99,0.42,10.00,0.46,-0.46,-0.46,0.54,9.54,9.54,9.57
3013.02,10.11,0.39,10.09,0.35,-0.35,-0.32,0.49,9.76,9.74,9.72
3043.15,10.22,0.32,10.17,0.25,-0.25,-0.17,0.45,9.97,9.92,9.91
3073.58,10.34,0.25,10.23,0.15,-0.15,-0.04,0.41,10.19,10.08,10.09
3104.32,10.41,0.14,10.28,0.06,-0.06,0.08,0.37,10.35,10.22,10.28
3135.36,10.43,0.06,10.32,-0.03,0.03,0.19,0.33,10.47,10.35,10.38
3166.72,10.40,-0.09,10.34,-0.13,0.13,0.28,0.29,10.53,10.47,10.49
3198.38,10.32,-0.25,10.35,-0.23,0.23,0.36,0.25,10.55,10.58,10.58
3230.37,10.23,-0.42,10.36,-0.32,0.32,0.42,0.22,10.55,10.68,10.66
3262.67,10.21,-0.54,10.36,-0.42,0.42,0.47,0.18,10.63,10.77,10.75
3295.30,10.21,-0.60,10.34,-0.52,0.52,0.51,0.14,10.74,10.86,10.82
3328.25,10.23,-0.68,10.32,-0.63,0.63,0.53,0.11,10.87,10.96,10.91
3361.53,10.29,-0.68,10.30,-0.74,0.74,0.54,0.07,11.04,11.04,10.97
3395.15,10.30,-0.75,10.28,-0.84,0.84,0.54,0.04,11.14,11.12,11.06
3429.10,10.25,-0.87,10.26,-0.92,0.92,0.52,0.01,11.18,11.18,11.12
3463.39,10.28,-0.91,10.24,-0.99,0.99,0.50,-0.02,11.28,11.24,11.19
3498.03,10.30,-0.94,10.22,-1.05,1.05,0.47,-0.05,11.36,11.28,11.25
3533.01,10.27,-1.01,10.20,-1.10,1.10,0.43,-0.08,11.38,11.30,11.28
3568.34,10.22,-1.08,10.16,-1.14,1.14,0.39,-0.11,11.37,11.30,11.31
3604.02,10.12,-1.18,10.11,-1.16,1.16,0.33,-0.14,11.28,11.27,11.31
3640.06,10.05,-1.23,10.06,-1.14,1.14,0.27,-0.16,11.20,11.20,11.28
3676.46,10.04,-1.16,10.02,-1.07,1.07,0.20,-0.19,11.12,11.09,11.21
3713.22,10.04,-1.00,9.99,-0.94,0.94,0.12,-0.21,10.98,10.93,11.04
3750.36,10.00,-0.83,9.99,-0.74,0.74,0.04,-0.23,10.74,10.73,10.83
3787.86,9.93,-0.65,10.00,-0.47,0.47,-0.06,-0.25,10.41,10.47,10.59
3825.74,9.83,-0.49,10.02,-0.15,0.15,-0.16,-0.26,9.99,10.17,10.32
3864.00,9.74,-0.27,10.04,0.20,-0.20,-0.28,-0.28,9.54,9.83,10.01
3902.64,9.72,0.09,10.04,0.58,-0.58,-0.40,-0.29,9.14,9.46,9.64
3941.66,9.87,0.66,10.03,0.96,-0.96,-0.53,-0.30,8.92,9.08,9.21
3981.08,10.07,1.29,10.00,1.31,-1.31,-0.68,-0.31,8.76,8.69,8.78
4020.89,10.25,1.93,9.95,1.63,-1.63,-0.83,-0.32,8.62,8.32,8.33
4061.10,10.41,2.51,9.90,1.91,-1.91,-0.99,-0.32,8.50,7.98,7.90
4101.71,10.34,2.82,9.85,2.15,-2.15,-1.16,-0.33,8.20,7.70,7.53
4142.73,10.18,2.97,9.83,2.35,-2.35,-1.32,-0.33,7.84,7.48,7.22
4184.15,9.97,2.98,9.85,2.51,-2.51,-1.49,-0.33,7.46,7.33,6.99
4226.00,9.72,2.85,9.89,2.63,-2.63,-1.65,-0.32,7.10,7.26,6.88
4268.26,9.51,2.61,9.95,2.69,-2.69,-1.79,-0.32,6.83,7.26,6.90
4310.94,9.33,2.32,10.00,2.67,-2.67,-1.90,-0.31,6.66,7.33,7.01
4354.05,9.30,2.09,10.04,2.57,-2.57,-1.98,-0.31,6.73,7.46,7.22
4397.59,9.51,2.00,10.05,2.41,-2.41,-2.02,-0.30,7.11,7.64,7.51
4441.56,9.86,1.98,10.06,2.21,-2.21,-2.01,-0.29,7.65,7.85,7.88
