frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
282.17,-1.53,0.94,-1.53,0.95,-0.96,-0.99,-1.09,-2.48,-2.48,-2.47
284.99,-1.53,0.95,-1.53,0.95,-0.96,-0.99,-1.08,-2.48,-2.48,-2.48
287.84,-1.53,0.95,-1.53,0.95,-0.96,-1.00,-1.07,-2.48,-2.48,-2.47
290.72,-1.53,0.96,-1.53,0.96,-0.96,-1.00,-1.06,-2.48,-2.48,-2.49
293.63,-1.53,0.97,-1.53,0.97,-0.96,-1.00,-1.05,-2.49,-2.49,-2.50
296.57,-1.53,0.99,-1.53,0.98,-0.97,-1.01,-1.04,-2.50,-2.50,-2.51
299.53,-1.53,0.98,-1.53,0.99,-0.98,-1.01,-1.03,-2.51,-2.51,-2.51
302.53,-1.53,0.99,-1.53,0.99,-1.00,-1.01,-1.02,-2.52,-2.52,-2.51
305.55,-1.53,1.01,-1.52,1.00,-1.01,-1.02,-1.01,-2.54,-2.53,-2.53
308.61,-1.51,1.02,-1.51,1.02,-1.02,-1.02,-1.00,-2.53,-2.53,-2.53
311.69,-1.50,1.04,-1.50,1.04,-1.04,-1.02,-0.99,-2.53,-2.54,-2.53
314.81,-1.49,1.06,-1.49,1.06,-1.06,-1.03,-0.99,-2.54,-2.54,-2.55
317.96,-1.49,1.08,-1.49,1.08,-1.08,-1.03,-0.98,-2.56,-2.57,-2.57
321.14,-1.49,1.09,-1.48,1.09,-1.10,-1.03,-0.97,-2.58,-2.58,-2.57
324.35,-1.49,1.10,-1.47,1.11,-1.12,-1.03,-0.96,-2.60,-2.59,-2.59
327.59,-1.46,1.14,-1.46,1.14,-1.14,-1.04,-0.96,-2.59,-2.60,-2.60
330.87,-1.44,1.18,-1.45,1.16,-1.16,-1.04,-0.95,-2.59,-2.60,-2.61
334.18,-1.44,1.17,-1.43,1.18,-1.17,-1.04,-0.95,-2.61,-2.60,-2.61
337.52,-1.44,1.17,-1.42,1.19,-1.19,-1.04,-0.94,-2.62,-2.61,-2.61
340.90,-1.40,1.21,-1.41,1.19,-1.20,-1.04,-0.94,-2.59,-2.61,-2.60
344.30,-1.40,1.19,-1.40,1.20,-1.20,-1.05,-0.93,-2.60,-2.60,-2.59
347.75,-1.40,1.19,-1.38,1.20,-1.20,-1.05,-0.93,-2.60,-2.58,-2.58
351.23,-1.36,1.21,-1.37,1.19,-1.19,-1.05,-0.93,-2.54,-2.56,-2.56
354.74,-1.36,1.17,-1.36,1.18,-1.17,-1.05,-0.93,-2.52,-2.52,-2.53
358.28,-1.36,1.14,-1.35,1.14,-1.13,-1.05,-0.93,-2.49,-2.48,-2.49
361.87,-1.36,1.10,-1.35,1.10,-1.09,-1.05,-0.93,-2.44,-2.44,-2.46
365.49,-1.36,1.04,-1.36,1.04,-1.03,-1.05,-0.93,-2.39,-2.39,-2.40
369.14,-1.36,0.98,-1.37,0.97,-0.97,-1.05,-0.93,-2.32,-2.33,-2.33
372.83,-1.40,0.87,-1.38,0.89,-0.89,-1.05,-0.93,-2.29,-2.27,-2.27
376.56,-1.40,0.81,-1.40,0.80,-0.81,-1.05,-0.94,-2.20,-2.21,-2.21
380.33,-1.43,0.72,-1.42,0.72,-0.71,-1.05,-0.94,-2.14,-2.14,-2.14
384.13,-1.44,0.63,-1.44,0.63,-0.62,-1.05,-0.94,-2.06,-2.06,-2.07
387.97,-1.47,0.54,-1.47,0.54,-0.53,-1.05,-0.95,-1.99,-1.99,-2.00
391.85,-1.49,0.45,-1.49,0.44,-0.44,-1.05,-0.95,-1.92,-1.93,-1.93
395.77,-1.53,0.33,-1.52,0.34,-0.36,-1.05,-0.96,-1.88,-1.87,-1.86
399.73,-1.53,0.27,-1.53,0.27,-0.28,-1.04,-0.97,-1.81,-1.82,-1.79
403.72,-1.57,0.20,-1.56,0.21,-0.22,-1.04,-0.97,-1.79,-1.78,-1.76
407.76,-1.57,0.18,-1.58,0.17,-0.17,-1.04,-0.98,-1.73,-1.75,-1.75
411.84,-1.62,0.13,-1.60,0.14,-0.13,-1.04,-0.99,-1.75,-1.73,-1.74
415.96,-1.63,0.12,-1.63,0.12,-0.11,-1.04,-1.00,-1.73,-1.74,-1.75
420.12,-1.66,0.11,-1.66,0.10,-0.10,-1.03,-1.00,-1.76,-1.77,-1.77
424.32,-1.70,0.11,-1.69,0.11,-0.12,-1.03,-1.01,-1.81,-1.81,-1.80
428.56,-1.74,0.12,-1.74,0.13,-0.14,-1.03,-1.02,-1.88,-1.88,-1.86
432.85,-1.77,0.18,-1.77,0.18,-0.18,-1.03,-1.03,-1.95,-1.96,-1.95
437.18,-1.83,0.23,-1.81,0.24,-0.24,-1.02,-1.03,-2.07,-2.05,-2.05
441.55,-1.83,0.33,-1.84,0.31,-0.32,-1.02,-1.04,-2.15,-2.16,-2.16
445.96,-1.88,0.39,-1.86,0.41,-0.42,-1.02,-1.05,-2.29,-2.28,-2.26
450.42,-1.88,0.52,-1.88,0.51,-0.52,-1.01,-1.06,-2.40,-2.40,-2.39
454.93,-1.88,0.63,-1.88,0.63,-0.64,-1.01,-1.06,-2.51,-2.52,-2.51
459.48,-1.88,0.75,-1.87,0.76,-0.76,-1.00,-1.07,-2.63,-2.62,-2.62
464.07,-1.84,0.90,-1.85,0.88,-0.87,-1.00,-1.07,-2.71,-2.72,-2.73
468.71,-1.83,0.98,-1.82,1.00,-0.99,-1.00,-1.07,-2.81,-2.80,-2.81
473.40,-1.78,1.11,-1.78,1.10,-1.09,-0.99,-1.08,-2.87,-2.87,-2.88
478.13,-1.73,1.19,-1.73,1.19,-1.18,-0.99,-1.08,-2.90,-2.91,-2.92
482.91,-1.68,1.26,-1.67,1.27,-1.25,-0.98,-1.08,-2.93,-2.92,-2.94
487.74,-1.62,1.33,-1.61,1.32,-1.30,-0.98,-1.08,-2.92,-2.92,-2.94
492.62,-1.55,1.36,-1.56,1.35,-1.34,-0.97,-1.08,-2.89,-2.90,-2.91
497.55,-1.51,1.36,-1.51,1.37,-1.37,-0.97,-1.07,-2.87,-2.87,-2.87
502.52,-1.47,1.36,-1.45,1.37,-1.38,-0.96,-1.07,-2.84,-2.83,-2.82
507.55,-1.40,1.37,-1.40,1.37,-1.38,-0.95,-1.06,-2.77,-2.78,-2.77
512.62,-1.34,1.37,-1.34,1.36,-1.37,-0.95,-1.06,-2.71,-2.71,-2.70
517.75,-1.29,1.35,-1.28,1.35,-1.35,-0.94,-1.05,-2.64,-2.63,-2.63
522.93,-1.23,1.33,-1.22,1.34,-1.33,-0.94,-1.04,-2.56,-2.56,-2.56
528.16,-1.16,1.33,-1.16,1.32,-1.31,-0.93,-1.03,-2.46,-2.47,-2.48
533.44,-1.12,1.28,-1.11,1.29,-1.28,-0.92,-1.02,-2.40,-2.39,-2.40
538.77,-1.06,1.26,-1.06,1.25,-1.25,-0.92,-1.01,-2.31,-2.32,-2.32
544.16,-1.03,1.21,-1.02,1.21,-1.22,-0.91,-0.99,-2.25,-2.24,-2.23
549.60,-0.98,1.18,-0.97,1.18,-1.19,-0.90,-0.98,-2.17,-2.16,-2.16
555.10,-0.93,1.15,-0.93,1.15,-1.16,-0.89,-0.97,-2.09,-2.09,-2.08
560.65,-0.88,1.14,-0.88,1.13,-1.13,-0.89,-0.95,-2.01,-2.01,-2.01
566.25,-0.84,1.10,-0.84,1.11,-1.11,-0.88,-0.94,-1.94,-1.94,-1.94
571.92,-0.80,1.08,-0.79,1.09,-1.09,-0.87,-0.92,-1.88,-1.88,-1.88
577.64,-0.75,1.08,-0.75,1.07,-1.07,-0.86,-0.90,-1.82,-1.82,-1.82
583.41,-0.70,1.06,-0.70,1.06,-1.06,-0.86,-0.89,-1.75,-1.76,-1.76
589.25,-0.67,1.04,-0.66,1.05,-1.04,-0.85,-0.87,-1.71,-1.70,-1.70
595.14,-0.62,1.04,-0.62,1.04,-1.03,-0.84,-0.85,-1.65,-1.65,-1.65
601.09,-0.58,1.03,-0.58,1.02,-1.02,-0.83,-0.83,-1.59,-1.60,-1.61
607.10,-0.55,1.02,-0.54,1.02,-1.01,-0.82,-0.82,-1.55,-1.55,-1.56
613.17,-0.53,0.99,-0.52,1.00,-1.00,-0.82,-0.80,-1.53,-1.52,-1.52
619.30,-0.49,1.01,-0.50,0.99,-1.00,-0.81,-0.78,-1.48,-1.50,-1.50
625.50,-0.49,0.97,-0.48,0.99,-1.00,-0.80,-0.76,-1.48,-1.47,-1.45
631.75,-0.45,1.00,-0.45,1.00,-1.00,-0.79,-0.75,-1.45,-1.45,-1.45
638.07,-0.43,1.01,-0.42,1.01,-1.01,-0.78,-0.73,-1.44,-1.43,-1.44
644.45,-0.38,1.05,-0.38,1.04,-1.03,-0.77,-0.72,-1.40,-1.41,-1.42
650.89,-0.34,1.05,-0.34,1.05,-1.05,-0.76,-0.70,-1.39,-1.39,-1.39
657.40,-0.29,1.08,-0.28,1.08,-1.09,-0.76,-0.68,-1.37,-1.37,-1.36
663.98,-0.23,1.11,-0.23,1.11,-1.13,-0.75,-0.67,-1.35,-1.36,-1.33
670.62,-0.17,1.16,-0.17,1.16,-1.18,-0.74,-0.65,-1.34,-1.35,-1.33
677.32,-0.12,1.21,-0.10,1.22,-1.23,-0.73,-0.64,-1.35,-1.34,-1.32
684.10,-0.04,1.30,-0.04,1.28,-1.29,-0.72,-0.63,-1.33,-1.33,-1.33
690.94,0.03,1.34,0.03,1.34,-1.35,-0.71,-0.61,-1.32,-1.32,-1.31
697.85,0.09,1.38,0.11,1.40,-1.41,-0.70,-0.60,-1.31,-1.30,-1.28
704.83,0.18,1.45,0.18,1.45,-1.44,-0.69,-0.59,-1.26,-1.26,-1.27
711.87,0.25,1.48,0.25,1.48,-1.46,-0.68,-0.58,-1.20,-1.21,-1.23
718.99,0.31,1.50,0.32,1.49,-1.44,-0.67,-0.57,-1.13,-1.12,-1.18
726.18,0.35,1.44,0.36,1.45,-1.40,-0.66,-0.56,-1.04,-1.04,-1.09
733.44,0.38,1.38,0.37,1.36,-1.33,-0.65,-0.54,-0.94,-0.96,-1.00
740.78,0.34,1.23,0.35,1.24,-1.23,-0.64,-0.53,-0.89,-0.88,-0.88
748.19,0.31,1.09,0.32,1.10,-1.12,-0.63,-0.53,-0.80,-0.80,-0.78
755.67,0.27,0.95,0.28,0.95,-0.98,-0.62,-0.52,-0.71,-0.70,-0.67
763.23,0.25,0.81,0.26,0.81,-0.83,-0.61,-0.51,-0.58,-0.58,-0.55
770.86,0.24,0.67,0.25,0.67,-0.68,-0.60,-0.50,-0.43,-0.43,-0.43
778.57,0.24,0.54,0.25,0.53,-0.52,-0.59,-0.49,-0.28,-0.27,-0.29
786.35,0.25,0.38,0.25,0.39,-0.37,-0.58,-0.48,-0.11,-0.12,-0.13
794.22,0.25,0.24,0.25,0.23,-0.22,-0.57,-0.48,0.04,0.04,0.01
802.16,0.25,0.07,0.25,0.07,-0.08,-0.56,-0.47,0.18,0.18,0.19
810.18,0.25,-0.08,0.26,-0.07,0.06,-0.55,-0.46,0.31,0.32,0.33
818.28,0.26,-0.20,0.27,-0.20,0.18,-0.54,-0.46,0.45,0.45,0.46
826.46,0.29,-0.30,0.29,-0.30,0.29,-0.53,-0.45,0.59,0.58,0.60
834.73,0.32,-0.40,0.33,-0.39,0.38,-0.51,-0.44,0.71,0.71,0.72
843.08,0.37,-0.45,0.37,-0.46,0.46,-0.50,-0.44,0.83,0.83,0.82
851.51,0.40,-0.51,0.40,-0.51,0.51,-0.49,-0.43,0.92,0.91,0.92
860.02,0.42,-0.53,0.42,-0.53,0.55,-0.48,-0.42,0.97,0.97,0.95
868.62,0.42,-0.55,0.42,-0.55,0.56,-0.47,-0.41,0.98,0.98,0.98
877.31,0.40,-0.54,0.40,-0.55,0.55,-0.46,-0.41,0.95,0.95,0.95
886.08,0.36,-0.53,0.36,-0.53,0.51,-0.45,-0.40,0.88,0.88,0.89
894.94,0.31,-0.49,0.32,-0.49,0.46,-0.43,-0.39,0.77,0.77,0.81
903.89,0.26,-0.42,0.27,-0.41,0.37,-0.42,-0.38,0.64,0.64,0.68
912.93,0.21,-0.30,0.22,-0.30,0.27,-0.41,-0.37,0.48,0.49,0.51
922.06,0.18,-0.15,0.18,-0.16,0.15,-0.40,-0.37,0.33,0.33,0.34
931.28,0.13,-0.03,0.14,-0.01,0.02,-0.38,-0.35,0.15,0.16,0.16
940.59,0.12,0.14,0.11,0.12,-0.11,-0.37,-0.34,0.01,-0.00,-0.02
950.00,0.07,0.26,0.09,0.25,-0.24,-0.36,-0.33,-0.16,-0.15,-0.18
959.50,0.07,0.35,0.08,0.37,-0.34,-0.34,-0.32,-0.27,-0.26,-0.28
969.09,0.07,0.47,0.07,0.46,-0.43,-0.33,-0.31,-0.35,-0.36,-0.39
978.78,0.06,0.53,0.06,0.52,-0.49,-0.31,-0.29,-0.43,-0.43,-0.46
988.57,0.03,0.54,0.04,0.55,-0.53,-0.30,-0.28,-0.50,-0.49,-0.51
998.46,0.00,0.54,0.01,0.54,-0.55,-0.28,-0.26,-0.55,-0.54,-0.53
1008.44,-0.03,0.54,-0.03,0.53,-0.55,-0.27,-0.25,-0.57,-0.58,-0.56
1018.53,-0.08,0.51,-0.07,0.51,-0.52,-0.25,-0.23,-0.60,-0.59,-0.59
1028.71,-0.12,0.49,-0.11,0.49,-0.48,-0.23,-0.21,-0.60,-0.59,-0.60
1039.00,-0.18,0.45,-0.18,0.45,-0.43,-0.21,-0.19,-0.60,-0.61,-0.63
1049.39,-0.25,0.42,-0.26,0.40,-0.37,-0.19,-0.17,-0.61,-0.63,-0.67
1059.88,-0.38,0.32,-0.37,0.33,-0.31,-0.17,-0.15,-0.69,-0.68,-0.69
1070.48,-0.48,0.26,-0.48,0.25,-0.27,-0.15,-0.12,-0.74,-0.75,-0.74
1081.19,-0.60,0.18,-0.59,0.19,-0.24,-0.13,-0.10,-0.83,-0.83,-0.78
1092.00,-0.68,0.15,-0.67,0.16,-0.22,-0.11,-0.07,-0.90,-0.89,-0.82
1102.92,-0.73,0.17,-0.72,0.17,-0.23,-0.08,-0.05,-0.95,-0.95,-0.90
1113.95,-0.75,0.23,-0.74,0.22,-0.25,-0.06,-0.02,-0.99,-0.99,-0.97
1125.09,-0.75,0.29,-0.74,0.29,-0.29,-0.03,0.01,-1.03,-1.02,-1.03
1136.34,-0.73,0.35,-0.73,0.35,-0.33,0.00,0.04,-1.06,-1.06,-1.08
1147.70,-0.71,0.41,-0.72,0.40,-0.38,0.04,0.06,-1.08,-1.10,-1.11
1159.18,-0.73,0.42,-0.72,0.43,-0.41,0.07,0.09,-1.14,-1.13,-1.15
1170.77,-0.75,0.43,-0.74,0.44,-0.43,0.11,0.13,-1.17,-1.16,-1.18
1182.48,-0.75,0.44,-0.76,0.42,-0.41,0.16,0.16,-1.16,-1.17,-1.18
1194.30,-0.79,0.36,-0.77,0.38,-0.36,0.20,0.19,-1.15,-1.14,-1.15
1206.25,-0.79,0.32,-0.79,0.31,-0.28,0.26,0.22,-1.07,-1.08,-1.11
1218.31,-0.83,0.21,-0.83,0.20,-0.18,0.31,0.26,-1.00,-1.00,-1.03
1230.49,-0.86,0.06,-0.86,0.07,-0.04,0.38,0.29,-0.90,-0.90,-0.92
1242.80,-0.91,-0.10,-0.90,-0.10,0.11,0.45,0.33,-0.80,-0.79,-0.81
1255.22,-0.94,-0.28,-0.93,-0.28,0.27,0.52,0.36,-0.66,-0.66,-0.65
1267.78,-0.97,-0.47,-0.97,-0.47,0.45,0.61,0.40,-0.52,-0.52,-0.50
1280.45,-0.99,-0.65,-0.98,-0.64,0.62,0.70,0.43,-0.36,-0.36,-0.33
1293.26,-1.01,-0.80,-1.00,-0.81,0.80,0.80,0.47,-0.21,-0.20,-0.20
1306.19,-1.01,-0.97,-1.01,-0.97,0.97,0.90,0.51,-0.04,-0.05,-0.04
1319.25,-1.05,-1.13,-1.04,-1.12,1.13,1.01,0.55,0.08,0.09,0.09
1332.45,-1.08,-1.25,-1.08,-1.25,1.27,1.12,0.59,0.20,0.19,0.17
1345.77,-1.17,-1.38,-1.16,-1.38,1.40,1.23,0.63,0.24,0.24,0.21
1359.23,-1.27,-1.49,-1.27,-1.50,1.51,1.33,0.67,0.25,0.24,0.23
1372.82,-1.42,-1.62,-1.42,-1.61,1.60,1.40,0.71,0.18,0.18,0.20
1386.55,-1.57,-1.68,-1.56,-1.68,1.65,1.46,0.76,0.08,0.09,0.11
1400.41,-1.71,-1.72,-1.70,-1.71,1.66,1.49,0.80,-0.04,-0.03,0.02
1414.42,-1.80,-1.67,-1.80,-1.68,1.64,1.49,0.84,-0.16,-0.16,-0.13
1428.56,-1.89,-1.62,-1.88,-1.62,1.58,1.46,0.89,-0.31,-0.30,-0.26
1442.85,-1.92,-1.51,-1.91,-1.51,1.48,1.41,0.93,-0.43,-0.43,-0.40
1457.28,-1.92,-1.38,-1.92,-1.38,1.36,1.34,0.98,-0.55,-0.55,-0.54
1471.85,-1.88,-1.22,-1.88,-1.23,1.23,1.27,1.03,-0.64,-0.65,-0.65
1486.57,-1.83,-1.09,-1.82,-1.08,1.10,1.20,1.07,-0.72,-0.72,-0.73
1501.43,-1.74,-0.94,-1.73,-0.95,0.98,1.13,1.12,-0.75,-0.75,-0.80
1516.45,-1.64,-0.83,-1.63,-0.84,0.89,1.06,1.17,-0.75,-0.75,-0.80
1531.61,-1.53,-0.78,-1.53,-0.78,0.82,1.01,1.22,-0.71,-0.71,-0.75
1546.93,-1.45,-0.76,-1.45,-0.76,0.78,0.96,1.27,-0.66,-0.66,-0.69
1562.40,-1.38,-0.76,-1.38,-0.77,0.78,0.92,1.32,-0.59,-0.60,-0.61
1578.02,-1.34,-0.81,-1.33,-0.80,0.81,0.89,1.37,-0.52,-0.52,-0.53
1593.80,-1.29,-0.86,-1.28,-0.85,0.86,0.87,1.42,-0.42,-0.42,-0.43
1609.74,-1.24,-0.92,-1.24,-0.93,0.92,0.86,1.47,-0.31,-0.31,-0.31
1625.84,-1.19,-0.99,-1.20,-1.00,0.99,0.85,1.52,-0.20,-0.21,-0.20
1642.10,-1.18,-1.10,-1.17,-1.08,1.05,0.85,1.57,-0.12,-0.12,-0.07
1658.52,-1.14,-1.14,-1.14,-1.15,1.11,0.86,1.62,-0.02,-0.03,0.01
1675.10,-1.12,-1.21,-1.11,-1.20,1.17,0.88,1.67,0.05,0.06,0.09
1691.85,-1.07,-1.24,-1.05,-1.22,1.22,0.90,1.72,0.16,0.17,0.18
1708.77,-1.00,-1.24,-1.01,-1.25,1.28,0.93,1.77,0.28,0.27,0.24
1725.86,-0.97,-1.28,-0.97,-1.29,1.33,0.97,1.82,0.37,0.36,0.31
1743.12,-0.97,-1.36,-0.96,-1.35,1.39,1.02,1.86,0.42,0.43,0.40
1760.55,-0.97,-1.44,-0.96,-1.43,1.45,1.07,1.90,0.48,0.48,0.47
1778.15,-0.97,-1.50,-0.96,-1.50,1.50,1.12,1.95,0.53,0.54,0.53
1795.94,-0.95,-1.55,-0.95,-1.56,1.54,1.19,1.98,0.60,0.59,0.61
1813.90,-0.92,-1.61,-0.92,-1.60,1.57,1.26,2.02,0.66,0.65,0.69
1832.03,-0.90,-1.65,-0.87,-1.63,1.58,1.34,2.06,0.68,0.70,0.75
1850.36,-0.79,-1.61,-0.80,-1.63,1.57,1.42,2.09,0.78,0.77,0.83
1868.86,-0.71,-1.62,-0.69,-1.60,1.54,1.52,2.11,0.84,0.85,0.91
1887.55,-0.57,-1.54,-0.57,-1.53,1.52,1.62,2.14,0.95,0.95,0.98
1906.42,-0.46,-1.46,-0.47,-1.48,1.51,1.73,2.16,1.05,1.04,1.01
1925.49,-0.38,-1.43,-0.38,-1.45,1.52,1.84,2.18,1.15,1.14,1.05
1944.74,-0.36,-1.49,-0.34,-1.48,1.58,1.96,2.19,1.22,1.24,1.14
1964.19,-0.32,-1.58,-0.33,-1.59,1.67,2.09,2.20,1.35,1.34,1.26
1983.83,-0.34,-1.75,-0.34,-1.75,1.80,2.22,2.20,1.46,1.46,1.41
2003.67,-0.36,-1.94,-0.36,-1.94,1.95,2.35,2.20,1.60,1.59,1.59
2023.71,-0.38,-2.16,-0.39,-2.17,2.12,2.47,2.20,1.75,1.74,1.78
2043.94,-0.39,-2.39,-0.36,-2.38,2.30,2.60,2.19,1.92,1.94,2.00
2064.38,-0.26,-2.56,-0.25,-2.55,2.47,2.71,2.17,2.22,2.22,2.31
2085.03,-0.06,-2.70,-0.04,-2.67,2.63,2.81,2.15,2.57,2.59,2.64
2105.88,0.24,-2.74,0.23,-2.77,2.77,2.89,2.13,3.02,3.01,2.99
2126.94,0.55,-2.86,0.55,-2.87,2.90,2.95,2.11,3.46,3.45,3.42
2148.20,0.86,-2.99,0.87,-2.97,3.02,2.98,2.08,3.89,3.90,3.85
2169.69,1.19,-3.08,1.19,-3.09,3.14,2.98,2.05,4.33,4.33,4.28
2191.38,1.49,-3.19,1.49,-3.20,3.25,2.96,2.01,4.74,4.74,4.69
2213.30,1.76,-3.32,1.77,-3.32,3.35,2.91,1.97,5.11,5.12,5.08
2235.43,2.03,-3.42,2.03,-3.43,3.43,2.82,1.93,5.47,5.46,5.46
2257.78,2.27,-3.53,2.28,-3.51,3.48,2.72,1.88,5.75,5.76,5.80
2280.36,2.55,-3.54,2.55,-3.53,3.48,2.59,1.84,6.03,6.03,6.09
2303.17,2.83,-3.49,2.85,-3.49,3.42,2.45,1.79,6.26,6.27,6.33
2326.20,3.17,-3.36,3.17,-3.36,3.30,2.30,1.74,6.48,6.47,6.53
2349.46,3.50,-3.18,3.51,-3.17,3.12,2.14,1.69,6.62,6.63,6.68
2372.95,3.86,-2.91,3.86,-2.91,2.87,1.98,1.63,6.74,6.74,6.78
2396.68,4.21,-2.61,4.22,-2.61,2.58,1.81,1.58,6.80,6.80,6.82
2420.65,4.57,-2.27,4.58,-2.27,2.26,1.64,1.52,6.84,6.84,6.85
2444.86,4.93,-1.90,4.93,-1.91,1.94,1.47,1.47,6.87,6.86,6.84
2469.31,5.25,-1.57,5.26,-1.56,1.62,1.30,1.41,6.88,6.89,6.82
2494.00,5.56,-1.22,5.56,-1.23,1.33,1.14,1.36,6.89,6.89,6.79
2518.94,5.83,-0.96,5.81,-0.97,1.06,0.97,1.30,6.89,6.86,6.79
2544.13,6.02,-0.75,6.02,-0.76,0.80,0.81,1.24,6.83,6.82,6.77
2569.57,6.19,-0.60,6.21,-0.59,0.56,0.64,1.19,6.75,6.77,6.80
2595.27,6.43,-0.41,6.42,-0.41,0.32,0.48,1.13,6.76,6.75,6.84
2621.22,6.67,-0.23,6.70,-0.21,0.10,0.31,1.08,6.78,6.80,6.90
2647.43,7.01,0.02,7.03,0.03,-0.11,0.14,1.02,6.91,6.92,7.00
2673.90,7.40,0.28,7.40,0.28,-0.30,-0.02,0.96,7.10,7.10,7.12
2700.64,7.78,0.54,7.78,0.53,-0.47,-0.18,0.91,7.32,7.31,7.24
2727.65,8.14,0.72,8.13,0.72,-0.61,-0.34,0.85,7.54,7.53,7.43
2754.93,8.44,0.83,8.44,0.81,-0.70,-0.47,0.80,7.74,7.74,7.61
2782.48,8.70,0.82,8.71,0.82,-0.75,-0.58,0.75,7.95,7.96,7.89
2810.30,8.93,0.75,8.93,0.77,-0.76,-0.65,0.69,8.18,8.18,8.19
2838.40,9.13,0.70,9.13,0.70,-0.72,-0.69,0.64,8.41,8.41,8.43
2866.79,9.29,0.62,9.31,0.62,-0.67,-0.69,0.59,8.63,8.64,8.68
2895.46,9.48,0.56,9.48,0.54,-0.60,-0.67,0.54,8.89,8.88,8.92
2924.41,9.64,0.44,9.65,0.47,-0.53,-0.62,0.49,9.12,9.13,9.20
2953.65,9.82,0.40,9.83,0.43,-0.47,-0.55,0.44,9.36,9.36,9.43
2983.19,9.99,0.42,9.98,0.40,-0.41,-0.47,0.39,9.58,9.57,9.57
3013.02,10.11,0.39,10.12,0.38,-0.36,-0.40,0.34,9.76,9.76,9.72
3043.15,10.22,0.32,10.24,0.33,-0.29,-0.32,0.29,9.93,9.95,9.91
3073.58,10.34,0.25,10.34,0.25,-0.21,-0.23,0.24,10.13,10.13,10.09
3104.32,10.41,0.14,10.41,0.15,-0.12,-0.15,0.19,10.30,10.29,10.28
3135.36,10.43,0.06,10.43,0.04,-0.00,-0.07,0.14,10.43,10.43,10.38
3166.72,10.40,-0.09,10.39,-0.10,0.12,0.02,0.10,10.52,10.51,10.49
3198.38,10.32,-0.25,10.32,-0.26,0.24,0.12,0.05,10.56,10.56,10.58
3230.37,10.23,-0.42,10.26,-0.41,0.36,0.22,0.01,10.59,10.62,10.66
3262.67,10.21,-0.54,10.21,-0.53,0.47,0.34,-0.04,10.68,10.68,10.75
3295.30,10.21,-0.60,10.22,-0.61,0.57,0.46,-0.08,10.78,10.79,10.82
3328.25,10.23,-0.68,10.25,-0.65,0.66,0.60,-0.13,10.89,10.91,10.91
3361.53,10.29,-0.68,10.27,-0.71,0.73,0.73,-0.17,11.02,11.00,10.97
3395.15,10.30,-0.75,10.28,-0.77,0.81,0.86,-0.21,11.11,11.09,11.06
3429.10,10.25,-0.87,10.29,-0.84,0.89,0.96,-0.25,11.14,11.18,11.12
3463.39,10.28,-0.91,10.29,-0.90,0.96,1.02,-0.29,11.25,11.25,11.19
3498.03,10.30,-0.94,10.29,-0.96,1.02,1.02,-0.32,11.33,11.31,11.25
3533.01,10.27,-1.01,10.27,-1.01,1.05,0.95,-0.36,11.33,11.32,11.28
3568.34,10.22,-1.08,10.21,-1.10,1.05,0.83,-0.39,11.27,11.25,11.31
3604.02,10.12,-1.18,10.13,-1.18,0.99,0.67,-0.42,11.12,11.13,11.31
3640.06,10.05,-1.23,10.08,-1.20,0.89,0.49,-0.45,10.95,10.97,11.28
3676.46,10.04,-1.16,10.05,-1.14,0.74,0.30,-0.48,10.79,10.79,11.21
3713.22,10.04,-1.00,10.03,-1.01,0.55,0.11,-0.51,10.59,10.58,11.04
3750.36,10.00,-0.83,10.00,-0.84,0.34,-0.06,-0.53,10.35,10.34,10.83
3787.86,9.93,-0.65,9.92,-0.67,0.10,-0.22,-0.55,10.03,10.02,10.59
3825.74,9.83,-0.49,9.82,-0.50,-0.19,-0.37,-0.57,9.65,9.64,10.32
3864.00,9.74,-0.27,9.75,-0.25,-0.52,-0.50,-0.59,9.23,9.24,10.01
3902.64,9.72,0.09,9.77,0.14,-0.87,-0.62,-0.60,8.86,8.90,9.64
3941.66,9.87,0.66,9.88,0.66,-1.24,-0.73,-0.61,8.63,8.64,9.21
3981.08,10.07,1.29,10.07,1.30,-1.62,-0.83,-0.62,8.45,8.45,8.78
4020.89,10.25,1.93,10.26,1.94,-1.99,-0.92,-0.63,8.27,8.28,8.33
4061.10,10.41,2.51,10.36,2.45,-2.30,-1.01,-0.63,8.11,8.06,7.90
4101.71,10.34,2.82,10.34,2.81,-2.54,-1.09,-0.63,7.80,7.79,7.53
4142.73,10.18,2.97,10.19,2.98,-2.70,-1.16,-0.62,7.49,7.50,7.22
4184.15,9.97,2.98,9.97,2.97,-2.76,-1.22,-0.62,7.21,7.21,6.99
4226.00,9.72,2.85,9.73,2.84,-2.74,-1.28,-0.61,6.98,6.98,6.88
4268.26,9.51,2.61,9.50,2.60,-2.65,-1.34,-0.60,6.86,6.84,6.90
4310.94,9.33,2.32,9.35,2.34,-2.51,-1.38,-0.58,6.83,6.84,7.01
4354.05,9.30,2.09,9.36,2.13,-2.36,-1.42,-0.57,6.94,6.99,7.22
4397.59,9.51,2.00,9.53,2.00,-2.23,-1.44,-0.55,7.28,7.30,7.51
4441.56,9.86,1.98,9.84,1.99,-2.11,-1.46,-0.53,7.76,7.74,7.88
