frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
522.93,-1.56,0.74,-1.57,0.72,-0.72,-2.28,-2.29,-2.30
528.16,-1.51,0.77,-1.54,0.73,-0.73,-2.24,-2.27,-2.28
533.44,-1.48,0.78,-1.51,0.75,-0.75,-2.23,-2.26,-2.26
538.77,-1.44,0.79,-1.47,0.77,-0.77,-2.20,-2.23,-2.23
544.16,-1.41,0.79,-1.42,0.79,-0.79,-2.19,-2.21,-2.20
549.60,-1.36,0.81,-1.37,0.81,-0.81,-2.16,-2.18,-2.17
555.10,-1.32,0.82,-1.32,0.83,-0.83,-2.15,-2.15,-2.14
560.65,-1.27,0.84,-1.26,0.85,-0.85,-2.12,-2.12,-2.11
566.25,-1.22,0.86,-1.21,0.88,-0.88,-2.10,-2.09,-2.08
571.92,-1.19,0.86,-1.16,0.91,-0.91,-2.10,-2.07,-2.05
577.64,-1.15,0.88,-1.11,0.94,-0.94,-2.09,-2.05,-2.03
583.41,-1.08,0.93,-1.06,0.97,-0.97,-2.05,-2.03,-2.01
589.25,-1.01,0.98,-1.01,1.01,-1.01,-2.01,-2.02,-1.99
595.14,-0.94,1.04,-0.97,1.04,-1.04,-1.98,-2.01,-1.98
601.09,-0.87,1.10,-0.92,1.08,-1.08,-1.95,-2.00,-1.97
607.10,-0.81,1.16,-0.86,1.12,-1.12,-1.93,-1.99,-1.97
613.17,-0.78,1.18,-0.81,1.16,-1.16,-1.94,-1.98,-1.96
619.30,-0.76,1.20,-0.76,1.21,-1.21,-1.97,-1.96,-1.96
625.50,-0.73,1.23,-0.70,1.25,-1.25,-1.98,-1.95,-1.96
631.75,-0.69,1.26,-0.65,1.29,-1.29,-1.98,-1.94,-1.95
638.07,-0.66,1.28,-0.59,1.33,-1.33,-1.99,-1.93,-1.94
644.45,-0.62,1.31,-0.54,1.37,-1.37,-1.98,-1.91,-1.92
650.89,-0.51,1.40,-0.49,1.40,-1.40,-1.91,-1.89,-1.90
657.40,-0.43,1.45,-0.44,1.42,-1.42,-1.85,-1.86,-1.88
663.98,-0.36,1.50,-0.40,1.44,-1.44,-1.80,-1.84,-1.85
670.62,-0.32,1.51,-0.36,1.46,-1.46,-1.77,-1.81,-1.83
677.32,-0.29,1.50,-0.32,1.46,-1.46,-1.75,-1.78,-1.79
684.10,-0.25,1.51,-0.28,1.47,-1.47,-1.72,-1.75,-1.76
690.94,-0.22,1.51,-0.26,1.47,-1.47,-1.69,-1.73,-1.72
697.85,-0.19,1.50,-0.23,1.47,-1.47,-1.65,-1.70,-1.69
704.83,-0.16,1.50,-0.21,1.46,-1.46,-1.62,-1.67,-1.65
711.87,-0.16,1.46,-0.19,1.46,-1.46,-1.62,-1.64,-1.62
718.99,-0.17,1.42,-0.16,1.46,-1.46,-1.63,-1.62,-1.59
726.18,-0.20,1.37,-0.14,1.46,-1.46,-1.66,-1.60,-1.56
733.44,-0.19,1.35,-0.11,1.47,-1.47,-1.66,-1.58,-1.54
740.78,-0.16,1.36,-0.07,1.48,-1.48,-1.64,-1.56,-1.52
748.19,-0.11,1.40,-0.03,1.50,-1.50,-1.61,-1.54,-1.50
755.67,-0.06,1.43,0.01,1.53,-1.53,-1.59,-1.53,-1.49
763.23,0.03,1.52,0.05,1.57,-1.57,-1.54,-1.52,-1.49
770.86,0.13,1.61,0.10,1.61,-1.61,-1.48,-1.51,-1.48
778.57,0.20,1.68,0.15,1.65,-1.65,-1.45,-1.51,-1.48
786.35,0.26,1.75,0.20,1.70,-1.70,-1.44,-1.50,-1.48
794.22,0.30,1.79,0.25,1.75,-1.75,-1.45,-1.50,-1.49
802.16,0.34,1.83,0.31,1.80,-1.80,-1.46,-1.50,-1.49
810.18,0.36,1.86,0.36,1.85,-1.85,-1.49,-1.49,-1.50
818.28,0.37,1.88,0.40,1.90,-1.90,-1.52,-1.49,-1.50
826.46,0.39,1.90,0.44,1.93,-1.93,-1.54,-1.50,-1.51
834.73,0.43,1.95,0.47,1.97,-1.97,-1.53,-1.50,-1.51
843.08,0.46,1.98,0.48,1.99,-1.99,-1.53,-1.50,-1.52
851.51,0.49,2.02,0.49,2.00,-2.00,-1.51,-1.52,-1.53
860.02,0.50,2.03,0.48,2.01,-2.01,-1.50,-1.53,-1.53
868.62,0.50,2.04,0.46,2.00,-2.00,-1.50,-1.53,-1.54
877.31,0.49,2.03,0.44,1.98,-1.98,-1.49,-1.54,-1.54
886.08,0.47,2.02,0.41,1.96,-1.96,-1.49,-1.55,-1.55
894.94,0.44,1.99,0.37,1.93,-1.93,-1.49,-1.55,-1.55
903.89,0.37,1.93,0.33,1.89,-1.89,-1.52,-1.56,-1.56
912.93,0.31,1.87,0.28,1.85,-1.85,-1.54,-1.57,-1.56
922.06,0.23,1.80,0.23,1.81,-1.81,-1.57,-1.58,-1.57
931.28,0.13,1.70,0.17,1.76,-1.76,-1.63,-1.59,-1.57
940.59,0.05,1.63,0.12,1.72,-1.72,-1.67,-1.60,-1.57
950.00,0.03,1.61,0.08,1.68,-1.68,-1.65,-1.60,-1.58
959.50,0.01,1.59,0.05,1.64,-1.64,-1.63,-1.60,-1.57
969.09,-0.01,1.56,0.02,1.62,-1.62,-1.62,-1.60,-1.57
978.78,-0.04,1.52,0.01,1.60,-1.60,-1.63,-1.59,-1.56
988.57,-0.05,1.50,0.01,1.58,-1.58,-1.63,-1.57,-1.54
998.46,-0.01,1.52,0.03,1.58,-1.58,-1.59,-1.55,-1.52
1008.44,0.04,1.54,0.06,1.58,-1.58,-1.54,-1.52,-1.50
1018.53,0.08,1.55,0.10,1.58,-1.58,-1.50,-1.49,-1.47
1028.71,0.13,1.57,0.14,1.59,-1.59,-1.46,-1.45,-1.44
1039.00,0.18,1.59,0.18,1.59,-1.59,-1.41,-1.41,-1.40
1049.39,0.23,1.60,0.23,1.59,-1.59,-1.36,-1.36,-1.37
1059.88,0.27,1.59,0.27,1.59,-1.59,-1.32,-1.32,-1.32
1070.48,0.32,1.60,0.32,1.57,-1.57,-1.25,-1.26,-1.28
1081.19,0.38,1.61,0.35,1.55,-1.55,-1.17,-1.20,-1.22
1092.00,0.39,1.56,0.37,1.51,-1.51,-1.12,-1.15,-1.17
1102.92,0.38,1.50,0.36,1.46,-1.46,-1.08,-1.10,-1.12
1113.95,0.34,1.41,0.33,1.39,-1.39,-1.05,-1.06,-1.06
1125.09,0.30,1.31,0.28,1.30,-1.30,-1.00,-1.02,-1.01
1136.34,0.26,1.22,0.23,1.20,-1.20,-0.94,-0.97,-0.96
1147.70,0.21,1.12,0.15,1.08,-1.08,-0.86,-0.92,-0.90
1159.18,0.15,1.00,0.07,0.94,-0.94,-0.78,-0.87,-0.85
1170.77,0.04,0.84,-0.03,0.77,-0.77,-0.73,-0.80,-0.79
1182.48,-0.17,0.57,-0.13,0.59,-0.59,-0.76,-0.72,-0.74
1194.30,-0.44,0.25,-0.27,0.38,-0.38,-0.82,-0.65,-0.69
1206.25,-0.61,0.04,-0.44,0.15,-0.15,-0.75,-0.59,-0.64
1218.31,-0.73,-0.13,-0.64,-0.11,0.11,-0.62,-0.54,-0.60
1230.49,-0.85,-0.29,-0.87,-0.38,0.38,-0.47,-0.49,-0.56
1242.80,-0.97,-0.45,-1.13,-0.66,0.66,-0.31,-0.46,-0.51
1255.22,-1.14,-0.66,-1.40,-0.96,0.96,-0.18,-0.44,-0.48
1267.78,-1.40,-0.96,-1.69,-1.26,1.26,-0.14,-0.43,-0.44
1280.45,-1.71,-1.31,-1.99,-1.56,1.56,-0.15,-0.43,-0.40
1293.26,-2.06,-1.69,-2.29,-1.85,1.85,-0.21,-0.44,-0.36
1306.19,-2.50,-2.17,-2.58,-2.13,2.13,-0.37,-0.45,-0.33
1319.25,-3.01,-2.72,-2.82,-2.38,2.38,-0.62,-0.44,-0.29
1332.45,-3.26,-3.01,-3.03,-2.61,2.61,-0.65,-0.42,-0.24
1345.77,-3.50,-3.30,-3.20,-2.80,2.80,-0.70,-0.40,-0.20
1359.23,-3.63,-3.47,-3.32,-2.95,2.95,-0.68,-0.37,-0.15
1372.82,-3.71,-3.60,-3.39,-3.06,3.06,-0.65,-0.33,-0.11
1386.55,-3.67,-3.61,-3.41,-3.12,3.12,-0.55,-0.28,-0.06
1400.41,-3.60,-3.59,-3.36,-3.14,3.14,-0.46,-0.22,-0.00
1414.42,-3.48,-3.53,-3.26,-3.13,3.13,-0.35,-0.14,0.05
1428.56,-3.19,-3.30,-3.12,-3.08,3.08,-0.11,-0.04,0.11
1442.85,-2.83,-2.99,-2.95,-3.01,3.01,0.19,0.06,0.17
1457.28,-2.47,-2.70,-2.76,-2.94,2.94,0.47,0.18,0.23
1471.85,-2.28,-2.57,-2.56,-2.86,2.86,0.58,0.30,0.29
1486.57,-2.15,-2.50,-2.38,-2.78,2.78,0.64,0.40,0.35
1501.43,-2.04,-2.45,-2.22,-2.71,2.71,0.68,0.50,0.41
1516.45,-1.96,-2.43,-2.08,-2.66,2.66,0.70,0.58,0.47
1531.61,-1.88,-2.42,-1.97,-2.61,2.61,0.73,0.64,0.54
1546.93,-1.80,-2.41,-1.89,-2.58,2.58,0.78,0.69,0.61
1562.40,-1.78,-2.46,-1.83,-2.56,2.56,0.78,0.73,0.68
1578.02,-1.79,-2.54,-1.80,-2.56,2.56,0.77,0.76,0.75
1593.80,-1.76,-2.59,-1.76,-2.56,2.56,0.80,0.80,0.83
1609.74,-1.73,-2.64,-1.71,-2.56,2.56,0.83,0.85,0.91
1625.84,-1.72,-2.71,-1.64,-2.56,2.56,0.84,0.91,0.99
1642.10,-1.70,-2.78,-1.55,-2.55,2.55,0.85,1.00,1.08
1658.52,-1.63,-2.80,-1.42,-2.52,2.52,0.90,1.10,1.17
1675.10,-1.52,-2.79,-1.28,-2.49,2.49,0.97,1.21,1.27
1691.85,-1.30,-2.67,-1.11,-2.43,2.43,1.14,1.32,1.37
1708.77,-1.02,-2.50,-0.93,-2.37,2.37,1.35,1.44,1.48
1725.86,-0.76,-2.35,-0.73,-2.29,2.29,1.54,1.56,1.59
1743.12,-0.45,-2.16,-0.51,-2.21,2.21,1.76,1.70,1.71
1760.55,-0.08,-1.92,-0.28,-2.12,2.12,2.05,1.84,1.84
1778.15,0.14,-1.83,-0.05,-2.04,2.04,2.18,1.99,1.97
1795.94,0.26,-1.85,0.18,-1.96,1.96,2.23,2.15,2.11
1813.90,0.46,-1.79,0.41,-1.90,1.90,2.36,2.31,2.25
1832.03,0.72,-1.68,0.63,-1.84,1.84,2.56,2.47,2.40
1850.36,0.87,-1.69,0.85,-1.79,1.79,2.66,2.64,2.56
1868.86,1.03,-1.69,1.04,-1.75,1.75,2.78,2.79,2.73
1887.55,1.19,-1.71,1.22,-1.72,1.72,2.91,2.94,2.90
1906.42,1.35,-1.73,1.40,-1.70,1.70,3.05,3.09,3.08
1925.49,1.59,-1.67,1.57,-1.68,1.68,3.27,3.25,3.26
1944.74,1.76,-1.69,1.75,-1.67,1.67,3.43,3.41,3.45
1964.19,1.92,-1.72,1.94,-1.65,1.65,3.57,3.59,3.64
1983.83,2.09,-1.75,2.15,-1.64,1.64,3.73,3.78,3.84
2003.67,2.27,-1.76,2.37,-1.62,1.62,3.89,3.99,4.04
2023.71,2.57,-1.67,2.60,-1.59,1.59,4.16,4.19,4.24
2043.94,2.74,-1.70,2.84,-1.56,1.56,4.30,4.40,4.44
2064.38,2.94,-1.70,3.08,-1.52,1.52,4.46,4.59,4.64
2085.03,3.33,-1.51,3.31,-1.47,1.47,4.80,4.79,4.84
2105.88,3.57,-1.46,3.55,-1.42,1.42,4.99,4.97,5.03
2126.94,3.80,-1.42,3.79,-1.37,1.37,5.17,5.15,5.22
2148.20,4.15,-1.25,4.01,-1.31,1.31,5.46,5.32,5.40
2169.69,4.40,-1.18,4.25,-1.25,1.25,5.65,5.49,5.58
2191.38,4.57,-1.18,4.47,-1.19,1.19,5.76,5.66,5.75
2213.30,4.78,-1.13,4.69,-1.13,1.13,5.91,5.82,5.92
2235.43,4.91,-1.16,4.91,-1.07,1.07,5.98,5.98,6.07
2257.78,5.01,-1.22,5.11,-1.00,1.00,6.02,6.11,6.23
2280.36,5.17,-1.21,5.31,-0.94,0.94,6.11,6.25,6.38
2303.17,5.45,-1.08,5.50,-0.87,0.87,6.33,6.37,6.53
2326.20,5.65,-1.02,5.68,-0.81,0.81,6.46,6.49,6.67
2349.46,5.82,-0.99,5.87,-0.74,0.74,6.56,6.61,6.81
2372.95,6.06,-0.89,6.05,-0.68,0.68,6.74,6.72,6.95
2396.68,6.26,-0.82,6.23,-0.62,0.62,6.88,6.84,7.09
2420.65,6.41,-0.81,6.41,-0.56,0.56,6.97,6.97,7.22
2444.86,6.63,-0.72,6.59,-0.51,0.51,7.15,7.10,7.35
2469.31,6.78,-0.70,6.77,-0.47,0.47,7.25,7.24,7.48
2494.00,6.88,-0.73,6.95,-0.43,0.43,7.32,7.39,7.61
2518.94,7.14,-0.59,7.12,-0.40,0.40,7.54,7.52,7.73
2544.13,7.30,-0.55,7.28,-0.37,0.37,7.67,7.65,7.85
2569.57,7.42,-0.53,7.43,-0.35,0.35,7.77,7.77,7.96
2595.27,7.54,-0.51,7.57,-0.32,0.32,7.86,7.89,8.05
2621.22,7.69,-0.45,7.70,-0.30,0.30,7.99,8.00,8.14
2647.43,7.80,-0.41,7.82,-0.28,0.28,8.08,8.10,8.21
2673.90,7.91,-0.36,7.93,-0.25,0.25,8.17,8.18,8.28
2700.64,8.03,-0.29,8.03,-0.23,0.23,8.26,8.26,8.32
2727.65,8.11,-0.25,8.11,-0.20,0.20,8.32,8.31,8.36
2754.93,8.17,-0.21,8.17,-0.18,0.18,8.35,8.35,8.38
2782.48,8.22,-0.17,8.22,-0.15,0.15,8.37,8.37,8.39
2810.30,8.25,-0.13,8.25,-0.12,0.12,8.37,8.36,8.38
2838.40,8.28,-0.07,8.26,-0.09,0.09,8.37,8.35,8.35
2866.79,8.25,-0.06,8.25,-0.06,0.06,8.32,8.31,8.31
2895.46,8.21,-0.03,8.21,-0.04,0.04,8.25,8.25,8.25
2924.41,8.14,-0.03,8.14,-0.03,0.03,8.17,8.17,8.17
2953.65,8.07,-0.01,8.05,-0.03,0.03,8.10,8.08,8.08
2983.19,7.94,-0.04,7.94,-0.04,0.04,7.98,7.98,7.98
3013.02,7.81,-0.06,7.80,-0.07,0.07,7.88,7.87,7.88
3043.15,7.66,-0.10,7.64,-0.12,0.12,7.78,7.76,7.76
3073.58,7.46,-0.18,7.45,-0.18,0.18,7.65,7.64,7.64
3104.32,7.22,-0.29,7.22,-0.27,0.27,7.49,7.49,7.51
3135.36,6.96,-0.41,6.98,-0.37,0.37,7.33,7.35,7.37
3166.72,6.66,-0.57,6.72,-0.52,0.52,7.18,7.24,7.23
3198.38,6.35,-0.73,6.43,-0.71,0.71,7.06,7.14,7.09
3230.37,6.04,-0.90,6.09,-0.93,0.93,6.98,7.03,6.94
3262.67,5.77,-1.01,5.72,-1.19,1.19,6.96,6.91,6.79
3295.30,5.33,-1.30,5.33,-1.48,1.48,6.81,6.81,6.64
3328.25,4.87,-1.61,4.88,-1.79,1.79,6.66,6.66,6.48
3361.53,4.52,-1.81,4.38,-2.11,2.11,6.63,6.50,6.33
3395.15,3.85,-2.33,3.85,-2.45,2.45,6.30,6.30,6.18
3429.10,3.31,-2.71,3.25,-2.79,2.79,6.10,6.04,6.02
3463.39,2.98,-2.88,2.60,-3.13,3.13,6.11,5.73,5.86
3498.03,2.25,-3.45,1.90,-3.46,3.46,5.72,5.36,5.70
3533.01,1.28,-4.25,1.16,-3.78,3.78,5.06,4.94,5.54
3568.34,0.57,-4.80,0.41,-4.08,4.08,4.65,4.49,5.38
3604.02,-0.01,-5.23,-0.32,-4.34,4.34,4.33,4.02,5.22
3640.06,-0.79,-5.87,-1.02,-4.57,4.57,3.79,3.55,5.08
3676.46,-1.85,-6.80,-1.66,-4.77,4.77,2.92,3.11,4.95
3713.22,-2.32,-7.14,-2.22,-4.92,4.92,2.60,2.70,4.82
3750.36,-3.12,-7.83,-2.71,-5.02,5.02,1.91,2.31,4.71
3787.86,-3.82,-8.41,-3.09,-5.08,5.08,1.27,1.99,4.60
3825.74,-4.00,-8.49,-3.37,-5.10,5.10,1.10,1.73,4.49
3864.00,-4.07,-8.45,-3.55,-5.08,5.08,1.01,1.53,4.38
3902.64,-4.01,-8.28,-3.60,-5.03,5.03,1.03,1.44,4.27
3941.66,-3.72,-7.87,-3.55,-4.97,4.97,1.25,1.42,4.15
3981.08,-3.37,-7.40,-3.44,-4.88,4.88,1.51,1.44,4.04
4020.89,-3.03,-6.94,-3.26,-4.76,4.76,1.73,1.50,3.91
4061.10,-2.76,-6.53,-3.01,-4.62,4.62,1.86,1.61,3.78
4101.71,-2.53,-6.16,-2.73,-4.46,4.46,1.93,1.73,3.63
4142.73,-2.25,-5.72,-2.46,-4.29,4.29,2.04,1.83,3.47
4184.15,-1.86,-5.16,-2.18,-4.10,4.10,2.25,1.92,3.30
4226.00,-1.68,-4.79,-1.93,-3.91,3.91,2.24,1.98,3.11
4268.26,-1.57,-4.49,-1.74,-3.72,3.72,2.16,1.99,2.92
4310.94,-1.48,-4.20,-1.58,-3.54,3.54,2.06,1.96,2.72
4354.05,-1.42,-3.93,-1.46,-3.35,3.35,1.94,1.89,2.52
4397.59,-1.37,-3.69,-1.38,-3.18,3.18,1.81,1.80,2.32
4441.56,-1.34,-3.47,-1.31,-3.01,3.01,1.67,1.70,2.13
4485.98,-1.31,-3.26,-1.26,-2.85,2.85,1.54,1.59,1.95
4530.84,-1.29,-3.07,-1.22,-2.71,2.71,1.42,1.48,1.78
4576.15,-1.25,-2.87,-1.19,-2.58,2.58,1.33,1.38,1.62
4621.91,-1.21,-2.68,-1.17,-2.46,2.46,1.25,1.28,1.47
4668.13,-1.16,-2.49,-1.15,-2.34,2.34,1.18,1.19,1.33
4714.81,-1.11,-2.31,-1.12,-2.23,2.23,1.13,1.11,1.21
4761.96,-1.05,-2.14,-1.08,-2.12,2.12,1.07,1.04,1.09
4809.58,-0.98,-1.97,-1.05,-2.00,2.00,1.02,0.95,0.99
4857.67,-0.89,-1.79,-1.02,-1.86,1.86,0.98,0.84,0.90
4906.25,-0.80,-1.63,-0.96,-1.71,1.71,0.91,0.75,0.83
4955.31,-0.70,-1.47,-0.86,-1.52,1.52,0.82,0.66,0.77
5004.87,-0.57,-1.30,-0.69,-1.29,1.29,0.72,0.60,0.73
5054.91,-0.43,-1.14,-0.45,-1.02,1.02,0.59,0.57,0.71
5105.46,-0.28,-0.98,-0.15,-0.70,0.70,0.42,0.55,0.70
5156.52,-0.05,-0.76,0.24,-0.32,0.32,0.28,0.56,0.72
5208.08,0.27,-0.48,0.71,0.11,-0.11,0.16,0.60,0.75
5260.16,0.67,-0.15,1.25,0.60,-0.60,0.08,0.66,0.82
5312.77,1.22,0.31,1.88,1.13,-1.13,0.10,0.75,0.92
5365.89,2.03,0.99,2.58,1.69,-1.69,0.34,0.88,1.04
5419.55,3.26,2.06,3.34,2.28,-2.28,0.98,1.06,1.20
5473.75,4.10,2.72,4.14,2.86,-2.86,1.24,1.28,1.38
5528.49,5.02,3.44,4.96,3.42,-3.42,1.61,1.54,1.58
5583.77,5.83,4.03,5.75,3.91,-3.91,1.92,1.84,1.80
5639.61,6.52,4.49,6.50,4.28,-4.28,2.24,2.22,2.03
5696.00,7.25,4.98,7.15,4.51,-4.51,2.74,2.64,2.27
5752.96,7.82,5.32,7.65,4.60,-4.60,3.22,3.05,2.51
5810.49,8.27,5.54,7.96,4.56,-4.56,3.71,3.40,2.74
5868.60,8.56,5.61,8.07,4.40,-4.40,4.16,3.66,2.95
5927.28,8.63,5.48,7.98,4.14,-4.14,4.49,3.83,3.15
5986.56,8.40,5.08,7.65,3.80,-3.80,4.60,3.85,3.33
6046.42,7.86,4.39,7.09,3.39,-3.39,4.48,3.71,3.47
6106.89,7.11,3.53,6.35,2.93,-2.93,4.18,3.42,3.58
6167.96,6.05,2.40,5.46,2.45,-2.45,3.60,3.01,3.65
6229.64,4.93,1.25,4.47,1.97,-1.97,2.97,2.50,3.69
6291.93,3.40,-0.28,3.42,1.51,-1.51,1.90,1.92,3.68
6354.85,2.09,-1.55,2.37,1.08,-1.08,1.01,1.28,3.64
6418.40,0.75,-2.81,1.35,0.72,-0.72,0.03,0.63,3.57
6482.58,-0.08,-3.54,0.41,0.42,-0.42,-0.50,-0.01,3.46
6547.41,-1.10,-4.42,-0.42,0.19,-0.19,-1.29,-0.62,3.33
6612.88,-2.35,-5.51,-1.12,0.04,-0.04,-2.38,-1.16,3.16
6679.01,-2.91,-5.88,-1.67,-0.06,0.06,-2.85,-1.61,2.98
6745.80,-2.88,-5.64,-2.07,-0.12,0.12,-2.76,-1.95,2.77
6813.26,-2.58,-5.12,-2.32,-0.17,0.17,-2.41,-2.15,2.54
6881.39,-2.26,-4.56,-2.44,-0.22,0.22,-2.03,-2.22,2.30
6950.21,-2.01,-4.06,-2.45,-0.30,0.30,-1.71,-2.15,2.05
7019.71,-1.81,-3.61,-2.35,-0.40,0.40,-1.40,-1.95,1.80
7089.91,-1.61,-3.15,-2.19,-0.51,0.51,-1.09,-1.68,1.54
7160.81,-1.47,-2.76,-1.99,-0.60,0.60,-0.87,-1.39,1.29
7232.41,-1.37,-2.41,-1.75,-0.66,0.66,-0.71,-1.09,1.05
7304.74,-1.28,-2.10,-1.47,-0.68,0.68,-0.60,-0.79,0.82
7377.79,-1.22,-1.83,-1.17,-0.67,0.67,-0.55,-0.50,0.62
7451.56,-1.15,-1.59,-0.92,-0.63,0.63,-0.52,-0.29,0.44
7526.08,-0.98,-1.27,-0.68,-0.56,0.56,-0.42,-0.13,0.30
7601.34,-0.71,-0.90,-0.44,-0.45,0.45,-0.26,0.01,0.20
7677.35,-0.38,-0.52,-0.18,-0.33,0.33,-0.05,0.15,0.14
7754.13,0.01,-0.14,0.12,-0.18,0.18,0.20,0.30,0.15
7831.67,0.37,0.15,0.43,-0.03,0.03,0.40,0.47,0.22
7909.98,0.80,0.44,0.77,0.12,-0.12,0.69,0.66,0.36
7989.08,1.26,0.70,1.13,0.25,-0.25,1.01,0.88,0.56
8068.98,1.65,0.82,1.51,0.36,-0.36,1.29,1.15,0.83
8149.67,1.98,0.81,1.89,0.43,-0.43,1.55,1.46,1.17
8231.16,2.24,0.68,2.27,0.43,-0.43,1.81,1.83,1.56
8313.47,2.56,0.56,2.63,0.36,-0.41,2.15,2.22,2.00
8396.61,2.92,0.44,2.98,0.22,-0.36,2.56,2.61,2.49
8480.57,3.16,0.17,3.29,0.02,-0.29,2.87,2.99,2.99
8565.38,3.41,-0.10,3.54,-0.21,-0.20,3.21,3.33,3.51
8651.03,3.65,-0.37,3.73,-0.45,-0.11,3.54,3.62,4.02
8737.54,3.87,-0.63,3.86,-0.69,-0.05,3.83,3.81,4.50
8824.92,3.99,-0.94,3.92,-0.92,-0.00,3.99,3.91,4.94
8913.17,4.06,-1.24,3.90,-1.13,0.01,4.08,3.92,5.30
9002.30,4.09,-1.50,3.80,-1.31,0.01,4.10,3.81,5.59
9092.32,3.92,-1.86,3.62,-1.45,0.01,3.93,3.63,5.78
9183.25,3.71,-2.15,3.35,-1.54,0.01,3.72,3.36,5.86
9275.08,3.29,-2.53,3.03,-1.58,0.00,3.30,3.04,5.82
9367.83,2.67,-3.00,2.61,-1.58,0.00,2.68,2.62,5.67
9461.51,2.05,-3.36,2.11,-1.53,0.00,2.05,2.11,5.41
9556.12,1.54,-3.50,1.53,-1.45,0.00,1.54,1.53,5.04
9651.68,0.81,-3.76,0.89,-1.33,0.00,0.81,0.89,4.57
9748.20,0.35,-3.67,0.21,-1.19,0.00,0.35,0.21,4.02
9845.68,-0.50,-3.90,-0.48,-1.05,0.00,-0.50,-0.48,3.40
9944.14,-1.27,-4.00,-1.17,-0.91,0.00,-1.27,-1.17,2.73
10043.58,-1.68,-3.70,-1.84,-0.81,0.00,-1.68,-1.84,2.02
10144.02,-2.37,-3.66,-2.45,-0.75,0.00,-2.37,-2.45,1.30
10245.46,-2.87,-3.44,-3.01,-0.72,0.00,-2.87,-3.00,0.58
10347.91,-3.98,-3.85,-3.48,-0.71,0.00,-3.98,-3.48,-0.13
10451.39,-4.32,-3.52,-3.88,-0.67,0.00,-4.32,-3.88,-0.80
10555.91,-4.55,-3.12,-4.20,-0.60,0.00,-4.55,-4.20,-1.43
10661.46,-4.72,-2.70,-4.42,-0.50,-0.03,-4.75,-4.45,-2.02
10768.08,-4.79,-2.22,-4.54,-0.35,-0.11,-4.89,-4.65,-2.57
10875.76,-4.78,-1.70,-4.58,-0.15,-0.22,-5.00,-4.80,-3.08
10984.52,-4.72,-1.16,-4.52,0.09,-0.37,-5.09,-4.89,-3.56
11094.36,-4.57,-0.55,-4.41,0.37,-0.56,-5.13,-4.97,-4.02
11205.31,-4.39,0.06,-4.26,0.69,-0.79,-5.18,-5.06,-4.45
11317.36,-4.22,0.66,-4.09,1.03,-1.07,-5.29,-5.16,-4.88
11430.53,-3.90,1.40,-3.92,1.39,-1.39,-5.28,-5.31,-5.29
11544.84,-3.66,2.05,-3.79,1.74,-1.74,-5.40,-5.53,-5.71
11660.29,-3.42,2.71,-3.78,2.07,-2.07,-5.49,-5.85,-6.13
11776.89,-3.36,3.19,-3.87,2.36,-2.36,-5.72,-6.24,-6.54
11894.66,-3.41,3.55,-4.05,2.60,-2.60,-6.01,-6.65,-6.96
12013.60,-3.55,3.83,-4.32,2.77,-2.77,-6.32,-7.09,-7.38
12133.74,-4.03,3.75,-4.65,2.87,-2.87,-6.90,-7.52,-7.78
12255.08,-4.50,3.65,-5.03,2.90,-2.90,-7.40,-7.93,-8.15
12377.63,-5.18,3.31,-5.44,2.85,-2.85,-8.03,-8.30,-8.49
12501.41,-5.81,2.96,-5.86,2.73,-2.73,-8.54,-8.60,-8.77
12626.42,-6.59,2.39,-6.27,2.59,-2.59,-9.18,-8.85,-8.97
12752.68,-7.35,1.76,-6.63,2.43,-2.43,-9.77,-9.06,-9.11
12880.21,-7.82,1.33,-6.91,2.27,-2.27,-10.08,-9.18,-9.15
13009.01,-7.88,1.22,-7.10,2.12,-2.12,-10.00,-9.22,-9.10
13139.10,-7.78,1.18,-7.16,2.00,-2.00,-9.77,-9.16,-8.96
13270.49,-7.54,1.19,-7.11,1.90,-1.90,-9.44,-9.01,-8.73
13403.20,-7.19,1.24,-6.93,1.83,-1.83,-9.02,-8.76,-8.43
13537.23,-6.82,1.25,-6.62,1.80,-1.80,-8.62,-8.42,-8.07
13672.60,-6.39,1.28,-6.24,1.80,-1.80,-8.19,-8.04,-7.67
13809.33,-5.86,1.40,-5.83,1.83,-1.83,-7.69,-7.66,-7.26
13947.42,-5.37,1.51,-5.43,1.88,-1.88,-7.25,-7.31,-6.87
14086.90,-4.82,1.71,-5.08,1.96,-1.96,-6.77,-7.03,-6.53
14227.77,-4.38,1.88,-4.82,2.02,-2.02,-6.40,-6.84,-6.26
14370.04,-4.05,2.04,-4.68,2.07,-2.07,-6.12,-6.76,-6.09
14513.74,-3.95,2.08,-4.66,2.12,-2.12,-6.06,-6.78,-6.03
14658.88,-3.91,2.18,-4.75,2.15,-2.15,-6.05,-6.90,-6.09
14805.47,-4.03,2.24,-4.93,2.18,-2.18,-6.21,-7.11,-6.27
14953.52,-4.50,2.07,-5.18,2.23,-2.23,-6.73,-7.41,-6.56
15103.06,-5.43,1.55,-5.48,2.31,-2.31,-7.74,-7.79,-6.98
15254.09,-6.07,1.42,-5.81,2.44,-2.44,-8.51,-8.25,-7.49
15406.63,-6.71,1.37,-6.13,2.63,-2.63,-9.34,-8.76,-8.07
